,G,Opponent,Home_away,Tm,Opp
0,1,Washington Capitols,0,130,111
1,2,Washington Capitols,0,143,133
2,3,Washington Capitols,1,120,125
3,4,Washington Capitols,1,114,131
4,5,Washington Capitols,0,132,110
5,6,Washington Capitols,1,111,116
6,7,Washington Capitols,0,143,119
8,8,Los Angeles Stars,0,123,113
9,9,Los Angeles Stars,0,105,114
10,10,Los Angeles Stars,1,113,119
11,11,Los Angeles Stars,1,110,114
12,12,Los Angeles Stars,0,107,109
