,G,Opponent,Home_away,Tm,Opp
0,1,Utah Stars,1,99,134
1,2,Indiana Pacers,1,103,115
2,3,Kentucky Colonels,1,103,109
3,4,Texas Chaparrals,0,133,115
4,5,Pittsburgh Condors,0,123,127
5,6,Indiana Pacers,0,122,116
6,7,Memphis Pros,0,94,102
7,8,Utah Stars,1,113,122
8,9,Utah Stars,0,111,117
9,10,Kentucky Colonels,1,114,131
10,11,Virginia Squires,1,133,138
11,12,New York Nets,1,104,114
12,13,The Floridians,1,119,116
13,14,Utah Stars,0,110,107
14,15,Indiana Pacers,0,114,119
15,16,New York Nets,0,121,103
16,17,Memphis Pros,0,121,141
17,18,Utah Stars,0,102,115
18,19,Kentucky Colonels,1,138,153
19,20,Pittsburgh Condors,1,130,124
21,21,Indiana Pacers,1,107,130
22,22,Memphis Pros,1,103,93
23,23,Virginia Squires,0,124,111
24,24,Texas Chaparrals,1,134,141
25,25,Kentucky Colonels,0,125,140
26,26,Virginia Squires,0,109,113
27,27,Pittsburgh Condors,0,131,109
28,28,Memphis Pros,1,100,102
29,29,Carolina Cougars,0,126,116
30,30,Memphis Pros,0,108,99
31,31,Pittsburgh Condors,1,121,143
32,32,Carolina Cougars,1,124,128
33,33,Memphis Pros,1,104,102
34,34,The Floridians,0,109,102
35,35,Virginia Squires,0,120,122
36,36,Indiana Pacers,0,116,106
37,37,Carolina Cougars,0,132,136
38,38,Texas Chaparrals,0,129,124
39,39,Utah Stars,0,99,114
40,40,Pittsburgh Condors,0,116,131
42,41,Texas Chaparrals,1,126,132
43,42,Carolina Cougars,0,124,118
44,43,Texas Chaparrals,0,120,112
45,44,Carolina Cougars,1,114,125
46,45,Virginia Squires,1,131,141
47,46,Texas Chaparrals,0,129,123
48,47,Texas Chaparrals,1,127,148
49,48,Memphis Pros,1,103,120
50,49,Indiana Pacers,0,106,118
51,50,Kentucky Colonels,0,119,116
52,51,Utah Stars,1,105,111
53,52,Indiana Pacers,1,123,127
54,53,Carolina Cougars,1,109,114
55,54,Indiana Pacers,0,104,124
56,55,Texas Chaparrals,0,119,127
57,56,The Floridians,0,132,120
58,57,Pittsburgh Condors,1,115,114
59,58,Indiana Pacers,1,133,131
60,59,Memphis Pros,0,106,123
61,60,Kentucky Colonels,0,138,142
63,61,New York Nets,0,117,118
64,62,Memphis Pros,0,125,120
65,63,Utah Stars,0,107,120
66,64,Utah Stars,1,103,133
67,65,The Floridians,1,110,112
68,66,Texas Chaparrals,1,142,120
69,67,New York Nets,1,115,122
70,68,Memphis Pros,1,118,111
71,69,Utah Stars,1,106,139
72,70,Texas Chaparrals,1,153,158
73,71,The Floridians,1,142,141
74,72,Texas Chaparrals,1,146,127
75,73,The Floridians,0,113,116
76,74,New York Nets,1,127,132
77,75,Indiana Pacers,1,121,131
78,76,Memphis Pros,0,118,127
79,77,Utah Stars,0,123,124
80,78,Utah Stars,1,117,124
81,79,Memphis Pros,1,118,132
82,80,Indiana Pacers,0,110,129
84,81,Texas Chaparrals,0,120,118
85,82,Indiana Pacers,1,126,146
86,83,Virginia Squires,0,129,119
87,84,New York Nets,0,132,121
