0,0,1,7,23-325,1,6,31/10/2000,12,0.75,16,3,0.5,6,1,1,23.3,abdursh01,42:00:00,1,SEA,3,27,1,3,6,7,VAN,0,W (+6)
2,0.333,6,2,25-103,0,2,31/10/2000,8,0.471,17,8,1,8,1,1,19.3,allenra02,40:00:00,2,DAL,1,26,1,0,1,4,MIL,@,L (-4)
0,0,0,0,24-099,0,0,31/10/2000,0,0,0,0,0,0,1,0,0.7,alstora01,1:00,1,DAL,0,0,1,0,0,1,MIL,@,L (-4)
0,0,0,1,29-340,1,3,31/10/2000,6,0.6,10,2,0.5,4,1,1,8.3,amaecjo01,26:00:00,0,WAS,4,14,1,1,2,3,ORL,0,W (+11)
1,1,1,3,26-105,0,2,31/10/2000,2,0.286,7,4,1,4,1,1,2,anderde01,28:00:00,0,IND,4,9,1,0,4,2,SAS,0,W (+13)
1,0.5,2,0,32-285,1,2,31/10/2000,1,0.5,2,0,0,0,1,0,3.3,anderni01,7:00,0,CHI,0,3,1,0,0,2,SAC,@,W (+19)
0,0,0,1,26-305,0,1,31/10/2000,1,0.5,2,1,0.5,2,1,1,2.2,andersh01,20:00,0,MIN,1,3,1,0,0,1,HOU,0,L (-8)
2,0.667,3,1,32-351,0,0,31/10/2000,3,0.75,4,0,0,0,1,0,5.8,anthogr01,20:00,1,LAL,5,8,1,2,2,1,POR,0,L (-10)
0,0,1,3,32-131,1,2,31/10/2000,4,0.444,9,2,1,2,1,1,4.9,armstda01,35:00:00,0,WAS,2,10,1,0,3,2,ORL,0,W (+11)
1,0.143,7,7,26-078,0,4,31/10/2000,10,0.4,25,0,0,2,1,1,15.5,atkinch01,37:00:00,1,TOR,0,21,1,2,0,5,DET,@,W (+9)
0,0,0,1,32-091,0,4,31/10/2000,3,0.375,8,4,1,4,1,0,10.1,augmost01,27:00:00,2,LAL,2,10,1,2,0,6,POR,0,L (-10)
1,1,1,3,31-074,1,3,31/10/2000,4,0.8,5,0,0,0,1,0,11,austiis01,11:00,0,SEA,2,9,1,1,0,3,VAN,0,W (+6)
0,0,0,1,28-343,4,5,31/10/2000,7,0.438,16,5,0.833,6,1,1,13.4,bakervi01,37:00:00,2,VAN,3,19,1,1,3,7,SEA,@,L (-6)
0,0,3,4,31-098,0,0,31/10/2000,2,0.4,5,2,1,2,1,0,4.1,barryjo01,18:00,0,CHI,0,6,1,0,2,0,SAC,@,W (+19)
1,0.5,2,1,19-275,1,0,31/10/2000,1,0.5,2,0,0,0,1,0,0.6,bendejo01,9:00,0,SAS,2,3,1,0,2,0,IND,@,L (-13)
0,0,0,0,32-175,0,1,31/10/2000,0,0,0,0,0,1,1,0,-0.1,benoida01,1:00,0,LAC,0,0,1,0,0,1,UTA,0,W (+13)
0,0,0,8,28-111,0,5,31/10/2000,6,0.375,16,3,0.75,4,1,1,12.4,besttr01,45:00:00,1,SAS,3,15,1,2,2,6,IND,@,L (-13)
0,0,2,9,22-171,0,10,31/10/2000,7,0.412,17,1,0.333,3,1,1,16.6,bibbymi01,41:00:00,0,SEA,2,15,1,3,0,10,VAN,0,W (+6)
3,0.6,5,5,24-036,0,2,31/10/2000,6,0.462,13,0,0,0,1,1,7.8,billuch01,37:00:00,0,HOU,4,15,1,0,3,2,MIN,@,W (+8)
0,0,1,5,33-225,1,4,31/10/2000,3,0.25,12,0,0,0,1,1,3.1,blaylmo01,35:00:00,1,PHO,2,6,1,2,3,5,GSW,0,W (+2)
0,0,0,2,31-301,0,5,31/10/2000,1,1,1,0,0,0,1,0,4.5,blounco01,24:00:00,3,GSW,3,2,1,0,1,8,PHO,@,L (-2)
0,0,0,3,35-296,0,1,31/10/2000,0,0,1,0,0,0,1,0,0.7,boguemu01,8:00,0,DET,0,0,1,0,1,1,TOR,0,L (-9)
0,0,0,1,28-223,6,5,31/10/2000,3,0.375,8,0,0,0,1,0,4.8,bradlsh01,20:00,0,MIL,3,6,1,0,2,5,DAL,0,W (+4)
0,0,0,4,21-234,1,3,31/10/2000,4,0.286,14,8,0.889,9,1,1,13.5,brandel01,41:00:00,3,SAC,1,16,1,2,2,6,CHI,0,L (-19)
2,1,2,9,30-164,0,4,31/10/2000,6,0.5,12,8,0.889,9,1,1,21.1,brandte01,38:00:00,0,HOU,5,22,1,3,3,4,MIN,@,W (+8)
0,0,0,1,31-017,2,15,31/10/2000,5,0.714,7,4,1,4,1,1,17.6,brownpj01,38:00:00,1,ATL,2,14,1,1,1,16,CHH,@,W (+24)
0,0,1,2,22-069,1,2,31/10/2000,4,0.364,11,6,1,6,1,1,3,bryanko01,35:00:00,0,POR,4,14,1,1,7,2,LAL,@,W (+10)
0,0,0,0,24-045,0,3,31/10/2000,2,0.286,7,3,0.5,6,1,0,7.6,buckngr01,27:00:00,8,MIL,4,7,1,1,0,11,DAL,0,W (+4)
1,1,1,1,32-134,0,1,31/10/2000,2,1,2,1,1,1,1,0,4.3,buechju01,16:00,1,TOR,2,6,1,0,2,2,DET,@,W (+9)
0,0,1,0,33-148,0,1,31/10/2000,0,0,1,0,0,0,1,0,-1.8,bullama01,8:00,0,MIN,1,0,1,0,1,1,HOU,0,L (-8)
0,0,0,1,27-141,0,1,31/10/2000,0,0,1,0,0,0,1,1,0,caffeja01,7:00,1,DAL,0,0,1,0,1,2,MIL,@,L (-4)
0,0,0,0,26-223,3,2,31/10/2000,1,0.2,5,3,0.75,4,1,1,4.8,cambyma01,24:00:00,2,PHI,2,5,1,1,1,4,NYK,0,L (-29)
0,0,0,0,32-100,4,5,31/10/2000,3,0.429,7,7,0.778,9,1,1,8.5,campbel01,31:00:00,1,ATL,5,13,1,1,4,6,CHH,@,W (+24)
1,0.25,4,2,23-279,0,2,31/10/2000,9,0.375,24,7,0.7,10,1,1,14.9,cartevi01,40:00:00,1,DET,6,26,1,4,1,3,TOR,0,L (-9)
0,0,0,7,30-348,0,4,31/10/2000,6,0.429,14,3,0.75,4,1,1,6.6,cassesa01,36:00:00,1,DAL,6,15,1,0,5,5,MIL,@,L (-4)
0,0,0,0,26-066,1,1,31/10/2000,4,0.8,5,1,0.5,2,1,0,7.5,catoke01,22:00,2,MIN,4,9,1,0,0,3,HOU,0,L (-8)
0,0,0,0,31-090,0,0,31/10/2000,0,0,0,0,0,0,1,0,0,cebalce01,1:00,0,TOR,0,0,1,0,0,0,DET,@,W (+9)
0,0,1,3,32-346,0,1,31/10/2000,1,0.25,4,0,0,0,1,0,-2,childch01,14:00,0,PHI,5,2,1,0,2,1,NYK,0,L (-29)
0,0,1,5,30-175,1,3,31/10/2000,4,0.5,8,1,1,1,1,1,5.2,chrisdo01,36:00:00,1,CHI,4,9,1,0,4,4,SAC,@,W (+19)
0,0,1,1,23-054,0,0,31/10/2000,2,0.5,4,0,0,0,1,0,2.3,cleavma01,11:00,0,TOR,1,4,1,1,1,0,DET,@,W (+9)
1,0.5,2,2,32-192,0,1,31/10/2000,5,0.625,8,4,0.667,6,1,0,8.7,colesbi01,23:00,0,NJN,4,15,1,0,2,1,CLE,@,W (+4)
0,0,0,0,23-053,0,0,31/10/2000,0,0,0,0,0,0,1,0,-1,collija02,3:00,0,MIN,0,0,1,0,1,0,HOU,0,L (-8)
0,0,0,3,25-171,0,1,31/10/2000,1,0.125,8,4,1,4,1,0,0.6,crawfch01,21:00,0,CHH,4,6,1,0,1,1,ATL,0,L (-24)
1,1,1,1,20-225,0,0,31/10/2000,1,0.5,2,0,0,0,1,0,3.3,crawfja01,4:00,0,SAC,1,3,1,1,0,0,CHI,0,L (-19)
1,0.333,3,4,25-183,0,6,31/10/2000,8,0.5,16,0,0,0,1,1,7,croshau01,35:00:00,0,SAS,4,17,1,0,5,6,IND,@,L (-13)
0,0,1,1,24-245,0,0,31/10/2000,1,0.25,4,0,0,0,1,0,0.5,cummivo01,13:00,0,PHO,2,2,1,1,0,0,GSW,0,W (+2)
1,0.25,4,1,36-128,1,2,31/10/2000,3,0.375,8,0,0,0,1,0,2.8,curryde01,16:00,0,DET,2,7,1,0,1,2,TOR,0,L (-9)
0,0,0,2,32-070,0,2,31/10/2000,0,0,3,0,0,0,1,0,-0.5,currymi01,13:00,0,TOR,1,0,1,0,0,2,DET,@,W (+9)
0,0,0,0,25-109,2,4,31/10/2000,2,0.5,4,6,0.6,10,1,1,8.6,dampier01,30:00:00,2,PHO,2,10,1,2,3,6,GSW,0,W (+2)
0,0,2,6,25-226,0,2,31/10/2000,6,0.545,11,0,0,0,1,0,9.8,daniean01,29:00:00,1,IND,1,12,1,0,2,3,SAS,0,W (+13)
0,0,0,0,29-009,1,0,31/10/2000,1,1,1,0,0,0,1,0,2.4,davidko01,1:00,0,DET,0,2,1,0,0,0,TOR,0,L (-9)
0,0,0,1,32-000,2,5,31/10/2000,2,0.167,12,3,0.75,4,1,1,0.9,davisan01,29:00:00,5,DET,3,7,1,0,4,10,TOR,0,L (-9)
2,1,2,3,21-201,0,5,31/10/2000,7,0.636,11,4,0.571,7,1,1,14,davisba01,36:00:00,1,ATL,3,20,1,2,5,6,CHH,@,W (+24)
