,+/-,3P,3P%,3PA,AST,Age,BLK,DRB,Date,FG,FG%,FGA,FT,FT%,FTA,G,GS,GmSc,Id,MP,ORB,Opp,PF,PTS,Rk,STL,TOV,TRB,Tm,Unnamed: 5,Unnamed: 7
74,10,3,0.6,5,5,22-214,0,2,02/04/2005,7,0.636,11,0,0,1,72,1,14.6,duhonch01,34:00:00,0,CHA,3,17,72,1,1,2,CHI,0,W (+15)
47,-11,3,0.6,5,2,24-145,0,6,07/02/2005,10,0.667,15,3,0.75,4,46,1,18.8,dunlemi02,40:00:00,1,MIA,3,26,46,0,3,7,GSW,0,0
72,10,3,0.6,5,5,24-200,0,6,03/04/2005,6,0.75,8,4,1,4,70,1,19.7,dunlemi02,39:00:00,2,SEA,2,19,70,1,3,8,GSW,0,0
7,0,3,0.6,5,3,31-282,0,5,13/12/2004,10,0.5,20,4,1,4,8,1,22.2,finlemi01,42:00:00,0,CHI,1,27,8,2,0,5,DAL,@,W (+1)
32,-3,3,0.6,5,6,31-339,0,1,08/02/2005,5,0.313,16,3,1,3,32,1,10.3,finlemi01,43:00:00,0,CHI,5,16,32,1,0,1,DAL,0,L (-7)
17,-11,3,0.6,5,1,30-120,0,0,07/12/2004,5,0.455,11,0,0,0,18,0,8.9,fishede01,25:00:00,3,PHO,3,13,18,0,0,3,GSW,@,L (-14)
30,-7,3,0.6,5,1,30-158,0,2,14/01/2005,4,0.4,10,3,1,3,30,1,4.3,fishede01,33:00:00,0,SEA,4,14,30,0,4,2,GSW,@,L (-19)
51,6,3,0.6,5,9,30-205,0,3,02/03/2005,7,0.467,15,6,0.857,7,50,1,22.7,fishede01,39:00:00,0,MIN,1,23,50,3,2,3,GSW,@,W (+6)
3,-7,3,0.6,5,3,24-275,0,0,04/12/2004,3,0.429,7,2,1,2,4,0,6.5,garcial01,27:00:00,1,DET,4,11,4,0,2,1,NOH,0,L (-23)
14,-5,3,0.6,5,1,27-234,0,4,20/04/2005,5,0.625,8,2,0.667,3,15,0,14.3,georgde01,27:00:00,0,POR,4,15,15,3,0,4,LAL,@,L (-3)
19,-1,3,0.6,5,1,27-133,0,1,08/12/2004,4,0.286,14,7,1,7,20,1,11.3,ginobma01,33:00:00,3,SEA,4,18,20,2,2,4,SAS,0,L (-6)
37,7,3,0.6,5,3,27-170,1,4,14/01/2005,7,0.583,12,5,0.833,6,37,1,20.9,ginobma01,35:00:00,1,DAL,2,22,37,2,1,5,SAS,0,W (+3)
50,3,3,0.6,5,3,27-198,0,5,11/02/2005,4,0.333,12,6,1,6,49,1,13,ginobma01,36:00:00,2,NJN,3,17,49,0,1,7,SAS,@,W (+10)
71,-1,3,0.6,5,2,21-358,1,3,28/03/2005,6,0.353,17,2,1,2,69,0,9.1,gordobe01,32:00:00,0,MEM,1,17,69,0,1,3,CHI,0,W (+8)
84,-1,3,0.6,5,2,22-015,0,4,19/04/2005,6,0.4,15,1,1,1,81,0,10,gordobe01,21:00,1,NYK,3,16,81,2,2,5,CHI,0,W (+1)
12,5,3,0.6,5,0,22-188,0,8,04/12/2004,5,0.455,11,0,0,0,13,0,8.2,griffed01,35:00:00,3,LAC,4,13,13,0,2,11,MIN,@,W (+7)
13,-10,3,0.6,5,0,22-191,2,6,07/12/2004,5,0.625,8,1,0.5,2,14,0,11.7,griffed01,23:00,1,DAL,3,14,14,1,2,7,MIN,0,L (-10)
51,14,3,0.6,5,4,27-002,1,4,16/02/2005,8,0.5,16,1,1,1,50,1,12.9,hamilri01,36:00:00,0,PHI,2,20,50,0,3,4,DET,@,W (+18)
51,6,3,0.6,5,4,21-363,1,0,24/02/2005,4,0.667,6,0,0,2,50,0,11.7,harride01,21:00,2,SAC,2,11,50,2,2,2,DAL,0,W (+9)
63,13,3,0.6,5,1,26-329,0,1,24/03/2005,6,0.6,10,3,1,3,61,0,12.4,hartja01,27:00:00,0,ORL,5,18,61,1,1,1,CHA,@,W (+14)
54,9,3,0.6,5,5,24-055,0,5,26/02/2005,4,0.267,15,0,0,0,53,1,5.3,hinriki01,45:00:00,0,CHA,2,11,53,1,2,5,CHI,@,W (+4)
0,4,3,0.6,5,2,32-019,1,2,03/11/2004,3,0.6,5,0,0,0,1,0,8.6,hoibefr01,21:00,0,NYK,2,9,1,0,0,2,MIN,0,W (+6)
59,4,3,0.6,5,0,32-142,0,2,06/03/2005,4,0.571,7,0,0,0,58,0,7.9,hoibefr01,22:00,0,BOS,1,11,58,0,0,2,MIN,@,W (+2)
25,-5,3,0.6,5,2,28-285,0,3,23/12/2004,5,0.455,11,1,0.5,2,25,0,8.2,hudsotr01,22:00,0,SAS,0,14,25,0,2,3,MIN,@,L (-14)
49,8,3,0.6,5,8,28-332,0,0,08/02/2005,5,0.455,11,0,0,0,48,0,11.5,hudsotr01,30:00:00,2,MEM,2,13,48,0,2,2,MIN,@,L (-12)
8,16,3,0.6,5,3,25-305,1,4,23/11/2004,7,0.333,21,3,0.75,4,9,1,11.8,hughela01,39:00:00,3,TOR,5,20,9,1,1,7,WAS,0,W (+16)
35,2,3,0.6,5,4,26-038,1,6,02/03/2005,11,0.55,20,6,0.667,9,35,1,25.3,hughela01,37:00:00,0,HOU,3,31,35,2,1,6,WAS,0,W (+3)
51,7,3,0.6,5,1,21-014,0,7,11/02/2005,5,0.625,8,3,0.75,4,50,1,18.1,iguodan01,35:00:00,1,TOR,1,16,50,4,1,8,PHI,@,W (+15)
80,-2,3,0.6,5,4,21-076,0,6,14/04/2005,5,0.5,10,6,1,6,78,1,17.2,iguodan01,44:00:00,4,MIA,3,19,78,1,4,10,PHI,0,W (+7)
33,10,3,0.6,5,10,29-221,0,4,14/01/2005,12,0.414,29,5,0.5,10,33,1,19,iversal01,48:00:00,1,TOR,1,32,33,0,4,5,PHI,0,W (+10)
73,7,3,0.6,5,16,29-311,0,6,14/04/2005,11,0.458,24,13,1,13,71,1,39.6,iversal01,53:00:00,0,MIA,0,38,71,3,2,6,PHI,0,W (+7)
14,10,3,0.6,5,3,31-263,0,4,01/12/2004,6,0.667,9,4,0.8,5,15,0,16.5,jacksbo01,27:00:00,1,NOH,3,19,15,0,1,5,SAC,@,W (+13)
7,13,3,0.6,5,4,34-032,0,3,15/11/2004,6,0.6,10,3,0.75,4,8,1,17.2,jacksji01,40:00:00,1,NJN,3,18,8,2,1,4,HOU,@,W (+11)
18,20,3,0.6,5,5,34-062,0,4,15/12/2004,5,0.556,9,0,0,0,19,1,12.3,jacksji01,39:00:00,1,ATL,2,13,19,2,3,5,HOU,0,W (+23)
45,-15,3,0.6,5,4,34-148,0,3,11/03/2005,6,0.545,11,0,0,0,44,0,14,jacksji01,28:00:00,0,HOU,1,15,44,1,0,3,PHO,0,L (-20)
50,13,3,0.6,5,2,34-160,0,1,23/03/2005,6,0.6,10,0,0,0,49,0,13.6,jacksji01,22:00,1,CHA,3,15,49,2,0,2,PHO,@,W (+15)
54,18,3,0.6,5,3,34-167,0,3,30/03/2005,6,0.545,11,4,1,4,53,0,16,jacksji01,27:00:00,1,PHI,1,19,53,0,1,4,PHO,0,W (+29)
56,6,3,0.6,5,2,34-171,0,5,03/04/2005,5,0.5,10,2,1,2,55,0,11.1,jacksji01,21:00,0,HOU,2,15,55,0,1,5,PHO,@,W (+13)
43,19,6,0.6,10,2,27-000,0,5,05/04/2005,12,0.545,22,3,0.6,5,42,1,20.7,jacksst02,38:00:00,0,NYK,2,33,42,1,4,5,IND,@,W (+18)
50,-7,3,0.6,5,1,27-012,0,0,17/04/2005,7,0.389,18,4,0.8,5,49,1,11.4,jacksst02,33:00:00,1,MIA,2,21,49,1,1,1,IND,@,L (-4)
5,-8,3,0.6,5,0,23-239,0,1,13/11/2004,5,0.714,7,1,1,1,6,0,9.6,jacobca01,21:00,0,SAC,2,14,6,1,2,1,PHO,0,L (-2)
6,15,3,0.6,5,4,19-321,1,10,15/11/2004,12,0.545,22,6,0.75,8,7,1,30.1,jamesle01,42:00:00,2,GSW,1,33,7,2,1,12,CLE,0,W (+11)
24,-1,3,0.6,5,4,19-354,1,4,18/12/2004,12,0.48,25,4,0.5,8,24,1,18.7,jamesle01,40:00:00,1,BOS,6,31,24,3,4,5,CLE,0,L (-7)
28,8,3,0.6,5,7,19-364,0,8,28/12/2004,13,0.52,25,11,0.786,14,28,1,33.7,jamesle01,46:00:00,1,ATL,2,40,28,1,1,9,CLE,@,W (+9)
44,20,3,0.6,5,6,29-234,0,1,12/02/2005,6,0.545,11,3,1,3,43,0,16.5,jamesmi01,27:00:00,1,ATL,1,18,43,1,2,2,MIL,0,W (+30)
55,15,3,0.6,5,6,29-263,0,1,13/03/2005,7,0.778,9,3,0.75,4,54,0,17.4,jamesmi01,28:00:00,0,SAC,3,20,54,0,2,1,HOU,@,W (+15)
52,5,3,0.6,5,1,28-247,0,7,14/02/2005,9,0.409,22,9,0.818,11,51,1,21.9,jamisan01,43:00:00,5,NOH,2,30,51,0,1,12,WAS,@,L (-2)
6,9,3,0.6,5,8,26-032,0,5,13/11/2004,6,0.5,12,4,0.667,6,7,1,20.1,jaricma01,39:00:00,0,CHI,3,19,7,3,1,5,LAC,@,W (+1)
10,-3,3,0.6,5,10,26-040,0,1,21/11/2004,8,0.533,15,0,0,0,11,1,19.8,jaricma01,34:00:00,0,PHO,3,19,11,4,2,1,LAC,0,L (-11)
42,-19,3,0.6,5,4,26-171,0,6,01/04/2005,10,0.667,15,1,0.5,2,41,1,21.3,jaricma01,39:00:00,0,DET,1,24,41,4,4,6,LAC,@,L (-13)
42,2,3,0.6,5,1,24-286,1,3,15/02/2005,6,0.6,10,1,0.5,2,41,0,14.1,johnsde03,16:00,2,ATL,4,16,41,2,1,5,DEN,@,W (+4)
67,1,3,0.6,5,2,24-339,0,1,09/04/2005,4,0.5,8,3,1,3,65,1,10.5,johnsde03,18:00,0,SEA,3,14,65,0,0,1,DEN,0,W (+16)
4,-6,3,0.6,5,1,23-134,1,3,10/11/2004,7,0.5,14,0,0,0,5,1,9.7,johnsjo02,42:00:00,0,CLE,4,17,5,0,1,3,PHO,@,L (-5)
42,-1,3,0.6,5,8,23-206,1,5,21/01/2005,7,0.5,14,4,0.8,5,41,1,19.6,johnsjo02,52:00:00,2,SAS,3,21,41,2,4,7,PHO,0,L (-5)
79,18,6,0.6,10,7,23-286,0,2,11/04/2005,10,0.526,19,0,0,0,77,1,21.8,johnsjo02,45:00:00,2,LAL,2,26,77,1,2,4,PHO,@,W (+11)
0,11,3,0.6,5,3,28-070,0,3,03/11/2004,6,0.75,8,0,0,0,1,0,15.6,jonesda01,28:00:00,0,NJN,3,15,1,3,1,3,MIA,@,W (+23)
5,-3,3,0.6,5,3,28-079,0,4,12/11/2004,3,0.5,6,0,0,0,6,1,7.3,jonesda01,37:00:00,0,SAS,5,9,6,0,0,4,MIA,@,L (-9)
52,10,6,0.6,10,5,28-168,0,3,09/02/2005,7,0.467,15,4,1,4,51,1,16.1,jonesda01,32:00:00,0,NYK,4,24,51,0,3,3,MIA,@,W (+6)
59,9,6,0.6,10,3,28-186,0,2,27/02/2005,8,0.533,15,0,0,0,58,1,15.7,jonesda01,31:00:00,1,ORL,1,22,58,0,2,3,MIA,@,W (+9)
67,25,3,0.6,5,4,28-201,0,0,14/03/2005,6,0.75,8,0,0,0,65,1,14.2,jonesda01,26:00:00,0,MIL,1,15,65,0,0,0,MIA,0,W (+39)
71,-12,3,0.6,5,2,28-209,0,7,22/03/2005,6,0.545,11,1,1,1,69,1,12.8,jonesda01,35:00:00,0,HOU,1,16,69,0,1,7,MIA,@,L (-2)
16,28,3,0.6,5,5,33-044,2,5,03/12/2004,7,0.636,11,4,0.8,5,17,1,23.7,jonesed02,35:00:00,0,CHI,1,21,17,2,0,5,MIA,@,W (+24)
36,-6,3,0.6,5,2,33-081,0,7,09/01/2005,7,0.636,11,2,0.667,3,36,1,14.8,jonesed02,43:00:00,0,SEA,6,19,36,1,1,7,MIA,@,L (-10)
47,1,3,0.6,5,2,33-104,1,3,01/02/2005,3,0.429,7,0,0,0,46,1,6.9,jonesed02,28:00:00,0,DAL,6,9,46,1,0,3,MIA,@,L (-5)
51,3,3,0.6,5,2,33-112,0,5,09/02/2005,7,0.538,13,0,0,0,50,1,12,jonesed02,44:00:00,0,NYK,4,17,50,1,1,5,MIA,@,W (+6)
23,-1,3,0.6,5,1,25-289,0,2,25/12/2004,5,0.556,9,2,1,2,23,0,11.1,jonesfr01,32:00:00,1,DET,4,15,23,0,0,3,IND,0,L (-5)
8,8,3,0.6,5,2,24-052,0,5,25/11/2004,5,0.625,8,0,0,0,9,1,12.2,jonesja02,38:00:00,1,MIN,2,13,9,0,0,6,IND,0,W (+4)
33,-7,3,0.6,5,0,25-350,0,4,25/01/2005,5,0.556,9,0,0,0,33,1,10.2,jonesju01,33:00:00,3,SEA,2,13,33,0,1,7,LAL,0,L (-11)
54,7,3,0.6,5,3,26-026,0,8,08/03/2005,4,0.667,6,0,0,0,53,0,12.5,jonesju01,23:00,0,LAC,1,11,53,0,0,8,LAL,0,L (-9)
56,-9,3,0.6,5,0,26-030,0,0,12/03/2005,5,0.714,7,2,1,2,55,0,12.1,jonesju01,15:00,2,CHA,1,15,55,0,1,2,LAL,@,W (+1)
36,3,3,0.6,5,1,23-352,0,2,21/01/2005,4,0.364,11,3,1,3,36,0,10.1,kaponja01,15:00,1,DAL,2,14,36,1,0,3,CHA,0,L (-6)
1,-9,3,0.6,5,2,31-259,0,2,07/12/2004,3,0.333,9,1,1,1,2,1,4.1,kiddja01,20:00,0,CLE,2,10,2,0,2,2,NJN,@,L (-6)
35,19,3,0.6,5,8,31-327,0,3,13/02/2005,5,0.455,11,0,0,0,35,1,12,kiddja01,27:00:00,0,DEN,2,13,35,2,3,3,NJN,0,W (+15)
37,22,3,0.6,5,10,31-330,0,10,16/02/2005,7,0.5,14,2,1,2,37,1,21.3,kiddja01,40:00:00,1,SAC,1,19,37,1,2,11,NJN,0,W (+11)
32,0,3,0.6,5,3,24-016,3,3,06/03/2005,6,0.429,14,1,0.25,4,32,1,9.4,kirilan01,37:00:00,3,SAS,3,16,32,1,5,6,UTA,@,L (-7)
9,-5,3,0.6,5,2,23-249,0,2,21/11/2004,5,0.556,9,2,1,2,10,1,7.4,korveky01,35:00:00,1,MIA,5,15,10,0,4,3,PHI,@,L (-10)
18,10,3,0.6,5,3,23-268,3,2,10/12/2004,4,0.571,7,0,0,0,19,1,10.9,korveky01,38:00:00,0,CHI,4,11,19,1,1,2,PHI,@,W (+5)
76,-3,3,0.6,5,0,24-020,0,4,06/04/2005,3,0.5,6,2,1,2,74,1,6.2,korveky01,24:00:00,0,CHA,5,11,74,2,3,4,PHI,0,W (+3)
39,-1,3,0.6,5,4,36-186,0,2,23/03/2005,6,0.667,9,1,0.5,2,39,0,15.2,kukocto01,24:00:00,1,LAC,4,16,39,1,0,3,MIL,@,L (-8)
3,8,3,0.6,5,3,28-165,3,7,10/11/2004,6,0.545,11,3,0.75,4,4,1,17.7,lafrera01,30:00:00,3,POR,5,18,4,0,1,10,BOS,0,W (+2)
51,18,3,0.6,5,3,28-258,1,10,11/02/2005,5,0.417,12,2,1,2,50,1,15.6,lafrera01,31:00:00,4,NYK,4,15,50,0,0,14,BOS,0,W (+17)
64,-4,3,0.6,5,1,28-288,3,2,13/03/2005,8,0.571,14,0,0,0,62,1,16.3,lafrera01,34:00:00,3,WAS,4,19,62,0,0,5,BOS,0,W (+4)
43,-5,3,0.6,5,5,27-295,0,2,22/02/2005,5,0.455,11,0,0,0,42,1,9.9,luety01,33:00:00,1,SAC,3,13,42,1,2,3,ATL,@,L (-10)
67,-14,3,0.6,5,5,25-145,0,4,06/04/2005,6,0.375,16,8,0.889,9,65,1,16.4,maggeco01,38:00:00,1,SAS,2,23,65,1,3,5,LAC,@,L (-9)
28,14,3,0.6,5,7,27-311,0,1,27/12/2004,13,0.619,21,5,0.714,7,28,1,28,marbust01,43:00:00,1,ORL,4,34,28,2,2,2,NYK,0,0
64,-8,3,0.6,5,4,28-023,0,1,15/03/2005,7,0.583,12,7,0.875,8,62,1,19.7,marbust01,37:00:00,0,MIA,1,24,62,2,3,1,NYK,0,0
71,-9,3,0.6,5,8,28-036,0,4,28/03/2005,11,0.55,20,6,0.667,9,69,1,26.7,marbust01,45:00:00,1,GSW,5,31,69,3,2,5,NYK,0,0
7,3,3,0.6,5,3,26-194,2,7,17/11/2004,9,0.563,16,2,1,2,8,1,23.4,mariosh01,40:00:00,2,NOH,0,23,8,1,0,9,PHO,@,W (+11)
37,-3,3,0.6,5,3,31-260,4,3,02/02/2005,4,0.5,8,0,0,0,37,0,12,marshdo01,24:00:00,2,IND,3,11,37,0,1,5,TOR,@,W (+1)
46,22,3,0.6,5,1,31-280,2,9,22/02/2005,3,0.6,5,2,0.667,3,45,0,15,marshdo01,29:00:00,1,NJN,2,11,45,2,0,10,TOR,@,W (+18)
57,-6,6,0.6,10,0,31-038,0,1,11/03/2005,7,0.636,11,0,0,0,56,0,13,mccarwa01,26:00:00,0,HOU,6,20,56,0,0,1,PHO,0,L (-20)
26,-26,3,0.6,5,5,25-218,0,2,28/12/2004,7,0.368,19,3,0.75,4,26,1,11.7,mcgratr01,34:00:00,1,MIL,3,20,26,1,2,3,HOU,@,L (-28)
22,21,3,0.6,5,9,30-054,0,1,15/12/2004,7,0.5,14,1,1,1,22,1,15.2,mcinnje01,39:00:00,0,POR,1,18,22,1,3,1,CLE,0,W (+24)
27,13,3,0.6,5,10,30-065,0,1,26/12/2004,5,0.417,12,3,0.6,5,27,1,16.4,mcinnje01,39:00:00,1,NOH,1,16,27,1,1,2,CLE,0,W (+9)
26,3,3,0.6,5,3,25-112,1,5,25/02/2005,4,0.444,9,3,0.429,7,26,1,6.4,mcleoke01,31:00:00,0,BOS,4,14,26,0,4,5,UTA,0,L (-7)
8,8,3,0.6,5,2,24-274,0,6,19/11/2004,5,0.714,7,0,0,1,9,0,10.3,millemi01,22:00,0,SAC,4,13,9,0,1,6,MEM,@,L (-2)
14,-3,3,0.6,5,2,24-285,2,2,30/11/2004,10,0.714,14,2,1,2,15,0,18.9,millemi01,31:00:00,1,SAC,1,25,15,0,4,3,MEM,0,L (-5)
31,12,3,0.6,5,4,24-314,1,0,29/12/2004,4,0.571,7,1,0.5,2,31,1,9.8,millemi01,25:00:00,0,BOS,5,12,31,1,1,0,MEM,0,W (+8)
49,16,3,0.6,5,2,39-206,0,3,18/03/2005,13,0.722,18,10,1,10,48,1,31.5,millere01,36:00:00,0,LAL,1,39,48,0,2,3,IND,0,W (+6)
5,13,6,0.6,10,2,29-093,1,4,03/12/2004,10,0.476,21,8,0.8,10,6,0,28,moblecu01,35:00:00,2,NYK,3,34,6,4,2,6,ORL,@,W (+6)
7,-6,3,0.6,5,2,29-096,0,3,06/12/2004,7,0.583,12,0,0,3,8,1,11.7,moblecu01,38:00:00,0,DEN,2,17,8,0,0,3,ORL,@,L (-13)
29,-11,3,0.6,5,0,24-244,1,10,01/01/2005,6,0.375,16,4,1,4,29,1,17.4,murphtr01,43:00:00,7,POR,1,19,29,0,1,17,GSW,@,L (-9)
70,25,3,0.6,5,2,24-348,2,8,15/04/2005,6,0.375,16,3,0.75,4,68,1,17.4,murphtr01,35:00:00,4,POR,1,18,68,2,1,12,GSW,0,W (+20)
17,1,3,0.6,5,2,25-187,0,5,01/02/2005,8,0.571,14,4,0.667,6,18,1,14.3,murraro01,35:00:00,0,SAC,3,23,18,1,4,5,SEA,@,W (+5)
55,-2,3,0.6,5,0,24-259,0,1,19/03/2005,6,0.75,8,4,1,4,54,0,12.9,nachbbo01,23:00,0,BOS,3,19,54,0,2,1,NOH,0,L (-13)
57,4,3,0.6,5,1,24-263,1,1,23/03/2005,3,0.429,7,2,1,2,56,0,7.6,nachbbo01,17:00,0,MIN,1,11,56,0,1,1,NOH,@,L (-5)
69,-8,3,0.6,5,4,24-284,0,3,13/04/2005,7,0.583,12,2,1,2,67,0,14.4,nachbbo01,34:00:00,1,DEN,1,19,67,1,4,4,NOH,@,L (-14)
17,18,3,0.6,5,11,30-304,0,5,07/12/2004,10,0.588,17,3,1,3,18,1,21.2,nashst01,38:00:00,1,GSW,2,26,18,0,6,6,PHO,0,W (+14)
27,21,3,0.6,5,13,30-323,0,2,26/12/2004,7,0.778,9,1,0.5,2,27,1,20,nashst01,38:00:00,0,TOR,2,18,27,1,4,2,PHO,0,W (+12)
33,-5,3,0.6,5,2,26-209,1,8,14/01/2005,12,0.429,28,9,1,9,33,1,26.3,nowitdi01,47:00:00,6,SAS,4,36,33,2,4,14,DAL,@,L (-3)
70,10,3,0.6,5,5,26-284,0,9,30/03/2005,11,0.55,20,11,0.917,12,68,1,29,nowitdi01,36:00:00,0,BOS,3,36,68,1,3,9,DAL,@,W (+12)
55,1,3,0.6,5,6,25-114,2,12,28/02/2005,8,0.4,20,7,0.778,9,54,1,20.5,odomla01,50:00:00,3,NYK,3,26,54,1,5,15,LAL,@,L (-2)
53,-6,3,0.6,5,2,22-272,0,0,13/02/2005,8,0.5,16,3,0.75,4,52,1,13.5,parketo01,36:00:00,1,MIA,3,22,52,2,3,1,SAS,@,L (-4)
38,-4,3,0.6,5,3,36-182,0,2,21/01/2005,5,0.556,9,3,1,3,38,1,12.4,paytoga01,37:00:00,0,NJN,5,16,38,2,2,2,BOS,@,L (-6)
38,2,3,0.6,5,0,34-018,0,4,15/04/2005,4,0.444,9,0,0,0,38,0,5.5,persowe01,21:00,0,MEM,0,11,38,0,2,4,DEN,0,W (+9)
10,8,3,0.6,5,0,27-087,0,3,21/11/2004,4,0.571,7,5,0.833,6,11,0,11,petermo01,27:00:00,0,SAS,3,16,11,0,1,3,TOR,0,W (+5)
80,13,3,0.6,5,0,27-229,1,6,12/04/2005,6,0.6,10,3,1,3,78,1,13,petermo01,44:00:00,1,NYK,4,18,78,1,3,7,TOR,@,W (+12)
37,7,3,0.6,5,1,34-132,0,2,09/02/2005,4,0.5,8,0,0,0,37,0,8.9,piatker01,19:00,2,HOU,2,11,37,1,1,4,CHI,@,L (-13)
8,-3,3,0.6,5,4,27-041,1,4,23/11/2004,6,0.429,14,5,0.833,6,9,1,12.1,piercpa01,37:00:00,2,IND,3,20,9,1,6,6,BOS,@,L (-10)
19,-1,3,0.6,5,2,27-061,0,4,13/12/2004,12,0.706,17,6,1,6,20,1,22.1,piercpa01,27:00:00,0,LAC,6,33,20,1,5,4,BOS,@,W (+7)
31,16,3,0.6,5,10,27-082,2,7,03/01/2005,6,0.462,13,4,0.8,5,31,1,21.3,piercpa01,32:00:00,3,NOH,3,19,31,1,3,10,BOS,0,W (+18)
73,-11,3,0.6,5,7,27-168,0,5,30/03/2005,6,0.5,12,6,0.857,7,71,1,19.5,piercpa01,40:00:00,3,DAL,4,21,71,1,3,8,BOS,0,L (-12)
15,10,3,0.6,5,2,22-319,0,0,22/12/2004,3,0.3,10,3,0.75,4,16,1,7.1,pietrmi01,24:00:00,1,MEM,2,12,16,1,1,1,GSW,0,W (+10)
0,0,3,0.6,5,2,23-350,0,3,03/11/2004,7,0.636,11,3,1,3,1,0,16.5,radmavl01,30:00:00,1,LAC,4,20,1,0,0,4,SEA,@,L (-30)
13,7,3,0.6,5,0,24-007,0,5,26/11/2004,5,0.417,12,1,1,1,14,0,6.6,radmavl01,31:00:00,1,NJN,3,14,14,2,4,6,SEA,0,W (+13)
49,9,3,0.6,5,1,24-084,1,5,11/02/2005,4,0.667,6,2,0.5,4,48,0,13.4,radmavl01,34:00:00,1,PHO,2,13,48,3,2,6,SEA,@,W (+8)
18,7,3,0.6,5,2,23-325,3,3,10/12/2004,10,0.588,17,4,0.667,6,19,1,21.5,richaja01,33:00:00,2,ORL,4,27,19,0,1,5,GSW,0,L (-4)
57,13,3,0.6,5,5,24-056,1,8,17/03/2005,16,0.571,28,5,1,5,56,1,34,richaja01,43:00:00,2,SAC,2,40,56,2,2,10,GSW,0,W (+3)
68,24,3,0.6,5,3,24-078,1,6,08/04/2005,11,0.478,23,3,1,3,66,1,20.2,richaja01,40:00:00,1,PHO,1,28,66,1,2,7,GSW,0,W (+8)
53,-6,3,0.6,5,1,24-306,2,6,13/02/2005,7,0.583,12,4,0.571,7,52,1,17.4,richaqu01,34:00:00,1,GSW,1,21,52,0,1,7,PHO,@,W (+4)
58,3,3,0.6,5,6,24-019,0,2,04/03/2005,5,0.556,9,2,1,2,57,1,15.1,ridnolu01,31:00:00,0,DET,1,15,57,0,0,2,SEA,0,W (+8)
26,4,3,0.6,5,3,38-006,1,3,22/12/2004,6,0.6,10,0,0,0,26,1,11.7,robincl02,33:00:00,0,MEM,6,15,26,2,2,3,GSW,0,W (+10)
28,-6,3,0.6,5,5,38-011,1,3,27/12/2004,5,0.417,12,1,0.5,2,28,1,12.8,robincl02,32:00:00,1,DEN,3,14,28,1,0,4,GSW,0,W (+3)
44,-1,3,0.6,5,1,38-062,0,6,16/02/2005,3,0.333,9,0,0,0,43,0,5.5,robincl02,23:00,1,SAC,4,9,43,0,0,7,NJN,0,W (+11)
26,-2,3,0.6,5,2,33-236,0,8,11/02/2005,8,0.615,13,1,0.5,2,26,1,8.6,rogerro01,40:00:00,1,GSW,4,20,26,0,8,9,NOH,0,W (+3)
19,16,3,0.6,5,0,24-052,0,1,21/12/2004,10,0.526,19,0,0,2,20,0,13.3,rushka01,27:00:00,1,NJN,4,23,20,1,0,2,CHA,0,L (-3)
30,-17,3,0.6,5,2,24-077,0,2,15/01/2005,6,0.545,11,0,0,0,30,1,9.6,rushka01,25:00:00,1,ATL,2,15,30,1,3,3,CHA,@,L (-8)
38,-13,3,0.6,5,2,24-092,0,1,30/01/2005,5,0.313,16,0,0,0,38,1,5.7,rushka01,30:00:00,0,LAL,2,13,38,1,0,1,CHA,@,L (-11)
67,-12,3,0.6,5,2,24-289,0,1,18/03/2005,4,0.364,11,4,0.667,6,65,1,8.6,simmobo01,26:00:00,2,DEN,4,15,65,1,2,3,LAC,@,L (-19)
22,-12,3,0.6,5,4,19-111,0,2,29/12/2004,10,0.667,15,0,0,0,22,1,18.2,smithjr01,38:00:00,1,PHO,1,23,22,0,2,3,NOH,0,L (-11)
37,-6,3,0.6,5,2,19-142,0,3,29/01/2005,5,0.556,9,0,0,0,37,1,11.3,smithjr01,29:00:00,1,SAS,1,13,37,0,0,4,NOH,@,L (-10)
54,6,3,0.6,5,2,30-160,0,0,14/04/2005,7,0.467,15,1,1,1,53,0,10.7,stackje01,23:00,0,POR,0,18,53,1,2,0,DAL,@,W (+12)
28,12,6,0.6,10,1,27-207,1,7,02/01/2005,10,0.5,20,2,1,2,28,1,19.4,stojape01,39:00:00,1,SAS,2,28,28,1,3,8,SAC,0,W (+5)
23,-3,3,0.6,5,1,31-106,0,2,18/12/2004,4,0.444,9,3,1,3,23,0,9.8,stoudda01,20:00,0,DET,2,14,23,0,0,2,POR,@,W (+1)
32,-5,3,0.6,5,1,31-128,0,2,09/01/2005,7,0.636,11,1,0.5,2,32,0,12.8,stoudda01,21:00,0,NYK,3,18,32,2,2,2,POR,@,L (-8)
74,-6,3,0.6,5,1,31-214,0,2,05/04/2005,4,0.444,9,0,0,0,72,1,7.9,stoudda01,24:00:00,1,UTA,1,11,72,0,0,3,POR,@,L (-11)
61,6,3,0.6,5,6,32-024,0,2,18/04/2005,6,0.462,13,0,0,0,60,1,11.7,surabo01,24:00:00,0,LAC,1,15,60,0,1,2,HOU,0,W (+25)
54,-7,3,0.6,5,3,28-017,0,3,15/03/2005,8,0.5,16,1,0.5,2,53,1,13.4,thomati01,37:00:00,2,MIA,4,20,53,0,1,5,NYK,0,L (-2)
