,+/-,3P,3P%,3PA,AST,Age,BLK,DRB,Date,FG,FG%,FGA,FT,FT%,FTA,G,GS,GmSc,Id,MP,ORB,Opp,PF,PTS,Rk,STL,TOV,TRB,Tm,Unnamed: 5,Unnamed: 7
9,4,0,0,0,0,21-248,0,0,01/02/2003,2,0.5,4,0,0,0,10,0,1.6,fordal02,6:00,0,GSW,1,4,10,0,0,0,PHO,0,W (+9)
10,-2,0,0,0,0,21-266,0,0,19/02/2003,0,0,0,0,0,0,11,0,0,fordal02,2:00,0,HOU,0,0,11,0,0,0,PHO,0,L (-18)
0,-7,0,0,0,1,21-225,0,0,03/11/2002,0,0,3,0,0,0,1,0,-0.4,fortejo01,4:00,0,UTA,0,0,1,1,0,0,SEA,0,W (+14)
1,-4,0,0,0,0,21-237,0,0,15/11/2002,1,0.5,2,0,0,0,2,0,1,fortejo01,3:00,0,SAC,0,2,2,0,0,0,SEA,0,W (+14)
2,1,0,0,0,0,21-241,0,1,19/11/2002,0,0,1,0,0,0,3,0,-0.4,fortejo01,2:00,0,ORL,0,0,3,0,0,1,SEA,0,L (-17)
3,3,0,0,0,0,21-259,0,1,07/12/2002,1,0.5,2,0,0,0,4,0,1.3,fortejo01,3:00,0,MIA,0,2,4,0,0,1,SEA,0,W (+29)
4,3,0,0,0,0,21-266,0,0,14/12/2002,0,0,0,0,0,0,5,0,-1,fortejo01,3:00,0,DET,0,0,5,0,1,0,SEA,@,L (-13)
5,-3,0,0,0,1,21-286,0,1,03/01/2003,1,0.333,3,1,0.5,2,6,0,1.2,fortejo01,10:00,1,DEN,1,3,6,0,1,2,SEA,0,L (-12)
6,0,0,0,0,0,21-290,0,1,07/01/2003,2,1,2,0,0,0,7,0,3.3,fortejo01,4:00,0,LAL,1,4,7,0,0,1,SEA,@,L (-21)
7,4,0,0,0,0,21-295,0,0,12/01/2003,0,0,0,0,0,0,8,0,0,fortejo01,3:00,0,CLE,0,0,8,0,0,0,SEA,0,L (-8)
8,-6,0,0,1,0,21-319,0,0,05/02/2003,0,0,3,0,0,0,9,0,-3.1,fortejo01,5:00,0,BOS,0,0,9,0,1,0,SEA,@,L (-40)
9,-1,0,0,1,4,21-328,0,1,14/02/2003,0,0,4,0,0,0,10,0,0.6,fortejo01,5:00,1,SAC,1,0,10,1,1,2,SEA,@,L (-29)
10,14,0,0,1,1,21-335,0,2,21/02/2003,2,0.286,7,3,0.75,4,11,0,2.7,fortejo01,24:00:00,1,MIL,2,7,11,2,3,3,SEA,0,W (+30)
11,0,0,0,0,0,21-338,0,0,24/02/2003,0,0,0,0,0,0,12,0,0,fortejo01,1:00,0,DET,0,0,12,0,0,0,SEA,0,W (+7)
12,-1,0,0,0,1,21-340,0,0,26/02/2003,0,0,1,0,0,0,13,0,-1.4,fortejo01,4:00,0,ATL,1,0,13,0,1,0,SEA,0,W (+17)
13,-2,0,0,0,0,21-342,0,0,28/02/2003,0,0,0,0,0,0,14,0,-1,fortejo01,1:00,0,LAL,0,0,14,0,1,0,SEA,0,W (+17)
14,-2,0,0,0,0,21-355,0,0,13/03/2003,0,0,0,0,0,0,15,0,0,fortejo01,1:00,0,DAL,0,0,15,0,0,0,SEA,0,W (+7)
15,-5,0,0,0,1,22-016,0,0,08/04/2003,3,0.6,5,0,0,0,16,0,5.1,fortejo01,8:00,1,SAC,0,6,16,0,0,1,SEA,@,L (-22)
16,-8,0,0,0,2,22-024,0,0,16/04/2003,0,0,2,0,0,0,17,0,-1,fortejo01,5:00,0,PHO,0,0,17,0,1,0,SEA,0,W (+14)
0,0,0,0,0,3,26-226,0,1,08/11/2002,2,0.667,3,4,1,4,1,0,10.8,fortsda01,21:00,3,NOH,1,8,1,0,0,4,GSW,@,L (-6)
1,-2,0,0,0,3,26-227,0,4,09/11/2002,0,0,1,0,0,0,2,0,1.1,fortsda01,24:00:00,1,HOU,3,0,2,0,1,5,GSW,@,L (-7)
2,2,0,0,0,0,26-229,0,2,11/11/2002,0,0,3,0,0,0,3,0,-2.2,fortsda01,11:00,1,MEM,1,0,3,0,1,3,GSW,@,W (+7)
3,-5,0,0,0,1,26-233,0,4,15/11/2002,2,0.4,5,0,0,0,4,0,3.1,fortsda01,17:00,3,LAL,3,4,4,0,1,7,GSW,@,L (-7)
4,1,0,0,0,0,26-234,0,2,16/11/2002,0,0,1,1,0.5,2,5,0,0.4,fortsda01,4:00,1,ORL,2,1,5,1,1,3,GSW,0,W (+43)
5,8,0,0,0,1,26-238,0,4,20/11/2002,1,0.333,3,0,0,0,6,0,-0.3,fortsda01,11:00,1,CHI,3,2,6,1,3,5,GSW,0,W (+6)
6,-5,0,0,0,0,26-240,0,3,22/11/2002,0,0,2,1,0.5,2,7,0,0.8,fortsda01,5:00,1,MIL,0,1,7,0,0,4,GSW,0,L (-4)
7,-3,0,0,0,0,26-245,0,2,27/11/2002,1,1,1,1,0.5,2,8,0,2.5,fortsda01,7:00,2,HOU,2,3,8,0,1,4,GSW,0,L (-7)
8,-6,0,0,0,1,26-247,0,2,29/11/2002,0,0,0,3,0.75,4,9,0,5.8,fortsda01,14:00,1,DEN,2,3,9,2,0,3,GSW,@,W (+10)
9,-7,0,0,0,0,26-248,0,0,30/11/2002,0,0,0,0,0,0,10,0,-0.8,fortsda01,4:00,0,PHO,2,0,10,0,0,0,GSW,0,W (+10)
10,4,0,0,0,0,26-255,0,0,07/12/2002,0,0,0,0,0,0,11,0,-0.8,fortsda01,5:00,0,DAL,2,0,11,0,0,0,GSW,0,L (-5)
11,2,0,0,0,1,26-258,0,6,10/12/2002,5,0.833,6,0,0,0,12,0,10.8,fortsda01,22:00,5,LAL,5,10,12,0,1,11,GSW,0,W (+4)
12,-7,0,0,0,0,26-261,0,4,13/12/2002,4,0.571,7,3,0.5,6,13,0,8.5,fortsda01,21:00,4,ORL,5,11,13,2,2,8,GSW,@,L (-26)
13,-2,0,0,0,1,26-262,0,2,14/12/2002,0,0,1,0,0,0,14,0,0.2,fortsda01,9:00,0,MIA,1,0,14,1,1,2,GSW,@,L (-9)
14,-3,0,0,0,0,26-270,0,3,22/12/2002,1,0.125,8,2,0.5,4,15,0,-2,fortsda01,18:00,3,SAC,5,4,15,1,2,6,GSW,@,L (-15)
15,2,0,0,0,0,26-287,0,3,08/01/2003,1,0.333,3,2,0.667,3,16,0,2.7,fortsda01,7:00,1,MIN,2,4,16,0,0,4,GSW,@,L (-7)
16,-12,0,0,1,1,26-329,0,3,19/02/2003,3,0.3,10,2,1,2,17,0,2.9,fortsda01,23:00,1,POR,4,8,17,1,1,4,GSW,@,L (-27)
0,-11,0,0,0,1,34-037,1,1,09/11/2002,2,0.222,9,6,1,6,1,0,6.4,fostegr01,27:00:00,4,IND,4,10,1,0,1,5,TOR,@,L (-24)
1,17,0,0,0,0,34-040,0,6,12/11/2002,2,0.667,3,0,0,0,2,0,2.3,fostegr01,25:00:00,2,ORL,4,4,2,0,2,8,TOR,@,W (+6)
2,-9,0,0,0,0,34-043,0,1,15/11/2002,1,0.333,3,2,1,2,3,0,0.5,fostegr01,11:00,1,DEN,2,4,3,0,2,2,TOR,0,W (+5)
3,-8,0,0,0,0,34-045,0,2,17/11/2002,2,0.5,4,0,0,0,4,0,-0.2,fostegr01,10:00,0,UTA,2,4,4,0,2,2,TOR,0,L (-4)
5,-13,0,0,0,1,34-048,0,1,20/11/2002,0,0,3,0,0,0,6,0,-2,fostegr01,13:00,1,IND,4,0,6,0,0,2,TOR,0,L (-2)
6,4,0,0,0,0,34-050,0,1,22/11/2002,0,0,0,0,0,0,7,0,-0.1,fostegr01,5:00,0,PHI,1,0,7,0,0,1,TOR,@,L (-10)
7,-9,0,0,0,0,34-052,0,0,24/11/2002,0,0,0,0,0,0,8,0,0,fostegr01,3:00,0,PHI,0,0,8,0,0,0,TOR,0,L (-10)
8,-6,0,0,0,1,34-055,1,7,27/11/2002,2,0.286,7,0,0,1,9,1,1.2,fostegr01,29:00:00,2,NYK,3,4,9,0,2,9,TOR,0,L (-6)
9,11,0,0,0,1,34-057,1,7,29/11/2002,2,0.4,5,2,1,2,10,1,5.2,fostegr01,33:00:00,2,BOS,5,6,10,0,1,9,TOR,@,W (+3)
10,4,0,0,0,1,34-059,0,3,01/12/2002,2,0.5,4,0,0,0,11,1,3.4,fostegr01,20:00,2,MEM,4,4,11,0,0,5,TOR,@,W (+5)
11,-3,0,0,0,0,34-060,1,5,02/12/2002,1,0.2,5,2,1,2,12,1,1.9,fostegr01,32:00:00,2,DAL,4,4,12,0,1,7,TOR,@,L (-11)
12,-13,0,0,1,0,34-062,0,6,04/12/2002,3,0.375,8,0,0,0,13,1,0.8,fostegr01,30:00:00,0,NOH,4,6,13,0,1,6,TOR,@,L (-15)
13,5,0,0,0,0,34-064,0,4,06/12/2002,1,0.2,5,0,0,0,14,1,-2,fostegr01,21:00,1,CHI,2,2,14,0,2,5,TOR,0,W (+14)
14,-6,0,0,0,0,34-066,0,4,08/12/2002,2,0.333,6,0,0,0,15,1,1.1,fostegr01,28:00:00,1,POR,1,4,15,0,1,5,TOR,0,L (-13)
15,-5,0,0,0,0,34-069,2,2,11/12/2002,1,0.25,4,4,0.667,6,16,1,3.9,fostegr01,24:00:00,1,CLE,4,6,16,0,0,3,TOR,@,L (-13)
16,-15,0,0,0,2,34-071,0,2,13/12/2002,3,0.429,7,0,0,0,17,1,2.5,fostegr01,21:00,0,SEA,2,6,17,0,1,2,TOR,0,L (-12)
17,-9,0,0,0,1,34-073,0,3,15/12/2002,2,0.5,4,0,0,0,18,0,2.8,fostegr01,15:00,0,WAS,2,4,18,0,0,3,TOR,0,L (-13)
18,-11,0,0,0,0,34-076,0,2,18/12/2002,0,0,1,0,0,0,19,0,-1.7,fostegr01,8:00,2,CHI,0,0,19,0,3,4,TOR,@,L (-13)
19,-11,0,0,0,1,34-078,0,1,20/12/2002,0,0,0,0,0,0,20,0,-1.6,fostegr01,15:00,0,MIA,4,0,20,0,1,1,TOR,0,L (-20)
21,4,0,0,0,0,34-080,0,4,22/12/2002,3,0.375,8,2,0.5,4,21,0,1.7,fostegr01,26:00:00,3,LAL,6,8,21,0,2,7,TOR,0,L (-2)
22,4,0,0,0,1,34-084,0,3,26/12/2002,2,0.5,4,0,0,0,22,0,3.5,fostegr01,24:00:00,1,SEA,2,4,22,0,0,4,TOR,@,L (-9)
23,5,0,0,1,1,34-085,2,1,27/12/2002,2,0.333,6,2,1,2,23,0,4.4,fostegr01,23:00,2,GSW,5,6,23,1,1,3,TOR,@,L (-5)
24,-1,0,0,0,0,34-087,0,0,29/12/2002,1,0.5,2,1,0.5,2,24,0,-1,fostegr01,11:00,0,LAL,4,3,24,0,1,0,TOR,@,L (-16)
25,-11,0,0,1,0,34-088,1,1,30/12/2002,2,0.5,4,0,0,0,25,0,3.2,fostegr01,17:00,2,UTA,3,4,25,0,0,3,TOR,@,L (-22)
26,-8,0,0,0,0,34-090,0,0,01/01/2003,4,0.571,7,2,1,2,26,0,6.3,fostegr01,13:00,0,NYK,1,10,26,0,0,0,TOR,@,L (-20)
27,-1,0,0,0,0,34-092,0,1,03/01/2003,0,0,2,0,0,0,27,0,-2.4,fostegr01,5:00,1,CLE,0,0,27,0,2,2,TOR,0,L (-1)
28,-8,0,0,0,0,34-094,0,4,05/01/2003,3,0.6,5,1,1,1,28,0,3.3,fostegr01,24:00:00,0,NOH,4,7,28,0,1,4,TOR,0,L (-15)
29,-2,0,0,0,1,34-095,0,0,06/01/2003,0,0,0,0,0,0,29,0,0.3,fostegr01,4:00,0,DET,1,0,29,0,0,0,TOR,@,L (-8)
0,2,0,0,0,0,25-287,1,3,30/10/2002,0,0,4,0,0,0,1,0,-0.3,fosteje01,12:00,3,HOU,3,0,1,1,1,6,IND,0,W (+9)
1,2,0,0,0,0,25-289,0,2,01/11/2002,2,0.5,4,0,0,0,2,0,-1,fosteje01,21:00,0,NJN,4,4,2,0,2,2,IND,@,L (-11)
2,-1,0,0,0,0,25-290,1,0,02/11/2002,0,0,2,0,0,0,3,0,-0.9,fosteje01,10:00,2,MIN,4,0,3,1,1,2,IND,0,W (+7)
3,-10,0,0,0,0,25-293,1,1,05/11/2002,0,0,2,0,0,0,4,0,0.3,fosteje01,9:00,1,MIA,0,0,4,0,0,2,IND,@,W (+4)
4,-12,0,0,0,1,25-296,0,4,08/11/2002,4,0.8,5,0,0,0,5,0,4.6,fosteje01,16:00,0,NYK,1,8,5,0,3,4,IND,0,W (+13)
5,-7,0,0,0,0,25-297,1,5,09/11/2002,0,0,3,0,0,2,6,0,-0.4,fosteje01,12:00,1,TOR,1,0,6,0,0,6,IND,0,W (+24)
6,-3,0,0,0,1,25-300,0,5,12/11/2002,0,0,2,0,0,0,7,0,-1,fosteje01,16:00,2,CLE,3,0,7,0,2,7,IND,0,W (+20)
7,-7,0,0,0,1,25-303,1,2,15/11/2002,1,0.333,3,0,0,0,8,0,0.9,fosteje01,8:00,0,MIL,1,2,8,0,1,2,IND,0,W (+3)
8,5,0,0,0,2,25-304,1,2,16/11/2002,0,0,0,0,0,0,9,0,2.7,fosteje01,8:00,0,MIN,0,0,9,0,0,2,IND,@,W (+6)
9,8,0,0,0,1,25-308,0,2,20/11/2002,2,0.5,4,1,1,1,10,0,6.7,fosteje01,11:00,4,TOR,1,5,10,0,0,6,IND,@,W (+2)
10,5,0,0,0,2,25-310,1,5,22/11/2002,3,0.75,4,1,0.333,3,11,0,10.2,fosteje01,14:00,4,ORL,2,7,11,0,0,9,IND,0,W (+36)
11,2,0,0,0,0,25-311,0,0,23/11/2002,0,0,1,0,0,0,12,0,-1,fosteje01,5:00,1,DET,0,0,12,0,1,1,IND,0,L (-15)
12,0,0,0,0,1,25-314,0,4,26/11/2002,1,0.25,4,0,0,0,13,0,3.5,fosteje01,17:00,0,WAS,0,2,13,2,0,4,IND,@,W (+4)
13,3,0,0,0,0,25-316,1,3,28/11/2002,0,0,1,0,0,0,14,0,0.6,fosteje01,5:00,1,DAL,0,0,14,0,1,4,IND,0,W (+12)
14,-8,0,0,0,0,25-317,0,2,29/11/2002,0,0,1,0,0,0,15,0,-0.5,fosteje01,4:00,0,WAS,1,0,15,1,1,2,IND,0,W (+16)
15,-6,0,0,0,1,25-319,0,3,01/12/2002,2,0.4,5,0,0,1,16,0,3,fosteje01,13:00,1,LAC,3,4,16,1,0,4,IND,@,W (+5)
16,-1,0,0,0,1,25-320,0,1,02/12/2002,3,0.429,7,0,0,0,17,0,3.7,fosteje01,7:00,4,UTA,1,6,17,0,2,5,IND,@,L (-11)
17,0,0,0,1,0,25-322,0,1,04/12/2002,2,0.667,3,0,0,0,18,0,4.7,fosteje01,12:00,3,SEA,1,4,18,1,1,4,IND,@,W (+3)
18,-3,0,0,0,0,25-324,0,1,06/12/2002,0,0,1,0,0,0,19,0,-0.4,fosteje01,7:00,0,PHO,0,0,19,0,0,1,IND,@,L (-6)
19,-8,0,0,0,0,25-325,1,0,07/12/2002,0,0,0,0,0,2,20,0,-0.9,fosteje01,4:00,0,DEN,2,0,20,0,0,0,IND,@,L (-11)
21,23,0,0,0,2,25-331,0,9,13/12/2002,1,0.333,3,2,0.5,4,21,0,8.5,fosteje01,31:00:00,3,DEN,3,4,21,2,0,12,IND,0,W (+22)
22,-1,0,0,0,0,25-333,0,0,15/12/2002,0,0,0,0,0,0,22,0,-0.4,fosteje01,3:00,0,PHI,1,0,22,0,0,0,IND,0,W (+10)
23,2,0,0,0,0,25-335,0,4,17/12/2002,0,0,1,2,1,2,23,0,0.8,fosteje01,7:00,1,DAL,1,2,23,0,2,5,IND,@,L (-21)
24,2,0,0,0,0,25-336,0,0,18/12/2002,0,0,0,0,0,0,24,0,-0.4,fosteje01,5:00,0,HOU,1,0,24,0,0,0,IND,@,L (-12)
25,14,0,0,0,3,25-338,1,5,20/12/2002,0,0,5,0,0,0,25,0,0.1,fosteje01,16:00,1,CHI,1,0,25,0,1,6,IND,0,W (+15)
26,-7,0,0,0,0,25-339,1,0,21/12/2002,1,0.5,2,0,0,0,26,1,0.5,fosteje01,16:00,0,CHI,3,2,26,0,0,0,IND,@,L (-7)
27,0,0,0,0,2,25-341,0,5,23/12/2002,0,0,0,4,0.667,6,27,0,5.9,fosteje01,18:00,2,ATL,4,4,27,1,1,7,IND,0,W (+15)
28,3,0,0,0,3,25-345,0,8,27/12/2002,1,0.5,2,3,0.75,4,28,0,10.2,fosteje01,13:00,3,CLE,0,5,28,0,0,11,IND,@,W (+24)
29,-1,0,0,0,0,25-346,0,1,28/12/2002,0,0,0,0,0,0,29,0,0.3,fosteje01,3:00,0,NOH,0,0,29,0,0,1,IND,0,W (+7)
30,-1,0,0,0,1,25-349,0,0,31/12/2002,0,0,0,0,0,0,30,0,1.4,fosteje01,6:00,1,NOH,0,0,30,0,0,1,IND,@,W (+3)
31,6,0,0,0,0,25-352,0,3,03/01/2003,0,0,0,0,0,0,31,0,0.5,fosteje01,6:00,0,NYK,1,0,31,0,0,3,IND,@,L (-2)
32,5,0,0,0,0,25-353,0,1,04/01/2003,1,0.5,2,0,0,1,32,0,1.6,fosteje01,6:00,1,WAS,0,2,32,0,0,2,IND,@,L (-3)
33,-4,0,0,0,0,25-355,0,2,06/01/2003,3,1,3,0,0,2,33,0,4.9,fosteje01,8:00,0,PHI,0,6,33,1,1,2,IND,@,W (+1)
34,-1,0,0,0,0,25-357,1,1,08/01/2003,0,0,1,0,0,0,34,0,0.3,fosteje01,5:00,0,NYK,0,0,34,1,1,1,IND,0,W (+2)
35,-6,0,0,0,0,25-360,0,2,11/01/2003,1,0.333,3,0,0,0,35,0,0.5,fosteje01,8:00,0,GSW,1,2,35,1,1,2,IND,0,W (+12)
36,1,0,0,0,1,25-364,1,3,15/01/2003,3,0.5,6,1,0.5,2,36,0,6.9,fosteje01,12:00,2,MIA,1,7,36,0,0,5,IND,0,W (+23)
37,-4,0,0,0,0,26-001,0,0,17/01/2003,1,0.5,2,0,0,0,37,0,1.7,fosteje01,3:00,1,BOS,0,2,37,0,0,1,IND,@,L (-5)
38,2,0,0,0,0,26-004,0,4,20/01/2003,2,0.667,3,0,0,0,38,0,3.5,fosteje01,10:00,2,DET,2,4,38,0,1,6,IND,@,L (-10)
39,3,0,0,0,2,26-006,0,0,22/01/2003,0,0,3,0,0,0,39,0,-0.4,fosteje01,7:00,1,TOR,1,0,39,0,0,1,IND,0,W (+3)
40,2,0,0,0,3,26-008,1,0,24/01/2003,0,0,3,0,0,0,40,0,3.5,fosteje01,12:00,4,SEA,0,0,40,0,0,4,IND,0,W (+13)
42,2,0,0,0,2,26-010,0,3,26/01/2003,0,0,2,0,0,0,41,0,2.9,fosteje01,8:00,2,LAC,1,0,41,1,0,5,IND,0,W (+7)
43,-1,0,0,0,0,26-011,0,0,27/01/2003,1,1,1,0,0,0,42,0,3.3,fosteje01,7:00,0,MIA,1,2,42,2,0,0,IND,@,W (+7)
44,-10,0,0,0,1,26-013,0,1,29/01/2003,0,0,1,0,0,0,43,0,-1.1,fosteje01,5:00,0,SAS,1,0,43,0,1,1,IND,0,L (-9)
45,-3,0,0,0,0,26-015,0,1,31/01/2003,1,0.333,3,1,1,1,44,0,3.7,fosteje01,11:00,3,TOR,0,3,44,1,1,4,IND,@,L (-12)
46,11,0,0,0,1,26-016,1,0,01/02/2003,0,0,0,0,0,0,45,0,0.2,fosteje01,9:00,0,BOS,3,0,45,0,0,0,IND,0,W (+9)
47,-4,0,0,0,1,26-019,1,4,04/02/2003,1,0.5,2,0,0,0,46,0,6.2,fosteje01,12:00,4,LAL,3,2,46,1,0,8,IND,0,L (-3)
48,-4,0,0,0,0,26-026,0,0,11/02/2003,0,0,3,0,0,0,47,0,-1.5,fosteje01,4:00,2,CLE,2,0,47,0,0,2,IND,0,W (+11)
49,-1,0,0,0,0,26-027,0,1,12/02/2003,0,0,1,0,0,0,48,0,1.2,fosteje01,3:00,0,NOH,1,0,48,2,0,1,IND,@,W (+11)
50,4,0,0,0,1,26-029,0,3,14/02/2003,0,0,2,0,0,0,49,0,0.7,fosteje01,9:00,1,ATL,3,0,49,1,0,4,IND,0,W (+1)
51,2,0,0,0,1,26-031,0,0,16/02/2003,0,0,0,3,0.5,6,50,0,3.1,fosteje01,10:00,2,ATL,2,3,50,0,0,2,IND,@,L (-13)
52,-2,0,0,0,0,26-033,0,0,18/02/2003,0,0,0,0,0,0,51,0,0,fosteje01,1:00,0,MEM,0,0,51,0,0,0,IND,@,L (-5)
53,-1,0,0,1,0,26-035,0,1,20/02/2003,0,0,1,0,0,0,52,0,-0.4,fosteje01,5:00,0,NJN,0,0,52,0,0,1,IND,@,L (-7)
54,9,0,0,0,0,26-037,0,2,22/02/2003,2,0.333,6,4,0.8,5,53,0,7.7,fosteje01,25:00:00,5,SAS,4,8,53,1,0,7,IND,@,L (-9)
55,-2,0,0,0,0,26-040,0,1,25/02/2003,1,1,1,1,0.5,2,54,0,3.6,fosteje01,6:00,2,WAS,1,3,54,0,0,3,IND,0,L (-5)
56,-3,0,0,0,0,26-041,0,4,26/02/2003,0,0,1,0,0,0,55,0,-0.9,fosteje01,11:00,0,BOS,1,0,55,0,1,4,IND,@,L (-2)
57,0,0,0,0,0,26-043,0,0,28/02/2003,1,0.333,3,0,0,0,56,0,2.4,fosteje01,12:00,3,MIL,0,2,56,0,0,3,IND,0,W (+9)
58,0,0,0,0,0,26-047,0,0,04/03/2003,0,0,1,0,0,0,57,0,-1.5,fosteje01,5:00,0,GSW,2,0,57,0,0,0,IND,@,L (-7)
59,-13,0,0,0,1,26-048,0,0,05/03/2003,3,0.6,5,0,0,0,58,0,4.5,fosteje01,11:00,3,LAL,5,6,58,0,0,3,IND,@,L (-2)
60,-2,0,0,0,1,26-051,0,2,08/03/2003,1,0.5,2,0,0,0,59,0,3.6,fosteje01,14:00,1,POR,1,2,59,1,0,3,IND,@,L (-14)
61,-19,0,0,0,0,26-052,1,5,09/03/2003,4,0.571,7,4,1,4,60,0,13.5,fosteje01,25:00:00,6,SAC,4,12,60,0,0,11,IND,@,L (-19)
63,-3,0,0,0,0,26-054,1,0,11/03/2003,0,0,1,0,0,0,61,0,-1.4,fosteje01,11:00,2,NOH,2,0,61,0,2,2,IND,0,L (-10)
64,-1,0,0,0,0,26-055,0,4,12/03/2003,1,0.5,2,2,0.5,4,62,0,4.7,fosteje01,18:00,1,PHI,1,4,62,1,0,5,IND,@,L (-3)
65,3,0,0,0,3,26-057,0,1,14/03/2003,1,0.2,5,0,0,0,63,0,1.2,fosteje01,22:00,3,UTA,3,2,63,0,1,4,IND,0,W (+20)
66,1,0,0,0,1,26-060,0,0,17/03/2003,2,0.4,5,0,0,0,64,0,3,fosteje01,10:00,2,POR,1,4,64,0,0,2,IND,0,L (-7)
67,10,0,0,0,0,26-062,0,3,19/03/2003,1,0.5,2,0,0,0,65,0,2.2,fosteje01,7:00,1,BOS,1,2,65,0,0,4,IND,0,W (+30)
68,-5,0,0,0,1,26-064,0,1,21/03/2003,4,0.8,5,1,1,1,66,0,9.4,fosteje01,17:00,3,MEM,2,9,66,0,0,4,IND,0,W (+9)
69,6,0,0,0,3,26-065,0,1,22/03/2003,1,0.5,2,0,0,0,67,1,6.5,fosteje01,12:00,3,ATL,0,2,67,1,0,4,IND,@,L (-3)
70,-13,0,0,0,1,26-069,0,4,26/03/2003,0,0,2,1,0.5,2,68,0,0.8,fosteje01,15:00,3,PHI,1,1,68,0,2,7,IND,0,L (-6)
71,28,0,0,0,0,26-071,0,7,28/03/2003,1,0.333,3,0,0,2,69,0,4.3,fosteje01,18:00,3,CHI,1,2,69,1,0,10,IND,0,W (+51)
72,-4,0,0,0,0,26-073,0,1,30/03/2003,0,0,1,0,0,0,70,0,-0.4,fosteje01,4:00,0,PHO,0,0,70,0,0,1,IND,0,W (+11)
73,-3,0,0,0,0,26-075,0,0,01/04/2003,0,0,1,0,0,0,71,0,-1.1,fosteje01,2:00,0,SAC,1,0,71,0,0,0,IND,0,L (-5)
74,-6,0,0,0,2,26-076,2,1,02/04/2003,1,0.5,2,3,0.5,6,72,0,7.5,fosteje01,23:00,4,CLE,3,5,72,0,0,5,IND,@,W (+21)
75,0,0,0,0,0,26-078,0,0,04/04/2003,0,0,0,0,0,0,73,0,0,fosteje01,1:00,0,DET,0,0,73,0,0,0,IND,@,W (+6)
76,-7,0,0,0,1,26-080,1,4,06/04/2003,0,0,4,0,0,0,74,0,2.2,fosteje01,10:00,4,MIA,1,0,74,0,0,8,IND,0,W (+21)
77,3,0,0,0,2,26-087,0,6,13/04/2003,3,0.75,4,0,0,0,75,0,8.9,fosteje01,21:00,1,MIL,1,6,75,1,0,7,IND,@,L (-9)
78,1,0,0,0,0,26-089,0,3,15/04/2003,0,0,1,0,0,0,76,0,1.2,fosteje01,12:00,2,NYK,1,0,76,1,1,5,IND,@,W (+16)
79,3,0,0,0,0,26-090,0,3,16/04/2003,0,0,1,0,0,0,77,0,0.9,fosteje01,11:00,3,NJN,1,0,77,0,1,6,IND,0,W (+7)
0,-5,0,0,0,0,26-217,0,0,14/11/2002,0,0,0,0,0,0,1,0,0,fowlktr01,2:00,0,ORL,0,0,1,0,0,0,LAC,0,L (-21)
1,3,0,0,0,2,26-218,0,1,15/11/2002,1,0.5,2,0,0,2,2,0,1.8,fowlktr01,12:00,1,POR,2,2,2,0,0,2,LAC,@,L (-24)
2,5,0,0,0,0,26-221,0,1,18/11/2002,2,1,2,0,0,0,3,0,2.1,fowlktr01,12:00,0,GSW,4,4,3,1,1,1,LAC,@,W (+10)
3,11,0,0,0,0,26-223,0,1,20/11/2002,0,0,0,0,0,0,4,0,1.3,fowlktr01,7:00,2,SAC,1,0,4,0,0,3,LAC,0,L (-4)
4,2,0,0,0,1,26-234,0,1,01/12/2002,0,0,0,2,1,2,5,0,3.3,fowlktr01,6:00,1,IND,1,2,5,0,0,2,LAC,0,L (-5)
6,5,0,0,0,0,26-242,0,6,09/12/2002,2,0.333,6,2,1,2,7,1,5.5,fowlktr01,30:00:00,1,NOH,4,6,7,4,2,7,LAC,@,W (+4)
7,-9,0,0,0,0,26-243,0,2,10/12/2002,2,0.4,5,0,0,0,8,1,1.7,fowlktr01,13:00,2,DAL,4,4,8,0,0,4,LAC,@,L (-27)
8,-8,0,0,0,0,26-246,0,3,13/12/2002,3,0.6,5,0,0,0,9,1,3.4,fowlktr01,26:00:00,0,SAS,3,6,9,1,1,3,LAC,@,L (-13)
9,9,0,0,1,0,26-247,0,4,14/12/2002,2,0.333,6,0,0,0,10,1,4.1,fowlktr01,34:00:00,5,HOU,3,4,10,2,2,9,LAC,@,W (+11)
10,2,0,0,0,1,26-249,0,3,16/12/2002,3,0.75,4,2,1,2,11,1,5.9,fowlktr01,21:00,1,SAS,2,8,11,0,2,4,LAC,0,W (+12)
11,10,0,0,1,1,26-251,1,3,18/12/2002,4,0.667,6,0,0,0,12,1,9.7,fowlktr01,17:00,2,POR,1,8,12,1,0,5,LAC,0,L (-4)
13,12,0,0,1,2,26-254,0,3,21/12/2002,3,0.3,10,10,1,10,14,1,16.5,fowlktr01,46:00:00,6,DEN,3,16,14,1,0,9,LAC,0,W (+3)
14,-6,0,0,1,4,26-260,0,3,27/12/2002,3,0.429,7,3,0.75,4,15,1,7.9,fowlktr01,32:00:00,3,PHO,2,9,15,1,3,6,LAC,@,L (-13)
15,9,0,0,0,2,26-261,0,2,28/12/2002,2,0.5,4,3,0.75,4,16,0,6.9,fowlktr01,19:00,1,GSW,1,7,16,0,0,3,LAC,0,L (-7)
16,-2,0,0,0,0,26-264,0,1,31/12/2002,1,0.25,4,0,0,2,17,0,-2.7,fowlktr01,8:00,0,PHI,2,2,17,0,1,1,LAC,0,L (-8)
