,+/-,3P,3P%,3PA,AST,Age,BLK,DRB,Date,FG,FG%,FGA,FT,FT%,FTA,G,GS,GmSc,Id,MP,ORB,Opp,PF,PTS,Rk,STL,TOV,TRB,Tm,Unnamed: 5,Unnamed: 7
72,-3,4,0.667,6,1,27-275,1,4,24/03/2015,5,0.625,8,3,0.75,4,69,1,16.2,greenda02,27:53:00,0,DAL,1,17,70,2,1,4,SAS,@,L (-7)
85,-3,0,0,0,2,27-297,0,1,15/04/2015,0,0,0,0,0,0,81,1,-0.5,greenda02,18:27,0,NOP,3,0,82,0,1,1,SAS,@,L (-5)
16,-3,0,0,5,6,24-273,0,6,02/12/2014,4,0.333,12,3,0.75,4,17,1,6.3,greendr01,33:36:00,1,ORL,3,11,17,1,4,7,GSW,0,W (+1)
31,-3,1,0.25,4,1,28-334,0,0,26/12/2014,3,0.375,8,0,0,0,31,0,1.4,greenge01,11:05,1,SAC,4,7,31,0,1,1,PHO,@,W (+9)
40,-3,1,0.25,4,3,28-350,0,1,11/01/2015,2,0.25,8,4,1,4,40,0,5.8,greenge01,19:57,0,MEM,2,9,40,1,1,1,PHO,@,L (-12)
50,-3,2,0.5,4,1,29-005,0,4,31/01/2015,3,0.429,7,0,0,0,48,0,5.4,greenge01,13:14,0,GSW,2,8,49,1,1,4,PHO,@,L (-19)
84,-3,2,0.667,3,2,29-076,0,4,12/04/2015,8,0.5,16,5,0.714,7,73,0,15,greenge01,25:41:00,0,SAS,2,23,81,0,1,4,PHO,@,L (-16)
3,-3,0,0,0,0,24-216,0,1,23/01/2015,0,0,0,0,0,0,4,0,-1.1,greenja01,2:56,0,LAL,1,0,4,0,1,1,SAS,0,W (+14)
21,-3,0,0,0,0,24-261,0,0,09/03/2015,0,0,0,1,0.5,2,10,0,1.3,greenja01,2:19,1,CHI,0,1,21,0,0,1,MEM,@,W (+10)
7,-3,1,0.167,6,1,28-078,0,2,14/11/2014,5,0.417,12,8,0.8,10,8,1,12.4,greenje02,35:58:00,1,CLE,1,19,8,1,2,3,BOS,0,L (-1)
21,-3,4,0.5,8,2,28-106,0,6,12/12/2014,9,0.45,20,6,0.857,7,21,1,17.6,greenje02,38:13:00,0,NYK,2,28,21,0,2,6,BOS,0,L (-6)
0,-3,0,0,0,0,33-092,0,1,28/10/2014,0,0,1,0,0,0,1,0,0.3,greenwi01,4:07,1,NOP,0,0,1,0,0,2,ORL,@,L (-17)
17,-3,0,0,1,3,25-343,0,2,05/12/2014,3,0.5,6,0,0,1,8,0,5.1,gutiejo01,15:35,0,ATL,3,6,18,1,0,2,BRK,0,L (-23)
17,-3,3,0.429,7,1,21-340,1,3,29/11/2014,5,0.385,13,2,1,2,11,0,11.5,hairspj02,26:58:00,1,ATL,1,15,18,1,0,4,CHO,@,L (-30)
34,-3,2,0.5,4,1,22-009,0,1,02/01/2015,3,0.5,6,0,0,0,23,0,6.1,hairspj02,16:56,1,CLE,4,8,34,1,0,2,CHO,0,L (-4)
78,-3,0,0,3,0,22-101,0,1,04/04/2015,3,0.3,10,0,0,0,41,0,2.5,hairspj02,16:50,2,PHI,1,6,76,1,0,3,CHO,0,W (+1)
13,-3,3,0.75,4,0,24-158,0,1,13/03/2015,4,0.571,7,0,0,0,7,0,8,hamiljo02,7:18,0,DAL,0,11,14,0,0,1,LAC,@,L (-30)
18,-3,0,0,1,2,24-172,0,0,27/03/2015,0,0,1,0,0,0,11,0,0.3,hamiljo02,11:20,0,PHI,1,0,19,0,0,0,LAC,@,W (+21)
52,-3,0,0,0,1,24-314,0,0,09/02/2015,0,0,0,2,1,2,23,0,3.7,hamilju01,1:59,0,NYK,0,2,51,1,0,0,MIA,0,W (+14)
78,-3,0,0,0,4,25-006,2,4,07/04/2015,2,0.5,4,0,0,0,36,1,9,hamilju01,25:26:00,0,SAC,1,4,76,3,1,4,MIN,@,L (-5)
1,-3,0,0,0,0,28-363,0,2,01/11/2014,1,0.333,3,0,0,1,2,0,0.3,hansbty01,18:56,4,ORL,5,2,2,0,1,6,TOR,@,W (+13)
17,-3,0,0,0,0,29-029,0,0,02/12/2014,0,0,0,0,0,0,13,0,2,hansbty01,8:30,2,SAC,1,0,18,1,0,2,TOR,@,W (+8)
82,-3,0,0,0,1,29-159,0,5,11/04/2015,0,0,2,2,0.5,4,72,1,4.3,hansbty01,29:53:00,5,MIA,3,2,80,0,0,10,TOR,@,W (+3)
40,-3,1,0.143,7,3,22-300,0,0,10/01/2015,6,0.462,13,2,1,2,39,1,9.2,hardati02,26:41:00,0,CHO,3,15,40,0,0,0,NYK,0,L (-28)
50,-3,2,0.667,3,2,22-324,0,2,03/02/2015,5,0.455,11,2,1,2,48,0,9.9,hardati02,22:59,0,BOS,1,14,49,0,0,2,NYK,0,L (-11)
51,-3,2,0.4,5,0,22-327,0,0,06/02/2015,2,0.286,7,0,0,0,49,0,1.5,hardati02,15:29,0,BRK,1,6,50,0,0,0,NYK,@,L (-4)
84,-3,3,0.333,9,5,23-028,1,2,13/04/2015,9,0.529,17,2,0.667,3,69,1,16.9,hardati02,35:45:00,0,ATL,3,23,81,0,1,2,NYK,@,W (+4)
12,-3,4,0.444,9,4,25-088,0,5,22/11/2014,8,0.444,18,12,0.923,13,13,1,25.4,hardeja01,37:06:00,3,DAL,3,32,13,2,4,8,HOU,0,W (+3)
79,-3,6,0.667,9,6,25-222,0,4,05/04/2015,12,0.545,22,11,0.846,13,76,1,34,hardeja01,38:04:00,2,OKC,6,41,77,3,3,6,HOU,@,W (+3)
28,-3,1,0.333,3,1,21-220,0,2,17/12/2014,1,0.333,3,0,0,0,15,0,2.2,harklma01,13:09,0,BOS,1,3,28,0,0,2,ORL,@,L (-17)
40,-3,0,0,1,0,21-244,0,1,10/01/2015,2,0.4,5,2,1,2,18,0,4.9,harklma01,19:29,1,POR,1,6,40,1,0,2,ORL,@,L (-11)
23,-3,1,0.333,3,2,31-285,0,2,09/12/2014,2,0.5,4,1,0.5,2,21,0,2.7,harride01,25:54:00,1,MEM,4,6,23,0,2,3,DAL,@,L (-9)
84,-3,0,0,0,1,32-045,0,0,13/04/2015,0,0,1,0,0,0,76,0,-1,harride01,5:02,0,UTA,0,0,81,0,1,0,DAL,@,L (-17)
13,-3,0,0,0,0,20-072,0,0,25/11/2014,0,0,0,0,0,0,3,0,0.6,harriga01,5:49,0,CHI,1,0,14,1,0,0,DEN,0,W (+5)
66,-3,0,0,2,0,20-176,0,2,09/03/2015,1,0.25,4,0,0,0,37,0,-2.6,harriga01,22:12,0,NYK,2,2,64,0,2,2,DEN,0,W (+28)
75,-3,0,0,0,1,20-194,0,0,27/03/2015,2,1,2,0,0,0,46,0,4.7,harriga01,4:34,0,UTA,1,4,73,1,0,0,DEN,0,W (+16)
78,-3,1,0.5,2,0,20-201,0,0,03/04/2015,3,0.5,6,1,1,1,49,0,3.6,harriga01,13:58,0,SAS,1,8,76,0,1,0,DEN,@,L (-30)
16,-3,0,0,0,0,23-089,0,1,04/12/2014,1,1,1,0,0,0,15,0,2,harrijo01,3:43,0,NYK,0,2,17,0,0,1,CLE,@,W (+3)
60,-3,0,0,1,0,23-173,0,0,26/02/2015,0,0,1,0,0,0,42,0,-0.7,harrijo01,0:39,0,GSW,0,0,59,0,0,0,CLE,0,W (+11)
67,-3,0,0,0,0,23-182,0,0,07/03/2015,0,0,0,0,0,0,45,0,-1,harrijo01,0:56,0,PHO,0,0,65,0,1,0,CLE,0,W (+10)
70,-3,0,0,0,0,23-190,0,0,15/03/2015,0,0,0,0,0,0,47,0,0,harrijo01,2:02,0,ORL,0,0,68,0,0,0,CLE,@,W (+15)
24,-3,1,0.5,2,0,22-148,0,5,10/12/2014,7,0.636,11,0,0,1,22,1,10.1,harrito02,35:36:00,1,WAS,2,15,24,1,2,6,ORL,0,L (-2)
37,-3,0,0,2,0,22-172,1,6,03/01/2015,8,0.533,15,2,0.667,3,35,1,14.7,harrito02,39:57:00,5,CHO,4,18,37,1,1,11,ORL,0,L (-8)
67,-3,1,0.25,4,0,22-238,0,4,10/03/2015,8,0.471,17,5,0.833,6,55,1,14.7,harrito02,29:41:00,2,IND,2,22,65,2,2,6,ORL,@,L (-32)
43,-3,0,0,0,0,34-226,0,2,21/01/2015,1,0.5,2,0,0,0,28,0,1.5,hasleud01,14:56,1,CHO,2,2,42,0,0,3,MIA,@,L (-2)
56,-3,0,0,0,0,34-259,0,5,23/02/2015,2,0.333,6,0,0,0,39,1,1.7,hasleud01,22:38,2,PHI,2,4,55,1,2,7,MIA,0,W (+11)
59,-3,0,0,0,1,34-264,0,5,28/02/2015,1,1,1,4,1,4,42,0,8.6,hasleud01,13:53,1,ATL,0,6,58,0,0,6,MIA,0,L (-2)
4,-3,0,0,2,3,26-191,0,4,05/11/2014,1,0.143,7,3,0.75,4,5,0,5.5,hawessp01,23:08,3,GSW,0,5,5,0,0,7,LAC,@,L (-17)
43,-3,1,0.333,3,2,26-266,2,4,19/01/2015,4,0.4,10,0,0,0,33,0,7.9,hawessp01,16:29,1,BOS,1,9,42,0,0,5,LAC,0,W (+9)
46,-3,0,0,0,1,26-273,0,2,26/01/2015,2,0.667,3,0,0,0,36,0,2.6,hawessp01,16:31,0,DEN,1,4,45,0,1,2,LAC,0,W (+4)
59,-3,1,0.2,5,1,26-303,1,7,25/02/2015,1,0.111,9,4,1,4,49,1,0.7,hawessp01,30:55:00,1,HOU,4,7,58,1,4,8,LAC,@,L (-5)
79,-3,0,0,3,0,26-341,1,2,04/04/2015,1,0.2,5,0,0,0,68,0,-0.2,hawessp01,11:19,0,DEN,1,2,77,0,0,2,LAC,@,W (+15)
56,-3,0,0,0,0,31-255,0,1,21/02/2015,0,0,1,0,0,0,21,0,-0.8,hayesch01,3:26,0,HOU,1,0,55,0,0,1,TOR,@,L (-22)
3,-3,5,0.417,12,5,24-225,0,6,03/11/2014,10,0.526,19,2,1,2,4,1,21.3,haywago01,36:01:00,1,LAC,1,27,4,1,3,7,UTA,@,L (-6)
7,-3,2,0.667,3,5,24-232,1,8,10/11/2014,11,0.733,15,6,1,6,8,1,28.1,haywago01,36:07:00,0,IND,1,30,8,0,2,8,UTA,@,L (-11)
13,-3,2,0.667,3,3,24-244,1,6,22/11/2014,9,0.563,16,11,0.786,14,14,1,26.4,haywago01,38:50:00,2,NOP,2,31,14,2,3,8,UTA,0,L (-12)
22,-3,0,0,2,4,24-261,0,7,09/12/2014,7,0.538,13,6,0.667,9,22,1,12.2,haywago01,36:16:00,0,SAS,3,20,22,1,5,7,UTA,0,W (+4)
35,-3,0,0,5,3,24-288,1,7,05/01/2015,6,0.353,17,12,0.923,13,35,1,15.8,haywago01,41:43:00,0,IND,3,24,35,0,2,7,UTA,0,L (-4)
49,-3,3,0.75,4,5,24-317,1,2,03/02/2015,10,0.625,16,4,0.571,7,48,1,23.9,haywago01,36:24:00,3,POR,4,27,48,1,1,5,UTA,@,L (-1)
69,-3,1,0.167,6,4,24-360,0,3,18/03/2015,9,0.474,19,7,0.778,9,66,1,18.5,haywago01,35:18:00,1,WAS,1,26,67,1,2,4,UTA,0,L (-4)
79,-3,1,0.333,3,3,25-013,0,5,05/04/2015,2,0.182,11,0,0,0,74,1,-1.3,haywago01,19:57,0,SAC,0,5,77,0,3,5,UTA,@,W (+6)
2,-3,0,0,0,0,34-342,0,0,04/11/2014,0,0,0,0,0,0,1,0,-0.4,haywobr01,1:31,0,POR,1,0,3,0,0,0,CLE,@,L (-19)
30,-3,0,0,0,0,35-031,0,3,28/12/2014,3,1,3,1,0.5,2,7,0,5.6,haywobr01,7:49,0,DET,0,7,30,0,1,3,CLE,0,L (-23)
32,-3,0,0,0,0,35-034,2,2,31/12/2014,2,0.4,5,0,0,1,8,1,3.6,haywobr01,14:36,3,MIL,1,4,32,0,1,5,CLE,0,L (-16)
45,-3,0,0,0,1,35-057,0,4,23/01/2015,1,0.25,4,1,1,1,16,0,0.6,haywobr01,11:02,1,CHO,4,3,44,0,1,5,CLE,0,W (+39)
60,-3,0,0,0,0,35-091,0,1,26/02/2015,0,0,0,0,0,0,21,0,0.3,haywobr01,0:39,0,GSW,0,0,59,0,0,1,CLE,0,W (+11)
6,-3,0,0,0,0,23-241,0,0,11/11/2014,1,0.5,2,0,0,0,5,0,-0.4,henryxa01,6:20,0,MEM,1,2,7,0,1,0,LAL,@,L (-5)
42,-3,0,0,0,4,24-022,2,3,19/01/2015,3,0.75,4,1,0.5,2,26,0,7.2,hensojo01,20:54,1,TOR,4,7,41,0,2,4,MIL,0,L (-3)
61,-3,0,0,0,1,24-065,1,3,03/03/2015,4,0.571,7,2,0.4,5,45,0,9.4,hensojo01,26:28:00,2,DEN,2,10,60,1,0,5,MIL,@,L (-11)
81,-3,0,0,0,0,24-103,2,2,10/04/2015,1,1,1,1,0.5,2,64,0,1.7,hensojo01,20:53,0,NYK,4,3,79,1,2,2,MIL,@,W (+8)
85,-3,0,0,0,2,24-108,2,3,15/04/2015,1,0.25,4,1,0.5,2,67,0,4.3,hensojo01,12:00,2,BOS,0,3,82,0,1,5,MIL,0,L (-5)
2,-3,0,0,0,2,27-325,3,11,01/11/2014,4,0.5,8,6,1,6,3,1,15.7,hibbero01,35:02:00,1,ATL,2,14,3,0,1,12,IND,@,L (-10)
12,-3,0,0,0,2,27-346,1,1,22/11/2014,0,0,1,2,1,2,13,1,4,hibbero01,6:54,1,PHO,1,2,13,0,0,2,IND,0,L (-23)
19,-3,0,0,0,2,27-359,2,6,05/12/2014,4,0.364,11,1,0.5,2,16,1,4.8,hibbero01,31:42:00,1,SAC,5,9,20,0,1,7,IND,@,L (-1)
42,-3,0,0,0,0,28-036,2,0,16/01/2015,7,0.636,11,0,0,0,37,1,10.8,hibbero01,21:17,3,DET,2,14,41,0,1,3,IND,0,L (-2)
65,-3,0,0,0,1,28-089,1,2,10/03/2015,1,1,1,0,0,0,58,1,4.7,hibbero01,14:54,2,ORL,1,2,63,0,0,4,IND,0,W (+32)
14,-3,0,0,0,0,26-083,0,2,26/11/2014,2,0.4,5,3,0.75,4,7,0,4.8,hicksjj01,13:50,1,PHO,1,7,15,0,0,3,DEN,@,L (-8)
68,-3,0,0,0,1,26-190,0,3,13/03/2015,1,0.5,2,3,0.375,8,58,0,3.9,hicksjj01,19:00,3,GSW,2,5,66,0,1,6,DEN,0,W (+11)
52,-3,0,0,0,0,32-145,2,4,05/02/2015,5,0.5,10,1,0.5,2,43,1,4.3,hilarne01,28:00:00,1,CHO,4,11,51,0,3,5,WAS,@,L (-7)
55,-3,0,0,0,3,32-151,0,2,11/02/2015,7,0.875,8,0,0,2,46,1,15.3,hilarne01,25:01:00,2,TOR,3,14,54,4,2,4,WAS,@,L (-2)
13,-3,0,0,0,1,27-119,1,13,23/11/2014,2,0.25,8,7,0.875,8,14,1,9.2,hilljo01,42:20:00,1,DEN,4,11,14,1,2,14,LAL,0,L (-7)
14,-3,0,0,0,0,27-122,1,4,26/11/2014,5,0.417,12,1,0.5,2,15,1,8.4,hilljo01,32:30:00,3,MEM,2,11,15,1,0,7,LAL,0,L (-6)
48,-3,0,0,0,3,27-186,2,12,29/01/2015,11,0.5,22,4,0.667,6,47,1,19.1,hilljo01,41:28:00,0,CHI,3,26,47,1,2,12,LAL,0,W (+5)
27,-3,2,0.5,4,1,23-277,0,2,20/12/2014,3,0.429,7,3,0.75,4,27,1,6.9,hillso01,28:20:00,1,DEN,5,11,27,2,2,3,IND,@,L (-3)
57,-3,0,0,3,1,23-341,0,1,22/02/2015,2,0.333,6,2,1,2,56,1,2.4,hillso01,18:24,0,GSW,3,6,56,0,0,1,IND,0,W (+6)
77,-3,0,0,2,1,24-014,0,3,01/04/2015,2,0.286,7,3,1,3,75,1,3.5,hillso01,25:43:00,0,BOS,0,7,75,0,1,3,IND,@,L (-13)
35,-3,1,0.333,3,2,34-003,1,1,05/01/2015,4,0.667,6,1,1,1,28,1,8.4,hinriki01,23:53,0,HOU,1,10,35,1,2,1,CHI,0,W (+9)
36,-3,0,0,3,1,34-005,1,1,07/01/2015,0,0,5,0,0,0,29,1,-3.4,hinriki01,24:27:00,0,UTA,4,0,36,0,0,1,CHI,0,L (-20)
6,-3,1,0.25,4,5,24-153,1,1,12/11/2014,8,0.471,17,0,0,0,7,1,10.8,holidjr01,34:23:00,0,LAL,5,17,7,1,1,1,NOP,0,W (+7)
28,-3,0,0,5,5,24-194,0,4,23/12/2014,7,0.333,21,2,1,2,28,1,4.9,holidjr01,32:07:00,1,IND,4,16,28,0,3,5,NOP,@,L (-12)
46,-3,0,0,1,0,25-301,0,0,31/01/2015,0,0,1,0,0,0,31,0,-2.5,holidju01,4:14,0,PHO,2,0,45,0,1,0,GSW,0,W (+19)
75,-3,1,0.333,3,2,25-357,1,1,28/03/2015,1,0.333,3,0,0,0,52,0,4.7,holidju01,8:29,0,MIL,0,3,73,1,0,1,GSW,@,W (+13)
4,-3,2,0.4,5,1,22-016,0,3,05/11/2014,2,0.333,6,0,0,0,5,0,6.2,hoodro01,13:48,2,CLE,1,6,5,1,0,5,UTA,0,W (+2)
5,-3,0,0,1,0,22-018,0,3,07/11/2014,0,0,1,0,0,0,6,0,1.2,hoodro01,5:56,0,DAL,0,0,6,1,0,3,UTA,0,L (-23)
70,-3,0,0,3,3,22-150,0,1,19/03/2015,0,0,6,2,1,2,39,1,-0.2,hoodro01,21:39,0,LAL,1,2,68,0,0,1,UTA,@,W (+7)
81,-3,3,0.429,7,2,22-172,0,3,10/04/2015,6,0.429,14,3,1,3,47,1,11.1,hoodro01,37:29:00,0,MEM,2,18,79,0,1,3,UTA,0,L (-1)
12,-3,0,0,1,4,28-176,2,7,26/11/2014,11,0.688,16,1,0.5,2,13,1,22.1,horfoal01,32:16:00,2,TOR,1,23,13,0,1,9,ATL,0,L (-11)
75,-3,0,0,0,0,29-111,0,7,29/03/2015,3,0.5,6,5,0.625,8,35,1,7.4,howardw01,18:39,3,WAS,4,11,73,0,2,10,HOU,@,W (+8)
0,-3,0,0,0,0,30-234,0,0,29/03/2015,0,0,0,0,0,0,1,0,0,hudsole01,0:31,0,BOS,0,0,1,0,0,0,LAC,0,0
21,-3,0,0,0,1,25-277,0,0,10/12/2014,0,0,0,0,0,0,17,0,0.7,hummero01,2:05,0,POR,0,0,21,0,0,0,MIN,0,W (+8)
22,-3,0,0,0,0,25-279,0,0,12/12/2014,0,0,0,0,0,0,18,0,0,hummero01,1:38,0,OKC,0,0,22,0,0,0,MIN,0,L (-19)
34,-3,0,0,0,0,25-305,0,1,07/01/2015,0,0,0,0,0,0,27,0,-0.5,hummero01,7:11,0,PHO,2,0,34,0,0,1,MIN,0,L (-2)
6,-3,0,0,0,3,29-275,1,6,08/11/2014,3,0.6,5,1,0.5,2,6,0,11.6,humphkr01,19:03,3,IND,1,7,7,1,0,9,WAS,@,W (+7)
11,-3,0,0,0,1,29-289,1,6,22/11/2014,6,0.667,9,0,0,0,11,0,11,humphkr01,20:17,3,MIL,1,12,12,0,2,9,WAS,@,W (+11)
38,-3,0,0,0,1,29-341,1,6,13/01/2015,5,0.5,10,0,0,0,37,0,9.8,humphkr01,24:28:00,2,SAS,2,10,38,1,0,8,WAS,0,W (+8)
0,-3,1,0.333,3,2,25-041,4,6,29/10/2014,4,0.364,11,1,0.5,2,1,1,3.9,ibakase01,28:32:00,2,POR,5,10,1,0,5,8,OKC,@,L (-17)
14,-3,0,0,2,0,25-066,5,4,23/11/2014,5,0.294,17,6,1,6,15,1,8.4,ibakase01,34:20:00,4,GSW,3,16,15,0,4,8,OKC,0,L (-5)
19,-3,0,0,2,0,25-080,4,7,07/12/2014,6,0.462,13,1,1,1,20,1,13.2,ibakase01,32:51:00,6,DET,3,13,20,0,1,13,OKC,@,W (+2)
43,-3,1,0.25,4,1,25-125,0,4,21/01/2015,3,0.273,11,0,0,0,42,1,0.3,ibakase01,28:11:00,1,WAS,2,7,42,0,2,5,OKC,@,W (+2)
44,-3,1,0.333,3,1,25-127,2,8,23/01/2015,6,0.375,16,0,0,0,43,1,8.3,ibakase01,35:42:00,2,ATL,2,13,43,1,2,10,OKC,@,L (-10)
51,-3,1,0.333,3,0,25-141,3,4,06/02/2015,4,0.5,8,1,0.5,2,50,1,5.5,ibakase01,35:55:00,0,NOP,6,10,50,0,1,4,OKC,0,L (-3)
59,-3,1,0.5,2,1,25-161,3,6,26/02/2015,5,0.385,13,2,1,2,58,1,12.8,ibakase01,42:05:00,3,PHO,2,13,58,1,0,9,OKC,@,L (-4)
6,-3,0,0,0,1,30-287,0,2,11/11/2014,1,0.5,2,0,0,0,7,0,-1.5,iguodan01,22:19,0,SAS,2,2,7,0,3,2,GSW,0,L (-13)
23,-3,3,0.75,4,0,30-320,0,3,14/12/2014,7,0.583,12,3,0.6,5,23,0,13.5,iguodan01,37:54:00,2,NOP,1,20,23,0,2,5,GSW,@,W (+6)
85,-3,1,0.5,2,2,31-077,0,1,15/04/2015,1,0.333,3,0,0,0,77,0,1.8,iguodan01,16:45,0,DEN,3,3,82,0,0,1,GSW,0,W (+7)
52,-3,1,0.5,2,0,27-268,0,2,07/02/2015,4,0.571,7,0,0,0,28,0,1.7,ilyaser01,18:26,0,BOS,4,9,51,0,3,2,MIL,0,W (+3)
54,-3,0,0,0,0,27-272,0,0,11/02/2015,1,1,1,0,0,0,30,0,0.9,ilyaser01,2:01,0,SAC,2,2,53,0,0,0,MIL,0,W (+8)
24,-3,0,0,1,0,27-073,0,0,14/12/2014,0,0,1,0,0,0,24,0,-0.7,inglejo01,10:08,0,WAS,0,0,24,0,0,0,UTA,@,L (-9)
29,-3,0,0,0,0,27-081,0,0,22/12/2014,1,1,1,0,0,0,29,0,1.3,inglejo01,4:44,0,MEM,1,2,29,0,0,0,UTA,@,W (+6)
25,-3,0,0,3,4,22-271,0,4,19/12/2014,6,0.333,18,4,1,4,25,1,6.6,irvinky01,39:46:00,0,BRK,3,16,25,1,3,4,CLE,0,W (+4)
46,-3,3,0.429,7,6,22-308,0,2,25/01/2015,9,0.429,21,0,0,0,42,1,13.9,irvinky01,41:18:00,0,OKC,2,21,45,2,2,2,CLE,0,W (+10)
59,-3,0,0,3,5,22-338,0,2,24/02/2015,6,0.375,16,6,1,6,55,1,9.7,irvinky01,34:24:00,0,DET,4,18,58,1,3,2,CLE,@,W (+9)
66,-3,0,0,5,4,22-348,0,1,06/03/2015,7,0.438,16,6,0.857,7,59,1,11.3,irvinky01,42:06:00,0,ATL,0,20,64,2,5,1,CLE,@,L (-9)
4,-3,0,0,0,5,31-010,0,1,07/11/2014,2,0.4,5,0,0,0,5,0,3.3,jackja01,19:03,0,NYK,2,4,5,1,2,1,BRK,0,W (+11)
58,-3,0,0,2,4,31-123,0,1,28/02/2015,6,0.545,11,2,1,2,55,0,10,jackja01,31:06:00,0,DAL,2,14,57,0,1,1,BRK,@,W (+10)
64,-3,2,0.5,4,7,24-326,0,3,08/03/2015,9,0.429,21,5,1,5,57,1,20.7,jacksre01,33:30:00,4,CHO,2,25,62,1,2,7,DET,0,L (-7)
1,-3,1,0.333,3,5,29-305,1,7,31/10/2014,14,0.467,30,7,0.778,9,2,1,27.4,jamesle01,41:40:00,1,CHI,1,36,2,4,3,8,CLE,@,W (+6)
9,-3,2,0.667,3,9,29-324,1,3,19/11/2014,6,0.353,17,1,1,1,10,1,10.3,jamesle01,34:06:00,3,SAS,3,15,10,1,5,6,CLE,0,L (-2)
22,-3,2,1,2,5,29-347,1,5,12/12/2014,17,0.708,24,5,0.625,8,21,1,33.1,jamesle01,37:37:00,0,NOP,1,41,22,0,2,5,CLE,@,L (-5)
53,-3,0,0,4,5,30-038,1,6,06/02/2015,10,0.476,21,5,0.625,8,42,1,12.9,jamesle01,38:34:00,0,IND,3,25,52,2,7,6,CLE,@,L (-4)
12,-3,0,0,0,1,29-321,0,9,21/11/2014,11,0.55,20,2,0.667,3,13,1,18,jeffeal01,31:02:00,2,ORL,2,24,13,0,0,11,CHO,0,L (-5)
25,-3,0,0,0,2,29-347,1,9,17/12/2014,13,0.591,22,2,1,2,25,1,21.7,jeffeal01,35:34:00,1,PHO,4,28,25,2,2,10,CHO,0,L (-5)
29,-3,0,0,0,2,29-353,0,9,23/12/2014,6,0.545,11,0,0,0,29,1,9.4,jeffeal01,31:14:00,0,MIL,1,12,29,0,1,9,CHO,@,W (+7)
46,-3,0,0,0,0,30-020,7,4,24/01/2015,4,0.286,14,1,0.25,4,36,0,5.3,jeffeal01,30:29:00,2,NYK,2,9,45,0,1,6,CHO,0,W (+5)
51,-3,0,0,0,1,30-034,2,8,07/02/2015,9,0.529,17,0,0,0,41,1,11.7,jeffeal01,30:04:00,1,PHI,3,18,50,0,2,9,CHO,@,L (-8)
32,-3,0,0,0,1,34-190,0,2,28/12/2014,1,1,1,0,0,0,27,0,2.6,jefferi01,21:45,0,OKC,1,2,32,0,0,2,DAL,0,W (+5)
46,-3,1,1,1,0,34-218,0,0,25/01/2015,2,0.5,4,0,0,0,40,0,1.6,jefferi01,17:36,0,NOP,1,5,45,0,1,0,DAL,@,L (-3)
70,-3,1,1,1,1,24-012,0,2,18/03/2015,3,1,3,2,1,2,17,0,10.4,jenkijo01,16:02,0,GSW,0,9,68,1,0,2,ATL,@,L (-19)
23,-3,0,0,2,4,25-080,0,1,12/12/2014,4,0.308,13,0,0,0,20,1,1.6,jennibr01,28:40:00,0,PHO,0,8,23,1,3,1,DET,@,W (+2)
43,-3,1,0.25,4,1,27-323,0,1,19/01/2015,2,0.286,7,0,0,0,39,0,2.5,jerebjo01,17:54,2,ATL,2,5,42,0,0,3,DET,@,L (-11)
48,-3,1,1,1,0,27-332,2,2,28/01/2015,4,0.667,6,1,1,1,42,0,9.3,jerebjo01,18:32,1,PHI,2,10,47,1,1,3,DET,@,L (-20)
46,-3,0,0,1,0,21-202,0,0,26/01/2015,0,0,1,0,0,0,5,0,-1.1,jerregr01,1:17,0,MIN,1,0,45,0,0,0,OKC,0,W (+8)
43,-3,0,0,0,3,27-265,1,3,21/01/2015,4,0.444,9,3,0.75,4,39,1,6.4,johnsam01,32:10:00,2,MEM,4,11,42,0,3,5,TOR,@,L (-6)
28,-3,0,0,3,0,24-337,0,2,01/04/2015,2,0.4,5,0,0,0,23,0,1.5,johnsch04,12:22,0,DEN,1,4,28,0,0,2,UTA,0,W (+14)
32,-3,0,0,0,2,27-313,0,8,30/12/2014,7,0.636,11,0,0,0,29,1,14.6,johnsja01,32:28:00,3,POR,1,14,32,1,1,11,TOR,@,L (-5)
33,-3,0,0,0,0,27-316,1,1,02/01/2015,0,0,3,0,0,0,30,0,-0.4,johnsja01,12:15,1,GSW,0,0,33,0,0,2,TOR,@,L (-21)
65,-3,0,0,1,2,28-016,0,2,08/03/2015,2,0.2,10,0,0,0,54,0,4.8,johnsja01,14:56,2,OKC,1,4,63,4,0,4,TOR,@,L (-4)
85,-3,0,0,2,0,28-054,1,0,15/04/2015,2,0.333,6,0,0,0,70,0,-1.2,johnsja01,14:34,1,CHO,3,4,82,0,2,1,TOR,0,W (+5)
10,-3,1,0.5,2,8,33-143,0,5,19/11/2014,7,0.467,15,3,1,3,11,1,13.2,johnsjo02,52:06:00,0,MIL,3,18,11,0,3,5,BRK,0,L (-4)
12,-3,2,0.286,7,5,33-146,1,2,22/11/2014,5,0.313,16,0,0,0,13,1,7.2,johnsjo02,35:16:00,2,SAS,2,12,13,0,1,4,BRK,@,L (-12)
72,-3,1,0.333,3,5,33-269,0,6,25/03/2015,2,0.222,9,0,0,1,68,1,4.4,johnsjo02,35:13:00,0,CHO,0,5,70,0,0,6,BRK,@,W (+3)
19,-3,0,0,0,1,21-349,0,3,06/12/2014,1,0.25,4,6,0.75,8,9,0,6.6,johnsni01,22:06,0,PHO,2,8,20,1,0,3,HOU,0,W (+5)
