0,0,0,0,24-259,0,1,27/10/2010,0,0,0,0,0,0,1,0,-0.1,adrieje01,0:48,0,HOU,1,0,1,0,0,1,GSW,0,W (+4)
0,0,0,2,24-263,0,1,31/10/2010,1,1,1,0,0,2,2,0,2.9,adrieje01,3:58,1,LAL,1,2,2,0,0,2,GSW,@,L (-24)
0,0,0,0,24-274,0,0,11/11/2010,1,0.5,2,0,0,0,3,0,0.3,adrieje01,6:26,1,CHI,1,2,3,0,1,1,GSW,@,L (-30)
0,0,0,0,24-276,2,5,13/11/2010,3,0.75,4,0,0,0,4,0,9,adrieje01,19:16,3,MIL,1,6,4,0,0,8,GSW,@,L (-7)
0,0,0,0,24-278,0,2,15/11/2010,0,0,3,0,0,0,5,0,0.8,adrieje01,15:33,1,DET,1,0,5,3,1,3,GSW,0,W (+4)
0,0,0,2,24-282,0,2,19/11/2010,1,0.333,3,0,0,0,6,0,1.2,adrieje01,14:05,1,NYK,2,2,6,0,1,3,GSW,0,L (-6)
0,0,0,1,24-284,1,4,21/11/2010,3,0.375,8,3,0.6,5,7,0,9.8,adrieje01,26:27:00,6,LAL,2,9,7,0,0,10,GSW,@,L (-28)
0,0,0,0,24-285,0,1,22/11/2010,0,0,1,0,0,0,8,0,-0.8,adrieje01,3:13,0,DEN,1,0,8,0,0,1,GSW,0,L (-17)
0,0,0,0,24-287,1,2,24/11/2010,0,0,2,0,0,0,9,0,-0.2,adrieje01,11:36,1,HOU,2,0,9,0,0,3,GSW,@,L (-10)
0,0,0,2,24-289,0,6,26/11/2010,6,0.545,11,0,0,0,10,0,7.9,adrieje01,30:45:00,2,MEM,6,12,10,0,1,8,GSW,@,L (-5)
0,0,0,0,24-290,0,2,27/11/2010,0,0,0,0,0,0,11,0,-0.6,adrieje01,6:02,0,MIN,3,0,11,0,0,2,GSW,@,W (+10)
0,0,0,0,24-293,0,1,30/11/2010,1,1,1,1,1,1,12,0,3,adrieje01,3:34,0,SAS,0,3,12,0,0,1,GSW,0,L (-20)
0,0,0,0,24-295,1,1,02/12/2010,1,1,1,1,0.5,2,13,0,3.3,adrieje01,7:25,0,PHO,0,3,13,0,0,1,GSW,0,L (-6)
0,0,0,2,24-298,0,2,05/12/2010,2,0.4,5,1,1,1,14,0,4.9,adrieje01,10:51,4,OKC,3,5,14,0,1,6,GSW,@,L (-5)
0,0,0,0,24-301,0,0,08/12/2010,0,0,0,0,0,0,15,0,0,adrieje01,1:53,0,SAS,0,0,15,0,0,0,GSW,@,L (-17)
0,0,0,0,25-031,0,1,13/03/2011,0,0,0,0,0,0,16,0,0.3,adrieje01,2:51,0,MIN,0,0,16,0,0,1,GSW,0,W (+23)
0,0,0,0,25-038,0,0,20/03/2011,0,0,0,3,0.75,4,17,0,2.3,adrieje01,3:08,1,DAL,0,3,17,0,1,1,GSW,@,L (-28)
0,0,0,0,25-041,0,0,23/03/2011,0,0,0,0,0,0,18,0,0,adrieje01,0:54,0,HOU,0,0,18,0,0,0,GSW,@,L (-19)
0,0,0,1,25-043,0,1,25/03/2011,1,0.25,4,0,0,2,19,0,-0.2,adrieje01,8:10,0,TOR,0,2,19,0,0,1,GSW,0,W (+38)
0,0,0,0,25-048,0,0,30/03/2011,0,0,2,0,0,0,20,0,-1.8,adrieje01,2:16,0,MEM,1,0,20,0,0,0,GSW,@,L (-19)
0,0,0,0,25-054,0,0,05/04/2011,1,1,1,0,0,0,21,0,2.1,adrieje01,2:15,2,POR,0,2,21,0,1,2,GSW,@,W (+21)
0,0,0,0,25-060,0,2,11/04/2011,0,0,2,0,0,0,22,0,-1.2,adrieje01,4:11,0,DEN,1,0,22,0,0,2,GSW,@,L (-23)
0,0,0,0,25-062,0,1,13/04/2011,2,0.667,3,2,1,2,23,0,3.2,adrieje01,10:20,0,POR,2,6,23,1,2,1,GSW,0,W (+24)
0,0,1,3,25-015,0,4,30/10/2010,2,0.4,5,6,0.75,8,3,1,10.3,afflaar01,33:54:00,1,HOU,3,10,3,1,0,5,DEN,@,W (+13)
0,0,1,1,25-022,0,1,06/11/2010,1,0.333,3,0,0,0,6,1,0.2,afflaar01,19:52,1,DAL,2,2,6,0,1,2,DEN,@,W (+11)
0,0,1,4,25-025,2,2,09/11/2010,6,0.667,9,5,1,5,8,1,20.2,afflaar01,32:46:00,1,IND,1,17,8,2,0,3,DEN,@,L (-31)
0,0,1,5,25-032,0,6,16/11/2010,1,0.25,4,5,0.833,6,11,1,9.1,afflaar01,38:05:00,0,NYK,1,7,11,0,0,6,DEN,0,W (+2)
0,0,1,4,25-056,1,2,10/12/2010,2,0.4,5,1,1,1,22,1,3.6,afflaar01,38:18:00,0,TOR,2,5,22,0,2,2,DEN,@,W (+7)
0,0,1,0,25-071,0,0,25/12/2010,1,0.25,4,0,0,0,28,1,-2,afflaar01,28:48:00,0,OKC,4,2,28,0,0,0,DEN,@,L (-8)
0,0,4,0,25-072,1,3,26/12/2010,6,0.545,11,2,1,2,29,1,8.7,afflaar01,35:26:00,0,PHI,4,14,29,0,0,3,DEN,0,L (-6)
0,0,2,2,25-078,0,1,01/01/2011,0,0,4,0,0,0,32,1,-1.5,afflaar01,28:47:00,0,SAC,1,0,32,1,1,1,DEN,0,W (+18)
0,0,2,1,25-083,1,2,06/01/2011,2,0.4,5,0,0,0,35,1,0,afflaar01,35:20:00,1,SAC,5,4,35,0,2,3,DEN,@,L (-20)
0,0,3,2,25-093,2,2,16/01/2011,5,0.455,11,2,0.667,3,40,1,9.5,afflaar01,35:11:00,2,SAS,3,12,40,1,1,4,DEN,@,L (-13)
0,0,3,3,25-096,0,3,19/01/2011,2,0.333,6,2,1,2,41,1,7.8,afflaar01,36:37:00,2,OKC,3,6,41,2,0,5,DEN,0,W (+5)
0,0,0,0,25-115,1,0,07/02/2011,2,0.667,3,0,0,0,52,1,-2,afflaar01,28:20:00,0,HOU,6,4,52,0,3,0,DEN,0,L (-5)
0,0,4,3,25-121,1,1,13/02/2011,1,0.125,8,2,1,2,55,1,1.2,afflaar01,36:54:00,1,MEM,1,4,55,0,1,2,DEN,@,L (-8)
0,0,2,3,25-132,1,1,24/02/2011,5,0.625,8,3,1,3,59,1,11.5,afflaar01,30:06:00,0,BOS,0,13,59,0,1,1,DEN,0,W (+14)
0,0,4,5,25-136,0,1,28/02/2011,2,0.2,10,4,1,4,61,1,4.8,afflaar01,35:24:00,0,ATL,2,8,61,0,0,1,DEN,0,W (+10)
0,0,4,3,25-154,0,2,18/03/2011,2,0.182,11,0,0,0,66,1,0.1,afflaar01,22:19,1,ORL,1,4,66,0,0,3,DEN,@,L (-3)
0,0,0,0,25-155,0,1,19/03/2011,0,0,2,1,0.5,2,67,1,-0.9,afflaar01,9:29,0,MIA,1,1,67,0,0,1,DEN,@,L (-5)
0,0,2,4,25-168,0,5,01/04/2011,5,0.5,10,1,1,1,68,1,9.9,afflaar01,25:30:00,0,SAC,1,11,68,0,0,5,DEN,@,W (+9)
0,0,0,1,26-274,0,0,10/11/2010,0,0,0,0,0,0,4,0,-1.1,agerma01,8:08,0,SAC,2,0,4,1,2,0,MIN,@,W (+9)
0,0,0,0,22-204,0,1,26/11/2010,0,0,1,0,0,0,1,0,0.3,ajincal01,2:35,1,SAS,0,0,1,0,0,2,DAL,@,W (+9)
0,0,0,0,22-215,2,3,07/12/2010,1,0.25,4,1,0.5,2,2,0,5.6,ajincal01,9:11,3,GSW,0,3,2,1,0,6,DAL,0,W (+5)
