3P,3P%,3PA,AST,Age,BLK,DRB,Date,FG,FG%,FGA,FT,FT%,FTA,G,GS,GmSc,Id,MP,ORB,Opp,PF,PTS,Rk,STL,TOV,TRB,Tm,Unnamed: 5,Unnamed: 7
0,0,1,3,19-269,0,4,13/11/1999,6,0.5,12,1,0.5,2,6,0,7.6,harrial01,35:00:00,1,WAS,5,13,6,0,1,5,IND,0,W (+22)
0,0,1,0,19-271,0,3,15/11/1999,6,0.462,13,6,1,6,7,0,11,harrial01,30:00:00,2,HOU,4,18,7,1,2,5,IND,@,W (+9)
0,0,1,1,19-272,0,6,16/11/1999,2,0.25,8,0,0,0,8,0,2.7,harrial01,21:00,2,SAS,1,4,8,1,1,8,IND,@,L (-3)
0,0,0,0,19-274,0,0,11/11/1999,1,1,1,0,0,0,1,0,1.7,sundobr01,7:00,0,MIA,0,2,1,0,0,0,DAL,@,L (-23)
1,1,1,3,19-275,1,6,19/11/1999,6,0.5,12,4,0.667,6,9,0,12.6,harrial01,34:00:00,2,ATL,4,17,9,0,2,8,IND,0,L (-6)
0,0,2,1,19-276,0,4,20/11/1999,1,0.143,7,3,0.5,6,10,0,1.4,harrial01,29:00:00,0,CLE,2,5,10,2,1,4,IND,@,W (+9)
0,0,2,1,19-278,0,6,22/11/1999,1,0.111,9,0,0,0,11,0,-4,harrial01,20:00,2,BOS,5,2,11,0,2,8,IND,@,L (-10)
0,0,0,0,19-279,1,0,16/11/1999,0,0,5,0,0,0,2,0,-3.2,sundobr01,5:00,0,HOU,1,0,2,0,0,0,DAL,0,W (+19)
0,0,0,2,19-281,1,2,25/11/1999,1,0.143,7,1,0.5,2,12,0,-0.5,harrial01,21:00,1,DET,5,3,12,1,1,3,IND,0,L (-8)
0,0,0,1,19-282,0,0,26/11/1999,1,0.5,2,0,0,0,13,0,0.1,harrial01,11:00,2,VAN,5,2,13,0,1,2,IND,0,W (+19)
0,0,0,0,19-283,0,0,20/11/1999,2,0.667,3,0,0,0,3,0,3.4,sundobr01,3:00,1,SAS,0,4,3,0,0,1,DAL,@,L (-16)
0,0,1,4,19-284,0,2,28/11/1999,4,0.364,11,1,0.5,2,14,0,3.4,harrial01,21:00,1,SEA,3,9,14,0,2,3,IND,@,L (-11)
0,0,0,2,19-285,0,1,29/11/1999,2,0.222,9,0,0,0,15,0,0.4,harrial01,18:00,2,POR,3,4,15,1,1,3,IND,@,W (+2)
0,0,0,1,19-286,0,1,23/11/1999,1,0.167,6,0,0,0,4,0,2,sundobr01,6:00,4,HOU,0,2,4,0,0,5,DAL,@,L (-20)
0,0,1,0,19-287,1,2,01/12/1999,3,0.5,6,0,0,0,16,0,4.2,harrial01,22:00,1,VAN,2,6,16,1,1,3,IND,@,W (+7)
0,0,1,0,19-289,1,3,03/12/1999,5,0.714,7,2,1,2,17,0,10.3,harrial01,28:00:00,2,UTA,2,12,17,0,1,5,IND,@,W (+25)
0,0,0,1,19-292,1,0,29/11/1999,2,1,2,0,0,0,5,0,4,sundobr01,7:00,0,NYK,2,4,5,1,1,0,DAL,@,L (-25)
0,0,1,0,19-293,0,3,07/12/1999,4,0.444,9,5,0.833,6,18,0,7.1,harrial01,24:00:00,1,SAS,1,13,18,0,2,4,IND,0,W (+6)
0,0,0,1,19-296,0,1,10/12/1999,4,0.571,7,2,0.333,6,19,0,4.1,harrial01,16:00,2,CLE,1,10,19,1,4,3,IND,0,W (+48)
0,0,1,0,19-297,0,2,11/12/1999,4,0.667,6,2,0.4,5,20,0,4.3,harrial01,17:00,1,LAC,3,10,20,0,2,3,IND,0,W (+18)
0,0,0,0,19-298,0,1,05/12/1999,1,1,1,2,1,2,6,0,5,sundobr01,5:00,0,MIL,0,4,6,1,0,1,DAL,@,L (-6)
0,0,0,1,19-300,1,0,14/12/1999,3,0.6,5,2,1,2,21,0,5.3,harrial01,14:00,0,TOR,2,8,21,0,1,0,IND,@,L (-8)
0,0,1,1,19-301,0,2,15/12/1999,0,0,1,2,1,2,22,0,2.6,harrial01,11:00,0,CHI,0,2,22,0,0,2,IND,0,W (+11)
1,0.5,2,1,19-303,1,4,17/12/1999,3,0.6,5,1,0.5,2,23,0,8.1,harrial01,22:00,2,UTA,3,8,23,1,1,6,IND,0,W (+15)
0,0,1,0,19-304,0,4,18/12/1999,0,0,3,0,0,0,24,0,-4.2,harrial01,17:00,1,MIL,5,0,24,0,2,5,IND,@,L (-14)
0,0,0,0,19-307,0,2,21/12/1999,3,0.375,8,0,0,0,25,0,1,harrial01,17:00,0,SEA,3,6,25,0,0,2,IND,0,W (+10)
0,0,0,0,19-307,0,2,14/12/1999,0,0,0,0,0,0,7,0,-0.8,sundobr01,2:00,0,SAS,1,0,7,0,1,2,DAL,0,L (-18)
0,0,1,1,19-311,0,1,25/12/1999,0,0,2,2,1,2,26,0,0.6,harrial01,19:00,0,NYK,0,2,26,0,1,1,IND,0,W (+11)
0,0,0,0,19-313,0,2,27/12/1999,1,0.25,4,1,0.5,2,27,0,-1,harrial01,15:00,0,CHI,2,3,27,0,1,2,IND,@,W (+12)
1,1,1,0,19-315,0,0,29/12/1999,2,1,2,0,0,0,28,0,-0.9,harrial01,10:00,1,ATL,5,5,28,0,4,1,IND,@,W (+27)
0,0,1,1,19-316,0,1,30/12/1999,2,0.4,5,0,0,0,29,0,2.1,harrial01,14:00,2,CHH,4,4,29,1,1,3,IND,0,W (+10)
0,0,0,0,19-319,0,1,26/12/1999,1,0.5,2,0,0,0,8,0,0.1,sundobr01,6:00,0,SAC,3,2,8,0,0,1,DAL,@,L (-7)
0,0,0,2,19-321,0,4,04/01/2000,3,0.75,4,3,0.75,4,30,0,6.6,harrial01,23:00,0,NJN,5,9,30,1,2,4,IND,0,W (+5)
0,0,0,1,19-323,0,1,06/01/2000,2,0.667,3,0,0,0,31,0,3.6,harrial01,12:00,1,DEN,2,4,31,0,0,2,IND,@,W (+15)
0,0,0,0,19-325,0,2,08/01/2000,1,0.333,3,1,0.5,2,32,0,0.8,harrial01,13:00,1,LAC,1,3,32,1,2,3,IND,@,L (-13)
1,1,1,0,19-326,1,3,09/01/2000,3,0.6,5,5,0.833,6,33,0,11.4,harrial01,19:00,3,SAC,4,12,33,2,2,6,IND,@,L (-3)
0,0,0,0,19-329,0,0,12/01/2000,1,0.5,2,0,0,0,34,0,-1.1,harrial01,6:00,1,WAS,2,2,34,0,2,1,IND,0,W (+15)
0,0,0,0,19-332,0,0,15/01/2000,0,0,0,0,0,0,35,0,-0.4,harrial01,2:00,0,ORL,1,0,35,0,0,0,IND,@,W (+7)
0,0,0,0,19-339,0,1,22/01/2000,0,0,3,1,0.5,2,36,0,0.1,harrial01,3:00,1,PHI,1,1,36,1,0,2,IND,@,L (-6)
0,0,2,0,19-341,0,4,24/01/2000,3,0.6,5,0,0,0,37,0,3.6,harrial01,18:00,1,CHI,5,6,37,1,1,5,IND,@,L (-1)
0,0,0,0,19-342,0,0,25/01/2000,0,0,1,0,0,2,38,0,-0.9,harrial01,11:00,0,PHO,1,0,38,1,0,0,IND,0,W (+6)
0,0,0,0,19-343,0,1,19/01/2000,0,0,0,0,0,0,9,0,0.3,sundobr01,2:00,0,WAS,0,0,9,0,0,1,DAL,@,W (+18)
0,0,0,0,19-349,0,0,25/01/2000,0,0,2,0,0,0,10,0,-3.6,sundobr01,3:00,0,GSW,3,0,10,0,1,0,DAL,0,W (+14)
0,0,0,0,19-353,0,0,29/01/2000,2,0.5,4,0,0,0,11,0,1.6,sundobr01,6:00,0,DEN,1,4,11,0,0,0,DAL,0,W (+11)
0,0,0,0,19-355,0,3,02/11/1999,5,0.714,7,0,0,0,1,0,5.8,maggeco01,22:00,4,CHH,5,10,1,0,3,7,ORL,0,0
0,0,1,0,19-356,0,1,03/11/1999,2,0.286,7,1,0.5,2,2,0,0,maggeco01,17:00,2,DET,3,5,2,0,1,3,ORL,0,0
0,0,0,0,19-358,0,0,05/11/1999,1,0.2,5,0,0,0,3,0,-2.1,maggeco01,9:00,0,CLE,0,2,3,0,1,0,ORL,0,0
0,0,0,0,19-360,0,1,05/02/2000,1,0.333,3,0,0,0,12,0,-0.6,sundobr01,3:00,0,LAC,3,2,12,0,0,1,DAL,@,W (+13)
0,0,0,0,19-361,0,1,08/11/1999,5,0.556,9,4,0.667,6,4,0,8.5,maggeco01,14:00,3,HOU,2,14,4,1,3,4,ORL,0,0
2,0.4,5,3,19-361,2,10,02/11/1999,10,0.556,18,8,0.533,15,1,1,25.1,odomla01,44:00:00,2,SEA,1,30,1,2,3,12,LAC,0,L (-12)
1,0.25,4,3,19-362,0,4,03/11/1999,5,0.294,17,12,0.857,14,2,1,18.5,odomla01,45:00:00,3,POR,3,23,2,2,0,7,LAC,@,L (-23)
0,0,0,1,19-363,0,1,10/11/1999,3,0.375,8,1,1,1,5,0,2.2,maggeco01,19:00,0,PHI,1,7,5,0,1,1,ORL,0,0
0,0,0,1,19-364,0,3,11/11/1999,1,0.167,6,0,0,0,6,0,-2.3,maggeco01,16:00,3,IND,3,2,6,0,3,6,ORL,0,0
1,0.5,2,2,19-364,3,7,05/11/1999,4,0.444,9,9,1,9,3,1,11.9,odomla01,40:00:00,2,PHI,6,18,3,1,7,9,LAC,0,W (+10)
0,0,0,0,20-001,1,1,13/11/1999,3,0.75,4,0,0,0,7,0,2.5,maggeco01,14:00,1,DAL,4,6,7,0,2,2,ORL,0,0
0,0,2,4,20-002,2,6,08/11/1999,2,0.2,10,6,0.75,8,4,1,5.2,odomla01,38:00:00,2,UTA,3,10,4,1,5,8,LAC,0,L (-15)
0,0,0,0,20-004,1,4,21/02/2000,1,0.5,2,0,0,0,39,0,2.5,harrial01,8:00,0,DAL,1,2,39,0,0,4,IND,0,W (+1)
0,0,0,3,20-004,0,6,10/11/1999,4,0.571,7,8,0.8,10,5,1,11.1,odomla01,33:00:00,1,SAS,6,16,5,1,4,7,LAC,0,L (-5)
0,0,1,2,20-005,0,1,17/11/1999,2,0.333,6,1,0.25,4,8,0,4.2,maggeco01,18:00,3,POR,0,5,8,0,0,4,ORL,0,0
0,0,1,0,20-006,0,2,23/02/2000,0,0,1,2,1,2,40,0,0.1,harrial01,10:00,0,DET,2,2,40,0,1,2,IND,@,W (+7)
0,0,0,0,20-007,0,3,19/11/1999,3,0.429,7,5,0.417,12,9,0,0.8,maggeco01,21:00,2,CHH,5,11,9,0,4,5,ORL,0,0
0,0,0,0,20-008,0,2,20/11/1999,1,0.333,3,0,0,0,10,0,0.6,maggeco01,15:00,1,ATL,0,2,10,0,1,3,ORL,0,0
1,1,1,3,20-008,0,8,14/11/1999,6,0.5,12,3,0.75,4,6,1,11.9,odomla01,34:00:00,4,VAN,5,16,6,2,5,12,LAC,@,L (-20)
1,1,1,0,20-009,0,1,26/02/2000,4,0.8,5,2,1,2,41,0,8.4,harrial01,11:00,0,GSW,0,11,41,0,1,1,IND,0,W (+16)
1,0.25,4,5,20-010,1,6,16/11/1999,9,0.474,19,3,0.429,7,7,1,16.9,odomla01,42:00:00,4,MIL,4,22,7,0,1,10,LAC,@,L (-8)
0,0,1,1,20-011,1,6,17/11/1999,8,0.381,21,6,0.667,9,8,1,10.8,odomla01,48:00:00,1,MIN,1,22,8,0,2,7,LAC,@,W (+4)
1,0.25,4,2,20-013,0,3,19/11/1999,6,0.375,16,3,0.5,6,9,1,2.7,odomla01,43:00:00,4,TOR,6,16,9,0,6,7,LAC,@,L (-6)
2,0.4,5,3,20-014,3,5,20/11/1999,8,0.533,15,3,0.75,4,10,1,15.4,odomla01,43:00:00,0,WAS,4,21,10,3,5,5,LAC,@,W (+9)
0,0,0,0,20-015,1,1,27/11/1999,0,0,1,0,0,0,11,0,-0.1,maggeco01,6:00,0,NYK,1,0,11,0,0,1,ORL,0,0
0,0,0,0,20-016,1,0,28/11/1999,3,0.75,4,2,1,2,12,0,5.4,maggeco01,12:00,1,DET,1,8,12,0,2,1,ORL,0,0
1,0.25,4,5,20-017,2,4,23/11/1999,8,0.471,17,7,0.875,8,11,1,17.8,odomla01,43:00:00,2,NYK,4,24,11,1,4,6,LAC,0,W (+5)
0,0,0,0,20-018,1,2,30/11/1999,3,0.333,9,0,0,0,13,0,2.2,maggeco01,18:00,2,SAC,1,6,13,0,1,4,ORL,0,0
0,0,1,6,20-020,1,8,26/11/1999,4,0.364,11,5,0.833,6,12,1,9,odomla01,38:00:00,0,SEA,2,13,12,2,6,8,LAC,@,L (-5)
3,0.75,4,6,20-021,2,3,27/11/1999,6,0.333,18,0,0,2,13,1,12,odomla01,45:00:00,3,POR,4,15,13,2,1,6,LAC,0,L (-17)
0,0,0,2,20-023,0,3,05/12/1999,2,0.4,5,5,0.833,6,14,0,7.4,maggeco01,20:00,0,LAL,2,9,14,1,1,3,ORL,0,0
0,0,1,4,20-024,0,4,30/11/1999,5,0.357,14,4,0.667,6,14,1,7.1,odomla01,40:00:00,1,PHO,5,14,14,2,3,5,LAC,0,L (-14)
0,0,0,0,20-025,0,3,07/12/1999,7,0.583,12,0,0,0,15,0,7.2,maggeco01,21:00,3,PHO,3,14,15,0,3,6,ORL,0,0
0,0,2,1,20-026,3,5,02/12/1999,7,0.5,14,8,1,8,15,1,16,odomla01,42:00:00,3,HOU,6,22,15,0,3,8,LAC,0,L (-13)
0,0,1,3,20-028,1,4,04/12/1999,5,0.385,13,2,0.5,4,16,1,8.3,odomla01,33:00:00,4,SEA,4,12,16,0,1,8,LAC,0,L (-13)
0,0,0,0,20-029,0,1,17/03/2000,2,0.667,3,1,0.5,2,42,0,0.3,harrial01,14:00,1,HOU,5,5,42,0,2,2,IND,0,W (+9)
0,0,0,3,20-029,1,7,11/12/1999,7,0.583,12,2,1,2,16,0,14.8,maggeco01,29:00:00,1,CHI,3,16,16,0,0,8,ORL,0,0
0,0,0,0,20-030,0,0,18/03/2000,0,0,0,2,1,2,43,0,0,harrial01,11:00,0,CHH,0,2,43,0,2,0,IND,0,W (+14)
1,0.25,4,4,20-030,2,6,06/12/1999,8,0.421,19,3,0.75,4,17,1,10.6,odomla01,45:00:00,1,MIA,4,20,17,0,4,7,LAC,0,L (-8)
1,0.2,5,4,20-032,0,1,08/12/1999,6,0.333,18,3,0.75,4,18,1,8.4,odomla01,42:00:00,1,ATL,2,16,18,3,3,2,LAC,@,L (-18)
0,0,0,1,20-033,0,1,21/03/2000,0,0,0,0,0,0,44,0,1,harrial01,6:00,0,NYK,0,0,44,0,0,1,IND,0,W (+4)
0,0,0,2,20-033,1,5,15/12/1999,3,0.429,7,6,0.667,9,17,0,11,maggeco01,30:00:00,3,MIL,2,12,17,1,2,8,ORL,0,0
0,0,0,0,20-033,0,0,14/03/2000,1,1,1,0,0,0,13,0,1.3,sundobr01,3:00,0,IND,1,2,13,0,0,0,DAL,0,W (+21)
0,0,0,0,20-034,0,1,10/12/1999,5,0.417,12,0,0,0,19,1,3,odomla01,20:00,3,DET,5,10,19,1,2,4,LAC,@,L (-24)
0,0,1,0,20-035,0,3,23/03/2000,3,0.429,7,3,0.75,4,45,0,7.5,harrial01,17:00,3,MIL,1,9,45,2,2,6,IND,0,L (-21)
0,0,0,2,20-035,1,5,17/12/1999,5,0.5,10,6,0.75,8,18,0,15.6,maggeco01,23:00,2,TOR,4,16,18,2,0,7,ORL,0,0
0,0,2,7,20-035,2,4,11/12/1999,3,0.214,14,2,0.667,3,20,1,5.8,odomla01,41:00:00,1,IND,1,8,20,1,2,5,LAC,@,L (-18)
0,0,0,0,20-035,0,0,16/03/2000,0,0,1,0,0,0,14,0,-2.1,sundobr01,3:00,0,SAS,1,0,14,0,1,0,DAL,@,W (+22)
0,0,0,1,20-036,0,2,18/12/1999,1,0.25,4,1,0.5,2,19,0,-0.5,maggeco01,20:00,2,CHI,1,3,19,0,3,4,ORL,0,0
0,0,0,5,20-037,0,2,13/12/1999,4,0.8,5,0,0,0,21,1,7.2,odomla01,25:00:00,2,VAN,6,8,21,1,3,4,LAC,0,W (+12)
0,0,0,1,20-038,0,2,26/03/2000,1,0.25,4,1,0.5,2,46,0,-0.3,harrial01,12:00,0,PHI,2,3,46,0,1,2,IND,0,L (-10)
0,0,0,0,20-038,1,3,20/12/1999,4,0.5,8,3,0.75,4,20,0,4.8,maggeco01,16:00,0,UTA,6,11,20,0,1,3,ORL,0,0
0,0,0,3,20-038,1,3,14/12/1999,0,0,4,2,0.5,4,22,1,-2.9,odomla01,22:00,0,LAL,5,2,22,0,3,3,LAC,@,L (-27)
1,0.333,3,0,20-040,0,4,28/03/2000,3,0.6,5,2,1,2,47,0,5,harrial01,23:00,1,NJN,4,9,47,0,2,5,IND,@,L (-5)
0,0,0,0,20-040,0,3,22/12/1999,2,0.333,6,0,0,0,21,0,0.5,maggeco01,18:00,2,CLE,1,4,21,0,2,5,ORL,0,0
0,0,0,0,20-041,1,1,23/12/1999,5,0.357,14,3,1,3,22,0,6,maggeco01,26:00:00,4,CHH,0,13,22,0,3,5,ORL,0,0
0,0,0,7,20-041,1,10,17/12/1999,7,0.35,20,9,0.6,15,23,1,13.5,odomla01,43:00:00,3,GSW,4,23,23,1,6,13,LAC,0,W (+1)
0,0,0,2,20-043,0,3,31/03/2000,1,0.333,3,1,0.5,2,48,0,2.4,harrial01,23:00,0,MIN,2,3,48,1,1,3,IND,0,W (+24)
2,0.5,4,3,20-043,4,2,19/12/1999,12,0.571,21,2,0.25,8,24,1,16.9,odomla01,39:00:00,3,VAN,6,28,24,0,4,5,LAC,@,L (-1)
0,0,0,0,20-045,0,0,02/04/2000,0,0,1,0,0,0,49,0,-1.1,harrial01,7:00,0,TOR,1,0,49,0,0,0,IND,@,W (+21)
0,0,0,0,20-045,0,2,27/12/1999,5,0.714,7,3,1,3,23,0,9.9,maggeco01,27:00:00,0,MIN,2,13,23,1,1,2,ORL,0,0
1,0.333,3,7,20-046,7,10,22/12/1999,9,0.529,17,3,0.75,4,25,1,25.6,odomla01,42:00:00,1,GSW,3,22,25,2,2,11,LAC,@,W (+4)
0,0,0,0,20-047,0,1,29/12/1999,2,0.4,5,2,1,2,24,0,3.5,maggeco01,14:00,1,MIA,2,6,24,0,0,2,ORL,0,0
1,1,1,3,20-047,4,6,23/12/1999,5,0.455,11,2,0.5,4,26,1,12.7,odomla01,22:00,3,SAC,4,13,26,0,1,9,LAC,0,W (+6)
0,0,0,0,20-048,0,2,05/04/2000,2,0.667,3,0,0,0,50,0,2.3,harrial01,9:00,0,NJN,0,4,50,0,1,2,IND,0,W (+4)
0,0,0,0,20-048,1,4,30/12/1999,1,0.5,2,0,0,0,25,0,1.6,maggeco01,15:00,1,NJN,0,2,25,0,2,5,ORL,0,0
0,0,1,3,20-050,3,9,26/12/1999,6,0.462,13,3,0.75,4,27,1,14.8,odomla01,36:00:00,2,BOS,6,15,27,5,4,11,LAC,0,W (+3)
0,0,0,0,20-051,0,2,02/01/2000,2,0.333,6,1,1,1,26,0,-0.7,maggeco01,14:00,1,MIA,4,5,26,0,2,3,ORL,0,0
0,0,0,2,20-052,1,5,03/01/2000,6,0.75,8,8,0.889,9,27,0,17.1,maggeco01,35:00:00,3,DET,5,20,27,1,4,8,ORL,0,0
0,0,0,5,20-052,0,6,28/12/1999,4,0.308,13,2,0.5,4,28,1,5.8,odomla01,31:00:00,4,DEN,5,10,28,0,2,10,LAC,@,L (-23)
0,0,0,3,20-054,0,2,05/01/2000,4,0.444,9,2,1,2,28,1,9.2,maggeco01,23:00,4,VAN,4,10,28,1,1,6,ORL,0,0
0,0,1,10,20-054,0,9,30/12/1999,2,0.154,13,6,0.75,8,29,1,9.2,odomla01,42:00:00,4,HOU,3,10,29,1,4,13,LAC,@,L (-22)
0,0,0,1,20-056,0,5,07/01/2000,7,0.7,10,0,0,0,29,1,7.8,maggeco01,20:00,2,NYK,4,14,29,0,4,7,ORL,0,0
0,0,0,0,20-057,1,2,08/01/2000,7,0.5,14,3,0.6,5,30,1,6.9,maggeco01,32:00:00,2,SAS,5,17,30,2,5,4,ORL,0,0
0,0,0,2,20-059,0,0,10/01/2000,0,0,4,0,0,0,31,1,0.2,maggeco01,12:00,0,NJN,1,0,31,2,0,0,ORL,0,0
1,0.333,3,3,20-059,2,7,04/01/2000,9,0.474,19,3,0.6,5,30,1,18.8,odomla01,40:00:00,5,LAL,2,22,30,2,3,12,LAC,0,L (-24)
1,0.25,4,5,20-060,3,8,05/01/2000,9,0.474,19,7,0.875,8,31,1,23.9,odomla01,44:00:00,4,LAL,2,26,31,2,4,12,LAC,@,L (-17)
0,0,0,1,20-061,0,0,12/01/2000,0,0,1,0,0,0,32,0,-0.4,maggeco01,8:00,0,TOR,1,0,32,0,0,0,ORL,0,0
0,0,0,0,20-063,0,0,14/01/2000,4,0.444,9,6,0.75,8,33,0,9.4,maggeco01,15:00,3,PHI,3,14,33,0,0,3,ORL,0,0
0,0,3,4,20-063,1,5,08/01/2000,2,0.182,11,4,1,4,32,1,6.4,odomla01,38:00:00,1,IND,1,8,32,2,2,6,LAC,0,W (+13)
0,0,0,5,20-064,0,2,26/11/1999,6,0.75,8,3,0.75,4,1,0,18.5,davisri01,21:00,0,WAS,0,15,1,3,0,2,CHH,0,W (+33)
0,0,0,0,20-064,0,3,15/01/2000,2,0.286,7,2,0.5,4,34,0,0.5,maggeco01,18:00,1,IND,3,6,34,1,2,4,ORL,0,0
0,0,1,2,20-065,0,0,27/11/1999,1,0.25,4,1,0.5,2,2,0,-1.5,davisri01,14:00,1,CLE,2,3,2,0,3,1,CHH,@,L (-17)
3,0.75,4,2,20-065,0,6,10/01/2000,8,0.571,14,9,1,9,33,1,19.9,odomla01,36:00:00,1,CLE,6,28,33,1,4,7,LAC,@,L (-5)
0,0,0,1,20-066,0,3,17/01/2000,1,0.25,4,0,0,0,35,0,-0.3,maggeco01,11:00,1,GSW,3,2,35,0,1,4,ORL,0,0
4,0.571,7,2,20-067,2,7,12/01/2000,10,0.476,21,2,1,2,34,1,17.6,odomla01,42:00:00,2,BOS,5,26,34,0,2,9,LAC,@,L (-7)
1,1,1,4,20-068,0,4,13/01/2000,11,0.846,13,3,0.6,5,35,1,23.3,odomla01,42:00:00,0,NJN,3,26,35,1,1,4,LAC,@,L (-5)
0,0,1,1,20-069,0,1,01/12/1999,2,0.286,7,0,0,0,3,0,-0.4,davisri01,11:00,1,POR,0,4,3,0,2,2,CHH,@,L (-4)
0,0,1,0,20-069,1,2,20/01/2000,9,0.818,11,0,0,0,36,0,10.4,maggeco01,26:00:00,2,SAC,3,18,36,0,5,4,ORL,0,0
