,G,Opponent,Home_away,Tm,Opp
0,1,Atlanta Hawks,0,90,82
1,2,Atlanta Hawks,0,105,97
2,3,Atlanta Hawks,1,105,89
4,4,New York Knicks,1,107,105
5,5,New York Knicks,1,77,96
6,6,New York Knicks,0,97,95
7,7,New York Knicks,0,98,84
8,8,New York Knicks,1,95,96
9,9,New York Knicks,0,82,92
10,10,New York Knicks,1,97,95
12,11,Orlando Magic,1,101,105
13,12,Orlando Magic,1,114,119
14,13,Orlando Magic,0,105,100
15,14,Orlando Magic,0,94,93
16,15,Orlando Magic,1,106,108
17,16,Orlando Magic,0,123,96
18,17,Orlando Magic,1,81,105
