,G,Opponent,Home_away,Tm,Opp
0,1,Washington Bullets,0,93,90
1,2,Detroit Pistons,0,115,118
2,3,Boston Celtics,1,104,111
3,4,Washington Bullets,1,115,119
4,5,San Diego Clippers,0,100,95
5,6,Detroit Pistons,1,91,115
6,7,Philadelphia 76ers,1,117,108
7,8,Chicago Bulls,0,119,115
8,9,Milwaukee Bucks,1,103,115
9,10,Golden State Warriors,0,124,122
10,11,Houston Rockets,0,98,109
11,12,Milwaukee Bucks,0,98,109
12,13,New York Knicks,1,94,90
13,14,Philadelphia 76ers,0,106,121
14,15,Washington Bullets,0,85,87
15,16,Atlanta Hawks,1,98,117
16,17,Milwaukee Bucks,0,105,125
17,18,Cleveland Cavaliers,0,111,103
18,19,Cleveland Cavaliers,1,89,109
19,20,Denver Nuggets,0,130,126
21,21,New York Knicks,0,108,100
22,22,Milwaukee Bucks,1,108,120
23,23,Atlanta Hawks,0,101,107
24,24,Houston Rockets,1,107,114
25,25,Chicago Bulls,1,127,131
26,26,Cleveland Cavaliers,1,98,100
27,27,New York Knicks,0,87,81
28,28,Denver Nuggets,1,150,155
29,29,Utah Jazz,1,115,114
30,30,Golden State Warriors,1,105,114
31,31,Portland Trail Blazers,1,117,119
32,32,Seattle SuperSonics,1,108,104
33,33,Phoenix Suns,0,101,108
34,34,New Jersey Nets,0,114,120
35,35,Chicago Bulls,0,123,126
36,36,Philadelphia 76ers,1,105,114
37,37,Boston Celtics,0,126,130
38,38,San Diego Clippers,1,95,100
39,39,Phoenix Suns,1,118,117
40,40,Los Angeles Lakers,1,102,105
42,41,Dallas Mavericks,0,126,134
43,42,San Antonio Spurs,0,138,143
44,43,Kansas City Kings,0,133,122
45,44,New Jersey Nets,1,111,120
46,45,Detroit Pistons,0,141,135
47,46,Boston Celtics,0,93,102
48,47,Washington Bullets,1,99,103
49,48,New York Knicks,1,99,105
50,49,New Jersey Nets,1,90,105
51,50,Cleveland Cavaliers,0,95,99
52,51,Chicago Bulls,1,113,110
53,52,Chicago Bulls,0,113,117
54,53,Milwaukee Bucks,1,94,121
55,54,Los Angeles Lakers,0,112,126
56,55,New Jersey Nets,0,108,110
57,56,New York Knicks,0,101,113
58,57,Atlanta Hawks,0,107,125
59,58,Atlanta Hawks,1,106,109
60,59,Kansas City Kings,1,103,120
61,60,Chicago Bulls,1,98,106
63,61,Detroit Pistons,1,101,107
64,62,Portland Trail Blazers,0,97,101
65,63,Seattle SuperSonics,0,121,127
66,64,Detroit Pistons,0,118,114
67,65,Philadelphia 76ers,0,128,132
68,66,Dallas Mavericks,1,105,120
69,67,San Antonio Spurs,1,118,138
70,68,Atlanta Hawks,0,102,111
71,69,Detroit Pistons,1,96,109
72,70,Utah Jazz,0,119,117
73,71,Washington Bullets,1,101,120
74,72,Boston Celtics,0,130,101
75,73,Boston Celtics,1,116,142
76,74,Washington Bullets,0,109,123
77,75,Atlanta Hawks,1,99,109
78,76,New Jersey Nets,1,110,121
79,77,Philadelphia 76ers,1,118,126
80,78,Cleveland Cavaliers,1,105,110
81,79,New York Knicks,1,92,121
82,80,Milwaukee Bucks,0,113,90
84,81,Cleveland Cavaliers,0,124,132
85,82,New Jersey Nets,0,99,112
