,G,Opponent,Home_away,Tm,Opp
0,1,Chicago Bulls,0,96,94
1,2,New York Knicks,1,106,99
2,3,Philadelphia 76ers,1,99,107
3,4,Boston Celtics,1,94,111
4,5,New Jersey Nets,1,86,89
5,6,Cleveland Cavaliers,0,109,102
6,7,Phoenix Suns,1,93,95
7,8,San Diego Clippers,1,123,114
8,9,Los Angeles Lakers,1,123,124
9,10,Houston Rockets,0,82,102
10,11,Kansas City Kings,0,102,99
11,12,Atlanta Hawks,1,100,107
12,13,New York Knicks,0,127,112
13,14,Cleveland Cavaliers,1,108,102
14,15,Philadelphia 76ers,0,112,124
15,16,Washington Bullets,1,92,90
16,17,Boston Celtics,0,90,87
17,18,Detroit Pistons,0,105,95
18,19,Chicago Bulls,1,116,118
19,20,Utah Jazz,0,113,77
21,21,Milwaukee Bucks,1,100,103
22,22,New Jersey Nets,0,101,88
23,23,Milwaukee Bucks,0,96,104
24,24,Detroit Pistons,1,100,96
25,25,Cleveland Cavaliers,0,109,73
26,26,Atlanta Hawks,0,92,88
27,27,Washington Bullets,1,98,115
28,28,New York Knicks,0,106,112
29,29,New Jersey Nets,1,103,95
30,30,Milwaukee Bucks,0,96,107
31,31,Washington Bullets,0,103,107
32,32,Phoenix Suns,0,87,82
33,33,Utah Jazz,1,102,108
34,34,Golden State Warriors,1,106,115
35,35,Portland Trail Blazers,1,93,105
36,36,Seattle SuperSonics,1,86,106
37,37,Los Angeles Lakers,0,92,97
38,38,Chicago Bulls,0,116,103
39,39,Chicago Bulls,1,100,110
40,40,Boston Celtics,1,103,112
42,41,Philadelphia 76ers,0,105,112
43,42,San Antonio Spurs,1,107,98
44,43,Houston Rockets,1,94,104
45,44,Boston Celtics,0,105,109
46,45,Cleveland Cavaliers,1,104,108
47,46,Denver Nuggets,0,131,114
48,47,Dallas Mavericks,0,89,95
49,48,Milwaukee Bucks,0,101,108
50,49,Philadelphia 76ers,1,96,102
51,50,Cleveland Cavaliers,1,110,109
52,51,Portland Trail Blazers,0,107,91
53,52,Milwaukee Bucks,1,93,104
54,53,San Diego Clippers,0,119,114
55,54,Detroit Pistons,1,100,115
56,55,New Jersey Nets,0,118,107
57,56,New York Knicks,0,118,87
58,57,San Antonio Spurs,0,108,100
59,58,Detroit Pistons,0,112,101
60,59,Denver Nuggets,1,132,124
61,60,Kansas City Kings,1,82,120
63,61,Dallas Mavericks,1,108,106
64,62,Golden State Warriors,0,85,92
65,63,Boston Celtics,1,100,121
66,64,Washington Bullets,1,105,110
67,65,Atlanta Hawks,1,90,110
68,66,Seattle SuperSonics,0,109,96
69,67,Philadelphia 76ers,1,95,112
70,68,New Jersey Nets,0,104,101
71,69,Washington Bullets,0,106,114
72,70,Atlanta Hawks,0,87,100
73,71,Chicago Bulls,0,102,101
74,72,New York Knicks,1,104,108
75,73,Detroit Pistons,0,108,106
76,74,Detroit Pistons,1,102,105
77,75,Milwaukee Bucks,1,115,129
78,76,Washington Bullets,0,85,97
79,77,Cleveland Cavaliers,0,100,97
80,78,New Jersey Nets,1,86,115
81,79,Philadelphia 76ers,0,89,93
82,80,Atlanta Hawks,0,108,102
84,81,Atlanta Hawks,1,91,109
85,82,Chicago Bulls,1,104,112
