,G,Opponent,Home_away,Tm,Opp
0,1,Atlanta Hawks,0,93,101
1,2,Atlanta Hawks,0,101,85
2,3,Atlanta Hawks,1,85,98
3,4,Atlanta Hawks,1,91,88
4,5,Atlanta Hawks,0,97,107
5,6,Atlanta Hawks,1,95,88
6,7,Atlanta Hawks,0,92,80
8,8,Washington Wizards,0,96,102
9,9,Washington Wizards,0,86,82
10,10,Washington Wizards,1,85,63
11,11,Washington Wizards,1,95,92
12,12,Washington Wizards,0,79,102
13,13,Washington Wizards,1,93,80
15,14,Miami Heat,0,107,96
16,15,Miami Heat,0,83,87
17,16,Miami Heat,1,87,99
18,17,Miami Heat,1,90,102
19,18,Miami Heat,0,93,90
20,19,Miami Heat,1,92,117
