,G,Opponent,Home_away,Tm,Opp
0,1,San Antonio Spurs,1,82,95
1,2,Oklahoma City Thunder,0,95,98
2,3,Houston Rockets,0,113,93
3,4,Chicago Bulls,1,64,104
4,5,Sacramento Kings,0,113,96
5,6,Minnesota Timberwolves,1,90,86
6,7,Utah Jazz,1,85,94
7,8,Los Angeles Lakers,1,82,90
8,9,Oklahoma City Thunder,0,95,100
9,10,New York Knicks,0,94,83
10,11,New Orleans Hornets,0,108,99
11,12,Chicago Bulls,0,102,86
12,13,New Orleans Hornets,1,93,87
13,14,Detroit Pistons,1,98,81
14,15,Sacramento Kings,0,128,95
15,16,Golden State Warriors,1,91,90
16,17,Portland Trail Blazers,1,84,97
17,18,Los Angeles Clippers,1,91,98
18,19,Phoenix Suns,1,84,86
19,20,San Antonio Spurs,0,73,83
21,21,Denver Nuggets,0,100,97
22,22,Atlanta Hawks,1,96,77
23,23,Oklahoma City Thunder,1,94,101
24,24,Boston Celtics,1,80,98
25,25,San Antonio Spurs,0,84,89
26,26,Minnesota Timberwolves,0,85,80
27,27,Indiana Pacers,0,98,92
28,28,Utah Jazz,0,88,98
29,29,Houston Rockets,0,93,83
30,30,New Jersey Nets,1,105,100
31,31,Denver Nuggets,0,103,102
32,32,Golden State Warriors,0,104,103
33,33,Houston Rockets,1,93,97
34,34,Philadelphia 76ers,0,89,76
35,35,Dallas Mavericks,0,96,85
36,36,Toronto Raptors,1,102,99
37,37,Detroit Pistons,0,100,83
38,38,Golden State Warriors,1,110,92
39,39,Phoenix Suns,1,91,98
40,40,Denver Nuggets,1,94,91
42,41,Los Angeles Lakers,0,111,116
43,42,Toronto Raptors,0,110,114
44,43,Washington Wizards,0,97,92
45,44,Sacramento Kings,1,110,119
46,45,Portland Trail Blazers,1,93,97
47,46,Los Angeles Clippers,1,85,101
48,47,Los Angeles Lakers,1,102,96
49,48,Minnesota Timberwolves,0,93,86
50,49,Houston Rockets,1,89,98
51,50,Milwaukee Bucks,1,99,95
52,51,Oklahoma City Thunder,1,94,88
53,52,Golden State Warriors,0,98,94
54,53,Dallas Mavericks,1,85,95
55,54,Miami Heat,1,97,82
56,55,Dallas Mavericks,0,94,89
57,56,Los Angeles Clippers,0,94,85
58,57,Phoenix Suns,0,104,93
59,58,San Antonio Spurs,1,97,107
60,59,Utah Jazz,0,103,98
61,60,New Orleans Hornets,1,75,88
63,61,Minnesota Timberwolves,1,91,84
64,62,New Orleans Hornets,0,103,91
65,63,Charlotte Bobcats,1,85,80
66,64,Portland Trail Blazers,0,93,89
67,65,Cleveland Cavaliers,0,109,101
68,66,Orlando Magic,0,88,76
