,G,Opponent,Home_away,Tm,Opp
0,1,Atlanta Hawks,0,104,119
1,2,Dallas Mavericks,1,91,90
2,3,Minnesota Timberwolves,0,109,89
3,4,Los Angeles Lakers,1,105,124
4,5,Golden State Warriors,1,109,115
5,6,Phoenix Suns,1,118,123
6,7,Sacramento Kings,1,100,91
7,8,Phoenix Suns,0,109,99
8,9,Dallas Mavericks,0,91,106
9,10,Boston Celtics,0,110,116
10,11,Orlando Magic,1,72,89
11,12,Portland Trail Blazers,0,99,100
12,13,Washington Wizards,1,86,89
13,14,Miami Heat,0,97,95
14,15,Detroit Pistons,0,105,84
15,16,Golden State Warriors,0,116,111
16,17,Cleveland Cavaliers,1,86,92
17,18,Los Angeles Lakers,0,98,96
18,19,Atlanta Hawks,1,109,112
19,20,Houston Rockets,0,111,127
21,21,Denver Nuggets,1,107,108
22,22,Utah Jazz,1,85,94
23,23,Phoenix Suns,1,104,98
24,24,Los Angeles Clippers,1,84,83
25,25,Portland Trail Blazers,0,86,73
26,26,Charlotte Bobcats,0,113,80
27,27,Houston Rockets,1,87,103
28,28,San Antonio Spurs,1,106,112
29,29,New Jersey Nets,0,94,101
30,30,Indiana Pacers,1,104,90
31,31,Toronto Raptors,0,96,85
32,32,Sacramento Kings,1,98,100
33,33,Utah Jazz,1,92,98
34,34,Los Angeles Lakers,1,104,85
35,35,Oklahoma City Thunder,0,110,105
36,36,Utah Jazz,0,110,99
37,37,Oklahoma City Thunder,1,100,109
38,38,Charlotte Bobcats,1,82,96
39,39,Detroit Pistons,1,107,99
40,40,Dallas Mavericks,0,89,70
42,41,Chicago Bulls,0,84,96
43,42,New Orleans Hornets,1,102,103
44,43,Houston Rockets,0,115,110
45,44,Milwaukee Bucks,1,94,81
46,45,Toronto Raptors,1,100,98
47,46,New Jersey Nets,1,88,93
48,47,Philadelphia 76ers,1,99,94
49,48,Washington Wizards,0,107,93
50,49,Orlando Magic,0,100,97
51,50,Minnesota Timberwolves,1,102,84
52,51,Cleveland Cavaliers,0,112,105
53,52,Houston Rockets,1,93,95
54,53,Los Angeles Lakers,0,84,93
55,54,Oklahoma City Thunder,1,105,101
56,55,Milwaukee Bucks,0,89,86
57,56,Denver Nuggets,0,116,108
58,57,Philadelphia 76ers,0,102,91
59,58,Denver Nuggets,1,107,120
60,59,Minnesota Timberwolves,1,104,95
61,60,Sacramento Kings,0,120,92
63,61,San Antonio Spurs,1,88,95
64,62,San Antonio Spurs,0,109,93
65,63,New Orleans Hornets,0,91,98
66,64,Dallas Mavericks,1,104,103
67,65,Oklahoma City Thunder,0,107,101
68,66,New York Knicks,0,108,110
69,67,Miami Heat,1,85,118
70,68,Los Angeles Clippers,0,105,82
71,69,New York Knicks,1,99,120
72,70,Indiana Pacers,0,99,78
73,71,Utah Jazz,0,103,85
74,72,Boston Celtics,1,90,87
75,73,Chicago Bulls,1,96,99
76,74,San Antonio Spurs,0,111,104
77,75,Golden State Warriors,0,110,91
78,76,New Orleans Hornets,1,93,81
79,77,Minnesota Timberwolves,0,106,89
80,78,Los Angeles Clippers,0,81,82
81,79,Sacramento Kings,0,101,96
82,80,New Orleans Hornets,0,111,89
84,81,Portland Trail Blazers,1,89,102
85,82,Los Angeles Clippers,1,103,110
