,G,Opponent,Home_away,Tm,Opp
0,1,Utah Jazz,0,101,85
1,2,Denver Nuggets,0,109,93
2,3,San Diego Clippers,0,88,81
3,4,Utah Jazz,1,107,92
4,5,Los Angeles Lakers,1,99,82
5,6,Golden State Warriors,0,91,74
6,7,Kansas City Kings,0,90,88
7,8,Denver Nuggets,1,88,87
8,9,Chicago Bulls,0,95,93
9,10,Phoenix Suns,0,88,89
10,11,Golden State Warriors,1,106,111
11,12,San Diego Clippers,1,123,102
12,13,San Antonio Spurs,0,127,124
13,14,Indiana Pacers,1,90,97
14,15,Milwaukee Bucks,1,89,98
15,16,Chicago Bulls,1,94,90
16,17,Kansas City Kings,1,112,109
17,18,Milwaukee Bucks,0,92,101
18,19,Phoenix Suns,1,97,98
19,20,Cleveland Cavaliers,0,103,96
21,21,Seattle SuperSonics,0,100,95
22,22,Los Angeles Lakers,0,114,99
23,23,Seattle SuperSonics,1,90,94
24,24,Phoenix Suns,0,86,87
25,25,Atlanta Hawks,1,99,106
26,26,San Antonio Spurs,1,100,107
27,27,Houston Rockets,1,112,120
28,28,Utah Jazz,1,82,87
29,29,Chicago Bulls,0,93,95
30,30,San Diego Clippers,0,96,98
31,31,Chicago Bulls,1,93,104
32,32,Kansas City Kings,1,85,124
33,33,Denver Nuggets,0,106,98
34,34,Houston Rockets,0,123,101
35,35,Denver Nuggets,1,106,114
36,36,New Jersey Nets,0,100,97
37,37,New York Knicks,0,103,111
38,38,Golden State Warriors,0,113,91
39,39,Phoenix Suns,1,99,119
40,40,Seattle SuperSonics,1,97,126
42,41,Seattle SuperSonics,0,100,107
43,42,Washington Bullets,0,109,99
44,43,Golden State Warriors,1,92,111
45,44,Utah Jazz,0,115,97
46,45,Detroit Pistons,0,119,102
47,46,Indiana Pacers,0,118,122
48,47,New Jersey Nets,1,128,107
49,48,Washington Bullets,1,95,127
50,49,Philadelphia 76ers,1,110,121
51,50,Boston Celtics,1,93,111
52,51,Milwaukee Bucks,1,88,89
53,52,Los Angeles Lakers,0,111,103
54,53,Denver Nuggets,1,96,100
55,54,Milwaukee Bucks,0,96,103
56,55,Kansas City Kings,0,94,93
57,56,Kansas City Kings,1,105,99
58,57,San Diego Clippers,1,104,118
59,58,Atlanta Hawks,0,89,95
60,59,Los Angeles Lakers,1,103,129
61,60,Boston Celtics,0,91,106
63,61,Golden State Warriors,0,103,98
64,62,New York Knicks,1,103,113
65,63,Detroit Pistons,1,130,107
66,64,Cleveland Cavaliers,1,115,100
67,65,Philadelphia 76ers,0,96,98
68,66,Utah Jazz,0,87,91
69,67,Chicago Bulls,0,110,107
70,68,Seattle SuperSonics,0,97,98
71,69,Utah Jazz,1,110,117
72,70,Denver Nuggets,0,113,104
73,71,Los Angeles Lakers,0,142,121
74,72,Los Angeles Lakers,1,94,102
75,73,Milwaukee Bucks,1,110,120
76,74,Chicago Bulls,1,108,110
77,75,Milwaukee Bucks,0,123,122
78,76,Golden State Warriors,1,115,113
79,77,Phoenix Suns,0,100,111
80,78,San Diego Clippers,0,98,91
81,79,Kansas City Kings,0,106,102
82,80,San Diego Clippers,1,96,93
84,81,Phoenix Suns,1,100,114
85,82,Seattle SuperSonics,1,104,135
