,G,Opponent,Home_away,Tm,Opp
0,1,Indiana Pacers,0,78,79
1,2,Indiana Pacers,0,116,98
2,3,Indiana Pacers,1,92,87
3,4,Indiana Pacers,1,88,85
5,5,Toronto Raptors,0,93,96
6,6,Toronto Raptors,0,97,92
7,7,Toronto Raptors,1,78,102
8,8,Toronto Raptors,1,84,79
9,9,Toronto Raptors,0,121,88
10,10,Toronto Raptors,1,89,101
11,11,Toronto Raptors,0,88,87
13,12,Milwaukee Bucks,0,93,85
14,13,Milwaukee Bucks,0,78,92
15,14,Milwaukee Bucks,1,74,80
16,15,Milwaukee Bucks,1,89,83
17,16,Milwaukee Bucks,0,89,88
18,17,Milwaukee Bucks,1,100,110
19,18,Milwaukee Bucks,0,108,91
21,19,Los Angeles Lakers,1,107,101
22,20,Los Angeles Lakers,1,89,98
23,21,Los Angeles Lakers,0,91,96
24,22,Los Angeles Lakers,0,86,100
25,23,Los Angeles Lakers,0,96,108
