,G,Opponent,Home_away,Tm,Opp
0,1,Miami Heat,0,87,97
1,2,Atlanta Hawks,0,101,104
2,3,Indiana Pacers,1,86,99
3,4,Washington Wizards,1,115,116
4,5,Indiana Pacers,0,101,75
5,6,Cleveland Cavaliers,0,116,123
6,7,New York Knicks,1,106,96
7,8,Oklahoma City Thunder,1,103,109
8,9,Dallas Mavericks,1,90,99
9,10,San Antonio Spurs,1,93,116
10,11,Cleveland Cavaliers,1,93,101
11,12,Toronto Raptors,0,86,94
12,13,Milwaukee Bucks,0,90,79
13,14,Washington Wizards,1,114,116
14,15,Toronto Raptors,1,90,106
15,16,Miami Heat,1,90,99
16,17,New Jersey Nets,0,102,86
17,18,Portland Trail Blazers,0,88,79
18,19,Atlanta Hawks,1,88,93
19,20,Charlotte Bobcats,0,109,91
21,21,Cleveland Cavaliers,0,117,97
22,22,Boston Celtics,0,101,102
23,23,New Orleans Hornets,0,88,70
24,24,New Jersey Nets,1,82,77
25,25,Los Angeles Clippers,0,105,91
26,26,Los Angeles Lakers,0,81,93
27,27,Orlando Magic,1,97,89
28,28,Chicago Bulls,1,76,121
29,29,Boston Celtics,1,80,84
30,30,Denver Nuggets,1,95,89
31,31,Golden State Warriors,1,95,110
32,32,Phoenix Suns,1,123,110
33,33,Los Angeles Lakers,1,98,102
34,34,New Orleans Hornets,1,77,84
35,35,Washington Wizards,0,109,97
36,36,Chicago Bulls,0,105,99
37,37,Detroit Pistons,1,109,112
38,38,Indiana Pacers,0,103,111
39,39,Milwaukee Bucks,0,95,94
40,40,Charlotte Bobcats,0,96,92
42,41,Orlando Magic,1,98,99
43,42,Charlotte Bobcats,1,97,100
44,43,Utah Jazz,0,96,85
45,44,Phoenix Suns,0,105,95
46,45,Toronto Raptors,1,107,94
47,46,Memphis Grizzlies,0,94,99
48,47,Denver Nuggets,0,110,99
49,48,New Jersey Nets,1,106,92
50,49,New York Knicks,0,100,98
51,50,New York Knicks,1,103,117
52,51,Atlanta Hawks,1,117,83
53,52,Orlando Magic,0,95,99
54,53,San Antonio Spurs,0,77,71
55,54,Minnesota Timberwolves,1,107,87
56,55,Memphis Grizzlies,1,91,102
57,56,Houston Rockets,1,114,105
58,57,Washington Wizards,0,117,94
59,58,Detroit Pistons,0,110,94
60,59,Cleveland Cavaliers,1,95,91
61,60,Dallas Mavericks,0,93,101
63,61,Minnesota Timberwolves,0,111,100
64,62,Golden State Warriors,0,125,117
65,63,Indiana Pacers,1,110,100
66,64,Oklahoma City Thunder,0,105,110
67,65,Boston Celtics,0,89,86
68,66,Milwaukee Bucks,1,74,102
69,67,Utah Jazz,1,107,112
70,68,Los Angeles Clippers,1,104,94
71,69,Sacramento Kings,1,102,80
72,70,Portland Trail Blazers,1,101,110
73,71,Atlanta Hawks,0,105,100
74,72,Miami Heat,1,99,111
75,73,Sacramento Kings,0,111,114
76,74,Chicago Bulls,1,97,85
77,75,Houston Rockets,0,108,97
78,76,New Jersey Nets,0,115,90
79,77,Milwaukee Bucks,1,87,93
80,78,Boston Celtics,1,82,99
81,79,New York Knicks,0,92,97
82,80,Toronto Raptors,0,98,93
84,81,Orlando Magic,0,85,95
85,82,Detroit Pistons,0,100,104
