,G,Opponent,Home_away,Tm,Opp
0,1,Washington Bullets,0,111,96
1,2,Washington Bullets,1,112,104
3,3,Atlanta Hawks,0,107,104
4,4,Atlanta Hawks,0,99,92
5,5,Atlanta Hawks,1,93,105
6,6,Atlanta Hawks,1,107,83
7,7,Atlanta Hawks,0,105,100
9,8,Boston Celtics,1,96,93
10,9,Boston Celtics,1,90,96
11,10,Boston Celtics,0,99,97
12,11,Boston Celtics,0,102,90
13,12,Boston Celtics,1,105,94
15,13,Los Angeles Lakers,1,102,109
16,14,Los Angeles Lakers,1,107,104
17,15,Los Angeles Lakers,0,101,111
18,16,Los Angeles Lakers,0,105,102
19,17,Los Angeles Lakers,1,103,108
20,18,Los Angeles Lakers,0,107,123
