,G,Opponent,Home_away,Tm,Opp
0,1,Cincinnati Royals,0,116,120
1,2,Cincinnati Royals,1,123,102
2,3,Cincinnati Royals,0,121,106
3,4,Cincinnati Royals,1,112,94
5,5,Boston Celtics,0,127,113
6,6,Boston Celtics,1,107,102
7,7,Boston Celtics,0,115,104
8,8,Boston Celtics,1,117,121
9,9,Boston Celtics,0,140,116
11,10,San Francisco Warriors,0,141,135
12,11,San Francisco Warriors,0,126,95
13,12,San Francisco Warriors,1,124,130
14,13,San Francisco Warriors,1,122,108
15,14,San Francisco Warriors,0,109,117
16,15,San Francisco Warriors,1,125,122
