,G,Opponent,Home_away,Tm,Opp
0,1,Kentucky Colonels,0,127,95
1,2,Denver Rockets,0,115,103
2,3,Texas Chaparrals,0,134,113
3,4,The Floridians,0,123,97
4,5,Carolina Cougars,1,125,113
5,6,Texas Chaparrals,1,122,118
6,7,Utah Stars,1,118,124
7,8,Denver Rockets,1,116,122
8,9,Memphis Pros,1,113,99
9,10,The Floridians,1,104,116
10,11,Utah Stars,0,99,102
11,12,Memphis Pros,0,93,98
12,13,Utah Stars,0,103,111
13,14,Kentucky Colonels,0,130,112
14,15,Pittsburgh Condors,1,135,132
15,16,Carolina Cougars,1,128,119
16,17,Utah Stars,1,125,122
17,18,Denver Rockets,1,119,114
18,19,Texas Chaparrals,1,126,140
19,20,Virginia Squires,1,103,110
21,21,Virginia Squires,0,109,100
22,22,New York Nets,1,97,99
23,23,Denver Rockets,0,130,107
24,24,Memphis Pros,0,100,106
25,25,Carolina Cougars,0,150,116
26,26,New York Nets,1,129,108
27,27,Carolina Cougars,1,155,148
28,28,Texas Chaparrals,1,124,118
29,29,Kentucky Colonels,1,110,125
30,30,New York Nets,1,129,117
31,31,Texas Chaparrals,0,117,131
32,32,Pittsburgh Condors,0,144,115
33,33,The Floridians,0,131,123
34,34,Virginia Squires,0,128,146
35,35,The Floridians,1,115,92
36,36,Memphis Pros,0,106,109
37,37,Denver Rockets,1,106,116
38,38,Kentucky Colonels,1,134,132
39,39,The Floridians,0,111,99
40,40,Memphis Pros,1,92,88
42,41,Utah Stars,0,111,106
43,42,New York Nets,0,116,88
44,43,Utah Stars,0,111,101
45,44,Virginia Squires,0,125,119
46,45,Pittsburgh Condors,1,115,107
47,46,Kentucky Colonels,0,137,124
48,47,Utah Stars,1,106,116
49,48,Denver Rockets,1,118,106
50,49,Virginia Squires,1,128,130
51,50,Memphis Pros,1,102,108
52,51,New York Nets,0,116,100
53,52,Denver Rockets,0,127,123
54,53,Denver Rockets,1,124,104
55,54,Utah Stars,1,111,120
56,55,New York Nets,0,110,109
57,56,Denver Rockets,0,131,133
58,57,Texas Chaparrals,0,115,104
59,58,Pittsburgh Condors,0,120,109
60,59,Memphis Pros,0,116,111
61,60,Texas Chaparrals,0,118,119
63,61,Kentucky Colonels,1,126,121
64,62,The Floridians,1,121,107
65,63,Memphis Pros,1,102,99
66,64,Texas Chaparrals,1,117,113
67,65,Utah Stars,1,109,112
68,66,Pittsburgh Condors,1,110,113
69,67,Memphis Pros,0,122,98
70,68,Utah Stars,1,98,97
71,69,Texas Chaparrals,1,124,112
72,70,Kentucky Colonels,1,127,122
73,71,Carolina Cougars,0,118,105
74,72,Memphis Pros,0,122,113
75,73,Utah Stars,0,106,95
76,74,Virginia Squires,1,111,129
77,75,Denver Rockets,0,131,121
78,76,Pittsburgh Condors,0,130,119
79,77,Texas Chaparrals,0,123,109
80,78,Kentucky Colonels,0,120,109
81,79,Utah Stars,0,110,106
82,80,Denver Rockets,1,129,110
84,81,Texas Chaparrals,1,127,126
85,82,Denver Rockets,0,146,126
86,83,Carolina Cougars,0,112,114
87,84,Texas Chaparrals,0,129,133
