,Rk,G,Date,Age,Tm, ,Opp, .1,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
0,1,1,1999-11-02,27-306,SEA,@,LAC,W (+12),1,30:00,3,8,.375,1,5,.200,2,2,1.000,0,6,6,3,4,0,2,1,9,10.1
1,2,2,1999-11-04,27-308,SEA,,DAL,W (+10),1,28:00,3,6,.500,0,3,.000,0,0,,0,8,8,3,1,0,1,4,6,5.9
2,3,3,1999-11-06,27-310,SEA,,UTA,W (+5),1,28:00,1,2,.500,1,2,.500,0,0,,0,3,3,8,1,0,2,4,3,5.9
3,4,4,1999-11-08,27-312,SEA,@,PHI,L (-19),1,40:00,4,10,.400,2,7,.286,1,1,1.000,2,7,9,3,3,0,0,3,11,13.0
4,5,5,1999-11-10,27-314,SEA,@,WAS,W (+14),1,30:00,5,8,.625,3,6,.500,0,0,,0,2,2,3,3,0,2,1,13,12.7
5,6,6,1999-11-11,27-315,SEA,@,CLE,W (+6),1,34:00,6,11,.545,4,7,.571,1,1,1.000,0,0,0,5,0,1,2,5,17,11.9
6,7,7,1999-11-13,27-317,SEA,@,DET,L (-8),1,26:00,4,9,.444,2,7,.286,1,3,.333,1,3,4,0,0,0,3,5,11,2.1
7,8,8,1999-11-15,27-319,SEA,@,NJN,W (+8),1,30:00,5,9,.556,0,4,.000,3,4,.750,2,2,4,5,1,0,1,3,13,12.6
8,9,9,1999-11-17,27-321,SEA,,GSW,W (+3),1,31:00,5,9,.556,0,3,.000,3,5,.600,0,5,5,7,2,1,1,2,13,15.2
9,10,10,1999-11-18,27-322,SEA,@,VAN,W (+2),1,37:00,5,11,.455,4,8,.500,5,6,.833,1,3,4,2,2,0,0,0,19,17.9
10,11,11,1999-11-20,27-324,SEA,,HOU,W (+3),1,21:00,1,5,.200,0,2,.000,0,0,,0,0,0,2,1,2,0,2,2,1.9
11,12,12,1999-11-26,27-330,SEA,,LAC,W (+5),1,36:00,4,8,.500,4,6,.667,2,2,1.000,0,3,3,7,1,0,2,2,14,14.0
12,13,13,1999-11-28,27-332,SEA,,IND,W (+11),1,34:00,3,8,.375,1,5,.200,2,2,1.000,0,6,6,6,2,0,1,1,9,11.2
13,14,14,1999-11-30,27-334,SEA,,LAL,L (-24),1,28:00,2,2,1.000,0,0,,0,0,,0,4,4,3,0,0,0,1,4,6.3
14,15,15,1999-12-02,27-336,SEA,@,GSW,W (+9),1,32:00,5,8,.625,2,5,.400,0,0,,0,4,4,5,0,0,3,2,12,9.3
15,16,16,1999-12-04,27-338,SEA,@,LAC,W (+13),1,35:00,5,9,.556,3,4,.750,1,1,1.000,0,7,7,4,3,1,3,2,14,14.5
16,17,17,1999-12-05,27-339,SEA,,CHH,L (-22),1,28:00,3,8,.375,1,5,.200,1,1,1.000,0,3,3,3,0,1,0,0,8,7.3
17,18,18,1999-12-08,27-342,SEA,,MIN,W (+16),1,38:00,4,13,.308,2,8,.250,0,0,,0,7,7,3,1,0,1,1,10,6.3
18,19,19,1999-12-10,27-344,SEA,@,UTA,L (-18),1,34:00,5,9,.556,1,4,.250,4,7,.571,0,2,2,1,0,0,3,4,15,6.2
19,20,20,1999-12-11,27-345,SEA,,MIA,W (+4),1,32:00,2,6,.333,1,3,.333,1,2,.500,1,4,5,3,3,1,0,1,6,9.5
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
21,21,21,1999-12-14,27-348,SEA,,DEN,W (+25),1,25:00,2,6,.333,1,4,.250,0,0,,0,2,2,5,4,0,2,1,5,7.3
22,22,22,1999-12-16,27-350,SEA,,POR,L (-26),1,35:00,5,9,.556,3,5,.600,0,0,,0,3,3,5,4,0,2,3,13,13.9
23,23,23,1999-12-18,27-352,SEA,,VAN,W (+23),1,31:00,3,5,.600,1,3,.333,5,5,1.000,0,4,4,8,0,0,1,2,12,14.7
