,Rk,G,Date,Age,Tm, ,Opp, .1,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
72,70,70,2000-03-26,24-044,BOS,@,MIL,L (-15),0,9:00,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,2,0,-1.2
73,71,71,2000-03-28,24-046,BOS,@,ORL,L (-35),0,12:00,1,3,.333,0,0,,1,3,.333,0,0,0,1,0,0,0,2,3,0.4
74,72,72,2000-03-31,24-049,BOS,,WAS,L (-2),0,23:00,5,8,.625,0,0,,0,0,,2,4,6,1,0,2,0,2,10,10.3
75,73,73,2000-04-01,24-050,BOS,@,CLE,L (-6),0,11:00,1,4,.250,0,0,,0,0,,1,1,2,0,0,1,0,2,2,0.5
76,74,74,2000-04-04,24-053,BOS,@,CHH,L (-7),0,14:00,2,5,.400,0,0,,0,0,,2,1,3,0,0,0,0,2,4,2.2
77,75,75,2000-04-05,24-054,BOS,@,DET,L (-5),0,10:00,0,1,.000,0,0,,1,2,.500,0,2,2,0,0,1,0,6,1,-1.2
78,76,76,2000-04-07,24-056,BOS,,PHI,L (-5),0,18:00,1,5,.200,0,0,,0,0,,5,6,11,1,1,1,2,1,2,4.2
79,77,77,2000-04-10,24-059,BOS,,ATL,W (+5),0,22:00,2,6,.333,0,0,,0,0,,1,1,2,0,0,0,0,2,4,0.8
80,78,78,2000-04-12,24-061,BOS,,ORL,W (+4),0,11:00,6,7,.857,0,0,,1,2,.500,2,1,3,0,0,1,1,4,13,9.9
81,79,79,2000-04-14,24-063,BOS,,CHI,W (+15),0,19:00,4,7,.571,0,0,,3,5,.600,1,3,4,0,2,0,0,2,11,9.7
82,80,80,2000-04-16,24-065,BOS,,CHH,L (-3),0,15:00,3,4,.750,0,0,,0,1,.000,1,2,3,0,0,0,0,2,6,4.5
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
84,81,81,2000-04-18,24-067,BOS,@,WAS,W (+33),0,22:00,6,10,.600,0,0,,0,0,,4,7,11,1,0,1,0,2,12,12.9
85,82,82,2000-04-19,24-068,BOS,,NYK,W (+27),0,21:00,5,8,.625,0,1,.000,7,8,.875,0,1,1,1,1,2,1,2,17,14.6
