,G,Opponent,Home_away,Tm,Opp
0,1,Los Angeles Lakers,0,112,101
1,2,Los Angeles Lakers,0,108,103
2,3,Los Angeles Lakers,1,112,118
3,4,Los Angeles Lakers,1,117,115
4,5,Los Angeles Lakers,0,106,100
6,6,Phoenix Suns,0,108,93
7,7,Phoenix Suns,0,103,97
8,8,Phoenix Suns,1,103,113
9,9,Phoenix Suns,1,91,100
10,10,Phoenix Suns,0,93,99
11,11,Phoenix Suns,1,106,105
12,12,Phoenix Suns,0,114,110
14,13,Washington Bullets,1,97,99
15,14,Washington Bullets,1,92,82
16,15,Washington Bullets,0,105,95
17,16,Washington Bullets,0,114,112
18,17,Washington Bullets,1,97,93
