,G,Opponent,Home_away,Tm,Opp
0,1,Portland Trail Blazers,0,105,97
1,2,Phoenix Suns,0,113,99
2,3,Chicago Bulls,1,90,101
3,4,Kansas City Kings,1,92,91
4,5,Los Angeles Lakers,1,104,120
5,6,Washington Bullets,0,85,94
6,7,Detroit Pistons,1,107,124
7,8,Washington Bullets,1,100,110
8,9,Atlanta Hawks,1,94,107
9,10,New Orleans Jazz,1,111,97
10,11,Kansas City Kings,0,92,107
11,12,Phoenix Suns,1,103,106
12,13,Cleveland Cavaliers,0,100,97
13,14,Golden State Warriors,0,102,98
14,15,Chicago Bulls,0,97,87
15,16,Milwaukee Bucks,0,112,104
16,17,New York Knicks,1,128,127
17,18,Boston Celtics,1,110,109
18,19,Philadelphia 76ers,1,94,113
19,20,Cleveland Cavaliers,1,108,124
21,21,Kansas City Kings,1,101,90
22,22,Houston Rockets,1,101,107
23,23,Golden State Warriors,1,94,104
24,24,Golden State Warriors,0,106,115
25,25,Chicago Bulls,0,99,79
26,26,Detroit Pistons,0,97,95
27,27,Philadelphia 76ers,0,114,105
28,28,Cleveland Cavaliers,0,101,115
29,29,New Orleans Jazz,0,113,102
30,30,Milwaukee Bucks,0,101,103
31,31,Portland Trail Blazers,1,100,125
32,32,Kansas City Kings,0,90,87
33,33,Los Angeles Lakers,0,100,109
34,34,Houston Rockets,0,116,106
35,35,Los Angeles Lakers,1,112,100
36,36,Boston Celtics,0,98,102
37,37,Golden State Warriors,0,97,85
38,38,New York Knicks,0,91,89
39,39,Phoenix Suns,1,112,110
40,40,Buffalo Braves,0,104,125
42,41,Milwaukee Bucks,1,108,114
43,42,Atlanta Hawks,1,112,110
44,43,Washington Bullets,1,85,100
45,44,Buffalo Braves,1,101,110
46,45,Detroit Pistons,1,104,111
47,46,Cleveland Cavaliers,1,99,109
48,47,Houston Rockets,1,103,110
49,48,Portland Trail Blazers,1,104,124
50,49,Washington Bullets,0,123,100
51,50,Portland Trail Blazers,0,100,109
52,51,Golden State Warriors,1,100,127
53,52,Phoenix Suns,0,101,107
54,53,New Orleans Jazz,0,93,90
55,54,Atlanta Hawks,0,119,102
56,55,Portland Trail Blazers,1,122,108
57,56,Detroit Pistons,0,109,107
58,57,Boston Celtics,0,124,99
59,58,Philadelphia 76ers,0,111,92
60,59,Los Angeles Lakers,0,97,91
61,60,Buffalo Braves,1,126,94
63,61,Boston Celtics,1,118,122
64,62,Philadelphia 76ers,1,115,130
65,63,New York Knicks,1,109,105
66,64,Detroit Pistons,1,110,114
67,65,Kansas City Kings,1,93,111
68,66,New Orleans Jazz,1,106,124
69,67,Chicago Bulls,1,101,102
70,68,Milwaukee Bucks,1,110,105
71,69,New York Knicks,0,113,103
72,70,Buffalo Braves,0,122,111
73,71,Houston Rockets,0,117,107
74,72,Phoenix Suns,1,97,104
75,73,Milwaukee Bucks,0,135,110
76,74,Atlanta Hawks,0,127,112
77,75,Los Angeles Lakers,0,120,109
78,76,Los Angeles Lakers,1,105,113
79,77,Golden State Warriors,1,115,130
80,78,Phoenix Suns,0,117,89
81,79,Chicago Bulls,0,115,114
82,80,Golden State Warriors,0,119,103
84,81,Phoenix Suns,1,95,121
85,82,Portland Trail Blazers,0,132,131
