,G,Opponent,Home_away,Tm,Opp
0,1,Dallas Mavericks,0,108,70
1,2,Dallas Mavericks,0,84,85
2,3,Dallas Mavericks,1,131,102
3,4,Dallas Mavericks,1,119,108
4,5,Dallas Mavericks,0,118,104
6,6,San Antonio Spurs,1,92,124
7,7,San Antonio Spurs,1,98,97
8,8,San Antonio Spurs,0,96,100
9,9,San Antonio Spurs,0,111,97
10,10,San Antonio Spurs,1,95,91
11,11,San Antonio Spurs,0,113,99
13,12,Golden State Warriors,1,108,102
14,13,Golden State Warriors,1,91,118
15,14,Golden State Warriors,0,133,105
16,15,Golden State Warriors,0,118,94
17,16,Golden State Warriors,1,111,120
18,17,Golden State Warriors,0,101,108
19,18,Golden State Warriors,1,88,96
