,G,Opponent,Home_away,Tm,Opp
0,1,Utah Jazz,0,99,85
1,2,Utah Jazz,0,85,89
2,3,Utah Jazz,1,80,90
3,4,Utah Jazz,1,93,80
4,5,Utah Jazz,0,100,92
6,6,Houston Rockets,0,99,90
7,7,Houston Rockets,0,111,100
8,8,Houston Rockets,1,79,97
9,9,Houston Rockets,1,92,103
10,10,Houston Rockets,0,120,95
11,11,Houston Rockets,1,90,103
12,12,Houston Rockets,0,103,100
14,13,Phoenix Suns,1,91,105
15,14,Phoenix Suns,1,103,99
16,15,Phoenix Suns,0,97,104
17,16,Phoenix Suns,0,120,101
18,17,Phoenix Suns,1,114,120
19,18,Phoenix Suns,0,118,102
20,19,Phoenix Suns,1,110,123
