,G,Opponent,Home_away,Tm,Opp
0,1,Memphis Grizzlies,0,114,103
1,2,Memphis Grizzlies,0,108,103
2,3,Memphis Grizzlies,1,110,90
3,4,Memphis Grizzlies,1,123,115
5,5,Dallas Mavericks,0,127,102
6,6,Dallas Mavericks,0,106,108
7,7,Dallas Mavericks,1,119,102
8,8,Dallas Mavericks,1,109,119
9,9,Dallas Mavericks,0,114,108
10,10,Dallas Mavericks,1,130,126
12,11,San Antonio Spurs,0,114,121
13,12,San Antonio Spurs,0,108,111
14,13,San Antonio Spurs,1,92,102
15,14,San Antonio Spurs,1,111,106
16,15,San Antonio Spurs,0,95,101
