,G,Opponent,Home_away,Tm,Opp
0,1,Los Angeles Clippers,1,109,107
1,2,Golden State Warriors,0,123,101
2,3,Minnesota Timberwolves,0,120,112
3,4,Miami Heat,1,104,96
4,5,Orlando Magic,1,100,122
5,6,Boston Celtics,1,110,103
6,7,Washington Wizards,1,102,90
7,8,Philadelphia 76ers,1,119,115
8,9,New Orleans Hornets,0,124,104
9,10,Los Angeles Lakers,1,102,121
10,11,Toronto Raptors,0,101,100
11,12,Houston Rockets,1,111,105
12,13,New Orleans Hornets,1,103,110
13,14,Detroit Pistons,0,117,91
14,15,Memphis Grizzlies,0,126,111
15,16,Minnesota Timberwolves,1,120,95
16,17,Toronto Raptors,1,113,94
17,18,New York Knicks,1,99,126
18,19,Cleveland Cavaliers,1,90,107
19,20,Sacramento Kings,0,115,107
21,21,Los Angeles Lakers,1,88,108
22,22,Dallas Mavericks,1,101,102
23,23,Orlando Magic,0,106,103
24,24,Denver Nuggets,1,99,105
25,25,San Antonio Spurs,0,116,104
26,26,Portland Trail Blazers,1,102,105
27,27,Washington Wizards,0,121,95
28,28,Cleveland Cavaliers,0,91,109
29,29,Oklahoma City Thunder,0,113,117
30,30,Los Angeles Clippers,0,124,93
31,31,Golden State Warriors,1,127,132
32,32,Los Angeles Lakers,0,118,103
33,33,Boston Celtics,0,116,98
34,34,Memphis Grizzlies,0,103,128
35,35,Sacramento Kings,1,113,109
36,36,Houston Rockets,0,118,110
37,37,Miami Heat,0,105,109
38,38,Milwaukee Bucks,0,105,101
39,39,Indiana Pacers,1,114,122
40,40,Atlanta Hawks,1,101,102
42,41,Charlotte Bobcats,1,99,125
43,42,Memphis Grizzlies,1,118,125
44,43,New Jersey Nets,0,118,94
45,44,Chicago Bulls,0,104,115
46,45,Golden State Warriors,0,112,103
47,46,Utah Jazz,1,115,124
48,47,Charlotte Bobcats,0,109,114
49,48,Dallas Mavericks,0,112,106
50,49,Houston Rockets,1,115,111
51,50,New Orleans Hornets,1,109,100
52,51,Denver Nuggets,1,109,97
53,52,Sacramento Kings,1,114,102
54,53,Portland Trail Blazers,0,101,108
55,54,Memphis Grizzlies,1,109,95
56,55,Dallas Mavericks,1,97,107
57,56,Atlanta Hawks,0,88,80
58,57,Sacramento Kings,0,104,88
59,58,Oklahoma City Thunder,1,104,102
60,59,Philadelphia 76ers,0,106,95
61,60,Los Angeles Clippers,0,125,112
63,61,San Antonio Spurs,1,110,113
64,62,Denver Nuggets,0,101,85
65,63,Los Angeles Clippers,1,127,101
66,64,Utah Jazz,0,108,116
67,65,Indiana Pacers,0,113,105
68,66,Los Angeles Lakers,0,96,102
69,67,New Orleans Hornets,0,120,106
70,68,Minnesota Timberwolves,0,152,114
71,69,Utah Jazz,0,110,100
72,70,Portland Trail Blazers,0,93,87
73,71,Golden State Warriors,1,133,131
74,72,New York Knicks,0,132,96
75,73,Minnesota Timberwolves,1,111,105
76,74,Chicago Bulls,1,111,105
77,75,New Jersey Nets,1,116,105
78,76,Detroit Pistons,1,109,94
79,77,Milwaukee Bucks,1,98,107
80,78,San Antonio Spurs,0,112,101
81,79,Oklahoma City Thunder,1,91,96
82,80,Houston Rockets,0,116,106
84,81,Denver Nuggets,0,123,101
85,82,Utah Jazz,1,100,86
