,G,Opponent,Home_away,Tm,Opp
0,1,Seattle SuperSonics,1,99,102
1,2,Seattle SuperSonics,1,116,111
2,3,Seattle SuperSonics,0,103,91
3,4,Seattle SuperSonics,0,130,114
4,5,Seattle SuperSonics,1,108,114
5,6,Seattle SuperSonics,0,123,112
7,7,Golden State Warriors,1,103,128
8,8,Golden State Warriors,1,108,101
9,9,Golden State Warriors,0,91,99
10,10,Golden State Warriors,0,133,129
11,11,Golden State Warriors,1,95,111
12,12,Golden State Warriors,0,105,104
13,13,Golden State Warriors,1,94,86
15,14,Boston Celtics,1,87,98
16,15,Boston Celtics,1,90,105
17,16,Boston Celtics,0,105,98
18,17,Boston Celtics,0,109,107
19,18,Boston Celtics,1,126,128
20,19,Boston Celtics,0,80,87
