,G,Opponent,Home_away,Tm,Opp
0,1,Portland Trail Blazers,0,107,103
1,2,Portland Trail Blazers,1,92,96
2,3,Portland Trail Blazers,0,101,91
4,4,Kansas City Kings,0,102,99
5,5,Kansas City Kings,1,91,111
6,6,Kansas City Kings,0,108,93
7,7,Kansas City Kings,1,108,94
8,8,Kansas City Kings,0,120,99
10,9,Seattle SuperSonics,1,93,108
11,10,Seattle SuperSonics,1,97,103
12,11,Seattle SuperSonics,0,113,103
13,12,Seattle SuperSonics,0,100,91
14,13,Seattle SuperSonics,1,99,93
15,14,Seattle SuperSonics,0,105,106
16,15,Seattle SuperSonics,1,110,114
