,G,Opponent,Home_away,Tm,Opp
0,1,Los Angeles Lakers,0,107,102
1,2,Los Angeles Lakers,0,93,99
2,3,Los Angeles Lakers,1,92,99
3,4,Los Angeles Lakers,1,98,99
4,5,Los Angeles Lakers,0,114,97
5,6,Los Angeles Lakers,1,126,118
6,7,Los Angeles Lakers,0,121,90
8,8,Los Angeles Clippers,0,130,123
9,9,Los Angeles Clippers,0,97,122
10,10,Los Angeles Clippers,1,94,91
11,11,Los Angeles Clippers,1,107,114
12,12,Los Angeles Clippers,0,125,118
13,13,Los Angeles Clippers,1,106,118
14,14,Los Angeles Clippers,0,127,107
16,15,Dallas Mavericks,1,121,118
17,16,Dallas Mavericks,1,98,105
18,17,Dallas Mavericks,0,88,95
19,18,Dallas Mavericks,0,106,86
20,19,Dallas Mavericks,1,101,117
21,20,Dallas Mavericks,0,93,102
