,Rk,G,Date,Age,Tm, ,Opp, .1,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
0,1,1,1999-02-05,29-195,SAC,@,SAS,L (-18),0,12:00,0,1,.000,0,1,.000,0,0,,1,1,2,1,0,0,0,0,0,1.0
1,2,2,1999-02-07,29-197,SAC,,VAN,W (+22),0,17:00,2,4,.500,2,4,.500,3,4,.750,0,2,2,4,1,0,1,1,9,9.6
2,3,3,1999-02-09,29-199,SAC,@,PHO,W (+17),0,16:00,0,0,,0,0,,2,2,1.000,0,1,1,4,1,0,1,0,2,5.1
3,4,4,1999-02-10,29-200,SAC,@,HOU,L (-10),0,6:00,1,4,.250,1,3,.333,0,0,,0,0,0,0,0,0,0,1,3,0.2
4,5,5,1999-02-15,29-205,SAC,@,UTA,L (-8),0,28:00,2,4,.500,2,3,.667,4,4,1.000,1,0,1,4,3,1,1,1,10,13.8
5,6,6,1999-02-16,29-206,SAC,,BOS,W (+3),0,13:00,1,3,.333,0,2,.000,1,1,1.000,1,1,2,1,0,0,1,1,3,1.6
6,7,7,1999-02-17,29-207,SAC,@,SEA,W (+3),0,29:00,3,6,.500,0,3,.000,1,1,1.000,2,2,4,4,0,0,0,1,7,8.4
7,8,8,1999-02-19,29-209,SAC,,CHH,W (+11),0,17:00,0,1,.000,0,1,.000,0,0,,0,1,1,5,4,1,0,1,0,7.4
8,9,9,1999-02-21,29-211,SAC,@,MIN,L (-12),0,26:00,2,4,.500,0,1,.000,7,9,.778,3,5,8,4,5,2,3,1,11,17.6
9,10,10,1999-02-22,29-212,SAC,@,ORL,L (-11),0,23:00,5,7,.714,2,3,.667,0,0,,0,2,2,5,4,0,4,1,12,12.8
10,11,11,1999-02-24,29-214,SAC,@,PHI,L (-13),0,25:00,2,4,.500,1,2,.500,0,1,.000,2,2,4,3,2,0,4,0,5,4.7
11,12,12,1999-02-25,29-215,SAC,@,WAS,W (+10),0,10:00,1,2,.500,0,0,,0,0,,1,1,2,1,0,0,0,1,2,2.3
12,13,13,1999-02-27,29-217,SAC,@,DAL,L (-7),0,21:00,1,5,.200,0,3,.000,4,5,.800,3,4,7,1,0,0,2,2,6,3.7
13,14,14,1999-03-01,29-219,SAC,,SEA,L (-3),0,20:00,4,8,.500,2,5,.400,2,3,.667,1,0,1,3,2,0,0,4,12,10.8
14,15,15,1999-03-02,29-220,SAC,@,VAN,W (+10),0,6:00,0,0,,0,0,,0,0,,0,0,0,1,1,0,1,2,0,-0.1
15,16,16,1999-03-03,29-221,SAC,,POR,L (-4),0,14:00,2,5,.400,1,3,.333,1,2,.500,1,2,3,2,2,1,1,1,6,6.9
16,17,17,1999-03-06,29-224,SAC,@,PHO,W (+12),0,21:00,3,5,.600,2,3,.667,5,6,.833,1,4,5,5,4,0,3,2,13,15.9
17,18,18,1999-03-07,29-225,SAC,,DAL,W (+5),0,16:00,1,6,.167,0,5,.000,2,2,1.000,1,3,4,2,0,0,0,0,4,3.2
18,19,19,1999-03-09,29-227,SAC,@,POR,L (-5),0,18:00,3,5,.600,0,1,.000,2,2,1.000,0,3,3,3,0,0,2,2,8,5.9
19,20,20,1999-03-11,29-229,SAC,@,LAC,L (-14),0,23:00,3,4,.750,2,3,.667,0,0,,0,0,0,2,1,0,1,2,8,7.0
