,Rk,G,Date,Age,Tm, ,Opp, .1,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
16,17,17,1999-03-06,20-297,VAN,,HOU,L (-15),1,34:00,7,15,.467,1,1,1.000,1,2,.500,1,1,2,4,3,0,3,0,16,11.7
17,18,18,1999-03-08,20-299,VAN,,POR,L (-19),1,30:00,4,10,.400,0,1,.000,3,3,1.000,1,3,4,5,0,0,3,2,11,6.9
18,19,19,1999-03-09,20-300,VAN,@,GSW,L (-10),1,32:00,2,9,.222,1,2,.500,1,2,.500,0,3,3,5,2,0,4,4,6,0.9
19,20,20,1999-03-11,20-302,VAN,@,HOU,L (-11),1,38:00,11,20,.550,0,1,.000,4,5,.800,0,3,3,7,2,0,2,2,26,21.0
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
21,21,21,1999-03-13,20-304,VAN,@,DAL,L (-17),1,33:00,4,14,.286,0,3,.000,3,4,.750,1,2,3,3,1,1,4,3,11,2.3
22,22,22,1999-03-15,20-306,VAN,@,DEN,L (-26),1,26:00,5,10,.500,0,0,,2,2,1.000,0,3,3,5,1,0,4,1,12,8.0
23,23,23,1999-03-16,20-307,VAN,@,SEA,L (-2),1,37:00,4,12,.333,1,2,.500,6,8,.750,2,0,2,3,1,0,1,3,15,9.7
24,24,24,1999-03-18,20-309,VAN,,MIN,W (+5),1,35:00,4,9,.444,0,0,,2,5,.400,0,5,5,6,5,0,6,2,10,8.0
25,25,25,1999-03-20,20-311,VAN,,SAS,L (-4),1,44:00,7,15,.467,3,5,.600,1,2,.500,0,5,5,9,2,0,5,5,18,12.7
26,26,26,1999-03-22,20-313,VAN,@,PHO,L (-5),1,36:00,5,12,.417,1,2,.500,0,0,,0,1,1,4,2,0,4,4,11,4.1
27,27,27,1999-03-24,20-315,VAN,,PHI,L (-5),1,38:00,9,15,.600,0,2,.000,2,2,1.000,0,1,1,9,2,1,3,4,20,17.8
28,28,28,1999-03-26,20-317,VAN,,UTA,L (-5),1,33:00,7,12,.583,1,4,.250,1,2,.500,0,3,3,4,0,1,4,4,16,8.8
29,29,29,1999-03-29,20-320,VAN,@,LAL,L (-18),1,34:00,4,11,.364,0,2,.000,5,6,.833,0,1,1,8,2,0,5,2,13,8.6
30,30,30,1999-03-30,20-321,VAN,,DEN,W (+14),1,38:00,9,14,.643,0,2,.000,2,2,1.000,1,6,7,10,2,0,1,4,20,22.7
31,31,31,1999-04-01,20-323,VAN,@,SAS,L (-12),1,37:00,4,13,.308,0,1,.000,2,2,1.000,0,1,1,6,1,0,3,2,10,4.2
32,32,32,1999-04-02,20-324,VAN,@,ATL,L (-3),1,38:00,7,14,.500,0,1,.000,6,6,1.000,1,1,2,5,0,0,4,2,20,12.7
33,33,33,1999-04-04,20-326,VAN,@,CHI,L (-1),1,38:00,5,10,.500,1,1,1.000,9,10,.900,0,1,1,8,1,0,1,1,20,20.1
34,34,34,1999-04-06,20-328,VAN,@,POR,L (-9),1,37:00,9,14,.643,0,0,,1,2,.500,0,4,4,5,2,0,3,1,19,15.7
35,35,35,1999-04-07,20-329,VAN,,DEN,L (-3),1,40:00,6,12,.500,0,2,.000,1,2,.500,0,6,6,6,0,0,4,2,13,7.8
36,36,36,1999-04-09,20-331,VAN,,SEA,W (+5),1,36:00,2,9,.222,0,1,.000,3,4,.750,0,1,1,7,2,0,2,5,7,4.3
37,37,37,1999-04-11,20-333,VAN,,SAC,L (-3),1,35:00,10,19,.526,1,4,.250,0,0,,0,1,1,8,4,0,3,0,21,18.6
38,38,38,1999-04-12,20-334,VAN,@,UTA,L (-18),1,33:00,8,15,.533,0,1,.000,5,7,.714,0,4,4,1,1,0,4,3,21,10.6
39,39,39,1999-04-14,20-336,VAN,@,HOU,L (-17),1,30:00,3,12,.250,0,0,,5,6,.833,2,1,3,6,3,0,2,1,11,9.9
40,40,40,1999-04-16,20-338,VAN,@,MIN,L (-14),1,34:00,2,12,.167,0,1,.000,2,5,.400,1,2,3,7,0,0,4,5,6,-2.6
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
42,41,41,1999-04-18,20-340,VAN,,GSW,L (-5),1,37:00,6,15,.400,0,2,.000,1,2,.500,0,3,3,6,3,0,1,5,13,9.6
43,42,42,1999-04-19,20-341,VAN,@,LAL,L (-15),1,35:00,6,12,.500,0,2,.000,0,0,,1,1,2,4,1,0,1,2,12,9.0
44,43,43,1999-04-21,20-343,VAN,,LAC,W (+3),1,24:00,4,9,.444,0,0,,2,3,.667,0,3,3,6,1,0,2,4,10,7.4
45,44,44,1999-04-23,20-345,VAN,,SEA,L (-13),1,32:00,4,11,.364,0,0,,2,2,1.000,1,1,2,9,1,2,3,5,10,8.6
46,45,45,1999-04-24,20-346,VAN,@,LAC,L (-9),1,33:00,3,8,.375,0,1,.000,4,8,.500,0,4,4,7,1,0,1,2,10,9.3
47,46,46,1999-04-27,20-349,VAN,@,DAL,L (-9),1,36:00,9,19,.474,0,2,.000,4,7,.571,0,3,3,1,2,0,4,4,22,9.1
48,47,47,1999-04-29,20-351,VAN,,SAS,L (-27),1,27:00,0,8,.000,0,2,.000,0,2,.000,1,0,1,3,1,0,0,1,0,-3.0
49,48,48,1999-05-01,20-353,VAN,@,PHO,L (-30),1,30:00,3,15,.200,0,0,,0,0,,1,1,2,8,3,0,4,4,6,0.7
50,49,49,1999-05-03,20-355,VAN,,GSW,L (-8),1,37:00,3,9,.333,0,2,.000,0,0,,1,1,2,10,4,0,2,1,6,10.5
51,50,50,1999-05-05,20-357,VAN,@,SAC,L (-4),1,36:00,8,16,.500,0,1,.000,4,4,1.000,0,1,1,7,1,0,1,0,20,17.2
