,Rk,G,Date,Age,Tm, ,Opp, .1,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
0,1,1,1999-02-07,20-270,VAN,@,SAC,L (-22),1,36:00,3,14,.214,0,0,,5,7,.714,0,1,1,9,2,0,2,1,11,7.8
1,2,2,1999-02-08,20-271,VAN,,POR,L (-19),1,41:00,1,12,.083,1,4,.250,0,0,,0,2,2,7,3,0,2,1,3,1.1
2,3,3,1999-02-10,20-273,VAN,,LAC,W (+6),1,41:00,6,13,.462,0,1,.000,6,7,.857,0,4,4,12,2,0,6,2,18,15.7
3,4,4,1999-02-11,20-274,VAN,,IND,L (-4),1,35:00,6,8,.750,0,0,,0,0,,3,2,5,5,0,0,2,2,12,12.2
4,5,5,1999-02-14,20-277,VAN,,DAL,W (+4),1,34:00,4,11,.364,0,1,.000,2,2,1.000,2,3,5,10,2,0,2,0,10,13.2
5,6,6,1999-02-16,20-279,VAN,@,LAC,W (+4),1,42:00,7,14,.500,0,2,.000,3,4,.750,2,1,3,5,4,0,2,4,17,15.2
6,7,7,1999-02-17,20-280,VAN,,BOS,L (-2),1,54:00,6,14,.429,0,0,,11,12,.917,0,2,2,11,1,0,6,3,23,17.3
7,8,8,1999-02-19,20-282,VAN,@,MIN,L (-19),1,29:00,2,8,.250,0,0,,0,0,,1,2,3,6,2,0,2,3,4,3.5
8,9,9,1999-02-21,20-284,VAN,@,TOR,L (-15),1,37:00,4,10,.400,1,3,.333,2,4,.500,0,1,1,4,1,0,3,4,11,4.3
9,10,10,1999-02-23,20-286,VAN,,LAL,W (+10),1,41:00,5,11,.455,1,3,.333,2,2,1.000,2,3,5,8,0,0,4,0,13,11.2
10,11,11,1999-02-25,20-288,VAN,,PHO,L (-8),1,38:00,5,13,.385,2,6,.333,4,4,1.000,0,0,0,10,2,0,5,3,16,11.7
11,12,12,1999-02-27,20-290,VAN,,HOU,L (-12),1,35:00,5,9,.556,0,0,,4,4,1.000,0,2,2,2,0,0,2,2,14,8.9
12,13,13,1999-02-28,20-291,VAN,@,DEN,L (-4),1,35:00,6,9,.667,0,1,.000,3,3,1.000,0,3,3,10,1,0,1,2,15,18.2
13,14,14,1999-03-02,20-293,VAN,,SAC,L (-10),1,33:00,9,11,.818,0,0,,1,1,1.000,2,3,5,6,0,0,5,1,19,16.0
14,15,15,1999-03-03,20-294,VAN,@,UTA,L (-23),1,24:00,6,10,.600,0,1,.000,0,0,,1,0,1,6,0,0,2,2,12,9.5
15,16,16,1999-03-04,20-295,VAN,,MIN,L (-9),1,30:00,1,8,.125,0,1,.000,0,2,.000,2,0,2,12,1,0,2,2,2,4.0
