,Rk,G,Date,Age,Tm, ,Opp, .1,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
0,1,1,1999-02-05,35-350,HOU,@,LAL,L (-8),1,38:00,12,21,.571,0,1,.000,7,11,.636,6,9,15,3,1,0,1,1,31,28.1
1,2,2,1999-02-06,35-351,HOU,@,GSW,W (+2),1,41:00,6,14,.429,0,0,,6,8,.750,5,15,20,5,1,0,4,2,18,17.5
2,3,3,1999-02-08,35-353,HOU,,DEN,W (+19),1,36:00,7,9,.778,0,0,,1,3,.333,8,11,19,4,0,0,2,2,15,19.6
3,4,4,1999-02-10,35-355,HOU,,SAC,W (+10),1,36:00,6,17,.353,0,0,,4,4,1.000,8,8,16,2,0,1,0,2,16,15.8
4,5,5,1999-02-11,35-356,HOU,@,DAL,W (+10),1,34:00,4,9,.444,0,0,,8,10,.800,6,9,15,6,0,0,4,0,16,17.6
5,6,6,1999-02-28,36-008,HOU,@,LAL,L (-16),0,19:00,5,13,.385,0,1,.000,4,6,.667,3,3,6,0,0,0,1,1,14,7.7
6,7,7,1999-03-02,36-010,HOU,,SAS,L (-17),0,29:00,5,9,.556,0,0,,6,7,.857,2,4,6,1,0,1,0,4,16,13.7
7,8,8,1999-03-04,36-012,HOU,,LAC,W (+19),1,39:00,6,11,.545,0,0,,9,12,.750,3,9,12,1,6,1,6,1,21,20.3
8,9,9,1999-03-06,36-014,HOU,@,VAN,W (+15),1,36:00,4,6,.667,0,0,,7,10,.700,2,8,10,7,2,0,6,2,15,15.1
9,10,10,1999-03-07,36-015,HOU,@,POR,L (-40),1,33:00,4,12,.333,0,0,,2,4,.500,5,3,8,1,1,0,3,2,10,4.7
10,11,11,1999-03-09,36-017,HOU,,DEN,W (+9),1,31:00,3,7,.429,0,0,,1,2,.500,3,10,13,5,2,0,1,5,7,10.5
11,12,12,1999-03-11,36-019,HOU,,VAN,W (+11),1,37:00,6,11,.545,0,0,,12,13,.923,8,8,16,4,0,0,1,2,24,27.3
12,13,13,1999-03-13,36-021,HOU,,CLE,W (+11),1,35:00,6,9,.667,0,0,,3,4,.750,4,6,10,6,0,0,4,0,15,15.5
13,14,14,1999-03-14,36-022,HOU,@,PHO,L (-14),1,41:00,8,21,.381,0,1,.000,5,6,.833,4,8,12,6,3,1,0,0,21,22.2
14,15,15,1999-03-16,36-024,HOU,,POR,W (+8),1,36:00,2,9,.222,0,0,,11,13,.846,1,8,9,7,1,0,2,4,15,14.1
15,16,16,1999-03-17,36-025,HOU,@,DEN,W (+5),1,33:00,6,17,.353,0,0,,3,4,.750,4,7,11,4,0,1,2,4,15,9.9
16,17,17,1999-03-20,36-028,HOU,,PHO,W (+10),1,43:00,13,21,.619,0,0,,9,12,.750,5,13,18,2,0,0,1,5,35,30.1
17,18,18,1999-03-22,36-030,HOU,,SAC,W (+10),1,36:00,5,10,.500,0,0,,9,12,.750,5,11,16,6,0,1,6,4,19,16.9
18,19,19,1999-03-24,36-032,HOU,@,DAL,W (+10),1,34:00,6,18,.333,0,3,.000,4,6,.667,2,10,12,5,1,1,1,1,16,13.2
19,20,20,1999-03-25,36-033,HOU,,TOR,W (+9),1,40:00,6,11,.545,0,0,,4,7,.571,5,9,14,9,0,0,4,1,16,17.6
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
21,21,21,1999-03-27,36-035,HOU,@,GSW,W (+1),1,36:00,8,17,.471,0,2,.000,8,12,.667,3,8,11,3,2,0,1,2,24,20.5
22,22,22,1999-03-28,36-036,HOU,@,SAC,W (+14),1,25:00,6,14,.429,0,0,,3,6,.500,6,5,11,5,1,0,1,0,15,15.6
23,23,23,1999-03-30,36-038,HOU,@,LAC,W (+9),1,37:00,3,5,.600,0,0,,6,8,.750,2,12,14,6,2,1,2,2,12,18.0
24,24,24,1999-04-01,36-040,HOU,@,UTA,L (-1),1,36:00,2,11,.182,0,0,,5,6,.833,4,7,11,1,0,0,2,1,9,4.9
25,25,25,1999-04-04,36-043,HOU,@,SEA,L (-17),1,40:00,4,9,.444,0,0,,1,1,1.000,4,15,19,3,0,0,0,4,9,12.1
26,26,26,1999-04-06,36-045,HOU,,GSW,W (+37),1,30:00,7,10,.700,0,1,.000,0,2,.000,3,5,8,5,0,1,1,1,14,15.4
27,27,27,1999-04-08,36-047,HOU,,SAS,L (-9),1,38:00,5,12,.417,0,1,.000,1,4,.250,5,6,11,1,2,0,1,3,11,9.2
28,28,28,1999-04-11,36-050,HOU,@,UTA,L (-9),1,36:00,3,7,.429,0,0,,0,0,,3,8,11,3,0,0,1,5,6,5.9
29,29,29,1999-04-12,36-051,HOU,@,MIN,W (+5),1,37:00,3,12,.250,0,0,,8,12,.667,2,9,11,7,3,0,5,2,14,11.4
30,30,30,1999-04-14,36-053,HOU,,VAN,W (+17),1,33:00,1,4,.250,0,0,,2,2,1.000,2,5,7,9,1,0,3,2,4,8.0
31,31,31,1999-04-15,36-054,HOU,,POR,W (+10),1,43:00,9,14,.643,0,1,.000,2,2,1.000,2,10,12,9,2,1,3,1,20,23.8
32,32,32,1999-04-18,36-057,HOU,@,SAS,L (-3),1,41:00,7,12,.583,2,3,.667,7,8,.875,2,13,15,8,3,0,3,3,23,26.7
33,33,33,1999-04-19,36-058,HOU,,SEA,W (+7),1,38:00,10,15,.667,0,1,.000,5,6,.833,5,5,10,7,0,0,3,0,25,25.0
34,34,34,1999-04-21,36-060,HOU,,DAL,L (-14),1,36:00,7,13,.538,0,0,,2,4,.500,5,9,14,3,0,0,2,1,16,14.8
35,35,35,1999-04-23,36-062,HOU,@,LAC,L (-5),1,46:00,10,19,.526,1,4,.250,3,6,.500,5,5,10,6,4,1,1,0,24,26.4
36,36,36,1999-04-25,36-064,HOU,@,PHO,L (-24),1,37:00,4,8,.500,0,1,.000,5,6,.833,2,9,11,7,2,0,2,3,13,16.4
37,37,37,1999-04-26,36-065,HOU,,LAL,W (+22),1,39:00,7,9,.778,0,0,,6,7,.857,4,12,16,6,0,0,3,1,20,23.3
38,38,38,1999-04-29,36-068,HOU,,DAL,L (-10),1,41:00,2,5,.400,0,0,,5,8,.625,4,12,16,4,1,1,4,4,9,10.4
39,39,39,1999-04-30,36-069,HOU,,UTA,L (-13),1,40:00,4,9,.444,0,1,.000,2,2,1.000,2,9,11,1,0,0,2,5,10,6.1
40,40,40,1999-05-02,36-071,HOU,,LAC,W (+26),1,38:00,7,12,.583,0,1,.000,5,7,.714,5,7,12,2,0,1,2,3,19,17.1
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
42,41,41,1999-05-04,36-073,HOU,,MIN,W (+17),1,34:00,6,11,.545,0,1,.000,0,2,.000,4,4,8,6,2,0,3,3,12,11.9
43,42,42,1999-05-05,36-074,HOU,@,DEN,W (+7),1,38:00,5,19,.263,1,2,.500,1,2,.500,4,5,9,6,0,0,6,0,12,2.8
