,Rk,G,Date,Age,Tm, ,Opp, .1,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
0,1,1,1999-02-19,27-268,DET,@,PHO,W (+8),0,4:00,0,1,.000,0,0,,0,0,,1,0,1,0,0,0,0,2,0,-0.8
1,2,2,1999-02-21,27-270,DET,@,SAS,L (-21),0,6:00,0,2,.000,0,0,,0,0,,1,0,1,0,0,0,0,1,0,-1.1
2,3,3,1999-02-23,27-272,DET,,TOR,W (+26),0,3:00,1,1,1.000,0,0,,0,0,,0,1,1,0,1,0,1,1,2,1.6
3,4,4,1999-02-24,27-273,DET,,CLE,W (+16),0,1:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0
4,5,5,1999-02-26,27-275,DET,,MIA,W (+2),0,1:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0
5,6,6,1999-02-28,27-277,DET,,NYK,W (+21),0,5:00,0,1,.000,0,0,,0,0,,0,0,0,0,1,0,1,1,0,-1.1
6,7,7,1999-03-02,27-279,DET,@,CHI,W (+30),0,8:00,2,2,1.000,0,0,,2,2,1.000,1,1,2,0,0,0,0,0,6,6.4
7,8,8,1999-03-04,27-281,DET,@,CLE,W (+15),0,2:00,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.7
8,9,9,1999-03-24,27-301,CHH,,CHI,W (+29),0,7:00,0,0,,0,0,,2,6,.333,0,1,1,3,2,0,0,0,2,4.8
9,10,10,1999-03-28,27-305,CHH,,CLE,W (+21),0,13:00,1,5,.200,0,0,,1,2,.500,0,3,3,0,0,0,1,2,3,-1.4
10,11,11,1999-03-30,27-307,CHH,,BOS,L (-10),0,12:00,1,2,.500,0,0,,0,0,,0,2,2,0,0,1,0,0,2,2.3
11,12,12,1999-03-31,27-308,CHH,,MIL,L (-8),0,8:00,1,1,1.000,0,0,,0,0,,0,1,1,2,0,0,0,1,2,3.0
12,13,13,1999-04-02,27-310,CHH,,IND,L (-6),0,5:00,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.0
13,14,14,1999-04-05,27-313,CHH,,ATL,L (-6),0,4:00,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,2,0,-0.5
14,15,15,1999-04-07,27-315,CHH,,NYK,W (+24),0,13:00,1,2,.500,0,0,,0,0,,0,2,2,2,0,1,2,2,2,0.9
15,16,16,1999-04-09,27-317,CHH,,WAS,W (+2),0,5:00,0,3,.000,0,0,,0,0,,0,1,1,1,0,0,0,1,0,-1.5
16,17,17,1999-04-14,27-322,CHH,,DET,W (+4),0,7:00,1,2,.500,0,0,,0,0,,0,1,1,1,1,0,0,2,2,2.2
17,18,18,1999-04-16,27-324,CHH,@,MIL,W (+1),0,7:00,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,0,2,2,1.2
18,19,19,1999-04-17,27-325,CHH,@,CLE,W (+8),0,5:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,4,0,-2.6
19,20,20,1999-04-19,27-327,CHH,@,NJN,W (+7),0,5:00,1,2,.500,0,0,,2,2,1.000,0,2,2,1,1,0,1,2,4,3.5
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
21,21,21,1999-04-21,27-329,CHH,,DET,W (+3),0,12:00,1,1,1.000,0,0,,1,2,.500,0,1,1,2,2,0,2,1,3,3.6
22,22,22,1999-04-23,27-331,CHH,@,NYK,L (-5),0,5:00,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.0
23,23,23,1999-04-24,27-332,CHH,,NJN,W (+15),0,8:00,1,2,.500,0,0,,0,0,,0,1,1,2,1,0,2,0,2,1.7
24,24,24,1999-05-05,27-343,CHH,@,BOS,W (+4),0,34:00,5,8,.625,1,1,1.000,0,1,.000,3,3,6,4,0,0,2,2,11,10.0
