,G,Opponent,Home_away,Tm,Opp
0,1,Washington Bullets,0,119,95
1,2,Milwaukee Bucks,0,94,106
2,3,New Jersey Nets,1,103,114
3,4,Indiana Pacers,0,120,105
4,5,Detroit Pistons,1,93,118
5,6,Dallas Mavericks,0,105,93
6,7,Indiana Pacers,1,80,106
7,8,Houston Rockets,1,100,117
8,9,Detroit Pistons,0,90,106
9,10,Cleveland Cavaliers,1,109,123
10,11,Charlotte Hornets,1,116,100
11,12,Charlotte Hornets,0,112,125
12,13,Boston Celtics,1,101,118
13,14,New Jersey Nets,0,97,79
14,15,Golden State Warriors,0,111,137
15,16,Portland Trail Blazers,0,95,98
16,17,Seattle SuperSonics,0,103,105
17,18,New York Knicks,1,90,109
18,19,Atlanta Hawks,0,93,118
19,20,Philadelphia 76ers,1,92,95
21,21,Boston Celtics,0,100,114
22,22,Chicago Bulls,1,103,112
23,23,New York Knicks,0,94,104
24,24,Philadelphia 76ers,0,102,126
25,25,Utah Jazz,0,99,93
26,26,San Antonio Spurs,1,97,111
27,27,Denver Nuggets,1,124,114
28,28,Phoenix Suns,1,95,134
29,29,Los Angeles Clippers,1,112,97
30,30,Utah Jazz,1,104,112
31,31,Seattle SuperSonics,1,86,112
32,32,Portland Trail Blazers,1,108,132
33,33,Sacramento Kings,0,95,83
34,34,Minnesota Timberwolves,0,107,108
35,35,Detroit Pistons,1,103,109
36,36,Orlando Magic,0,104,102
37,37,Cleveland Cavaliers,1,94,108
38,38,New York Knicks,0,107,86
39,39,Chicago Bulls,0,106,117
40,40,Atlanta Hawks,1,107,118
42,41,Chicago Bulls,1,87,108
43,42,New Jersey Nets,0,105,127
44,43,Washington Bullets,1,101,105
45,44,Phoenix Suns,0,104,115
46,45,Indiana Pacers,0,116,113
47,46,Orlando Magic,1,98,108
48,47,New Jersey Nets,1,134,119
49,48,Cleveland Cavaliers,0,78,94
50,49,Denver Nuggets,0,141,112
51,50,Charlotte Hornets,0,94,82
52,51,Milwaukee Bucks,1,90,116
53,52,Washington Bullets,1,104,90
54,53,Philadelphia 76ers,0,96,103
55,54,New York Knicks,0,92,108
56,55,Milwaukee Bucks,0,106,119
57,56,Detroit Pistons,0,100,98
58,57,Dallas Mavericks,1,109,103
59,58,Los Angeles Clippers,0,116,113
60,59,Boston Celtics,1,117,126
61,60,Atlanta Hawks,0,96,102
63,61,New Jersey Nets,0,101,88
64,62,Los Angeles Lakers,0,95,102
65,63,New York Knicks,1,121,125
66,64,Philadelphia 76ers,1,103,105
67,65,Minnesota Timberwolves,1,87,90
68,66,Milwaukee Bucks,1,88,101
69,67,Indiana Pacers,1,107,117
70,68,San Antonio Spurs,0,90,97
71,69,Atlanta Hawks,1,93,108
72,70,Cleveland Cavaliers,0,104,98
73,71,Boston Celtics,0,90,88
74,72,Houston Rockets,0,103,123
75,73,Sacramento Kings,1,90,96
76,74,Golden State Warriors,1,114,127
77,75,Los Angeles Lakers,1,87,108
78,76,Washington Bullets,0,112,106
79,77,Boston Celtics,1,109,119
80,78,Washington Bullets,1,96,101
81,79,Charlotte Hornets,1,87,92
82,80,Chicago Bulls,0,101,111
84,81,Philadelphia 76ers,0,114,100
85,82,New Jersey Nets,1,103,118
