,G,Opponent,Home_away,Tm,Opp
0,1,Chicago Bulls,0,111,106
1,2,Chicago Bulls,0,115,108
2,3,Chicago Bulls,1,90,109
3,4,Chicago Bulls,1,87,93
4,5,Chicago Bulls,0,92,78
5,6,Chicago Bulls,1,113,96
7,7,New Jersey Nets,0,88,100
8,8,New Jersey Nets,0,111,89
9,9,New Jersey Nets,1,103,92
10,10,New Jersey Nets,1,102,92
11,11,New Jersey Nets,0,106,105
13,12,Detroit Pistons,1,91,86
14,13,Detroit Pistons,1,88,92
15,14,Detroit Pistons,0,98,83
16,15,Detroit Pistons,0,89,78
17,16,Detroit Pistons,1,78,91
18,17,Detroit Pistons,0,95,78
20,18,Dallas Mavericks,1,80,90
21,19,Dallas Mavericks,1,85,99
22,20,Dallas Mavericks,0,98,96
23,21,Dallas Mavericks,0,98,74
24,22,Dallas Mavericks,0,101,100
25,23,Dallas Mavericks,1,95,92
