,G,Opponent,Home_away,Tm,Opp
0,1,Milwaukee Bucks,0,110,87
1,2,Milwaukee Bucks,0,98,86
2,3,Milwaukee Bucks,1,104,91
3,4,Milwaukee Bucks,1,88,77
5,5,Chicago Bulls,0,86,93
6,6,Chicago Bulls,0,115,78
7,7,Chicago Bulls,1,104,94
8,8,Chicago Bulls,1,88,65
9,9,Chicago Bulls,0,94,91
11,10,Indiana Pacers,0,103,102
12,11,Indiana Pacers,0,93,97
13,12,Indiana Pacers,1,114,96
14,13,Indiana Pacers,1,92,99
15,14,Indiana Pacers,0,90,79
16,15,Indiana Pacers,1,77,91
17,16,Indiana Pacers,0,99,76
19,17,San Antonio Spurs,0,88,92
20,18,San Antonio Spurs,0,103,84
21,19,San Antonio Spurs,1,77,113
22,20,San Antonio Spurs,1,109,93
23,21,San Antonio Spurs,1,104,114
24,22,San Antonio Spurs,0,103,100
25,23,San Antonio Spurs,0,95,88
