,G,Opponent,Home_away,Tm,Opp
0,1,New York Knicks,1,100,96
1,2,Milwaukee Bucks,1,89,84
2,3,Boston Celtics,0,96,106
3,4,Atlanta Hawks,1,91,106
4,5,Philadelphia 76ers,1,118,122
5,6,Boston Celtics,0,103,97
6,7,Phoenix Suns,1,103,112
7,8,Los Angeles Lakers,1,114,101
8,9,Seattle SuperSonics,1,95,101
9,10,San Diego Rockets,1,107,121
10,11,Los Angeles Lakers,0,109,112
11,12,Cincinnati Royals,1,122,133
12,13,Seattle SuperSonics,0,120,105
13,14,Cincinnati Royals,0,104,110
14,15,San Diego Rockets,0,115,108
15,16,New York Knicks,1,97,119
16,17,San Francisco Warriors,0,109,121
17,18,Milwaukee Bucks,0,120,111
18,19,New York Knicks,0,107,114
19,20,Atlanta Hawks,0,96,114
21,21,Los Angeles Lakers,1,100,103
22,22,Seattle SuperSonics,1,98,99
23,23,San Francisco Warriors,1,119,106
24,24,San Diego Rockets,1,110,89
25,25,Phoenix Suns,0,100,96
26,26,Baltimore Bullets,1,100,110
27,27,San Diego Rockets,0,103,108
28,28,Philadelphia 76ers,0,92,109
29,29,Los Angeles Lakers,0,90,81
30,30,Detroit Pistons,0,100,83
31,31,New York Knicks,0,83,94
32,32,Atlanta Hawks,0,83,87
33,33,Milwaukee Bucks,0,113,111
34,34,Baltimore Bullets,0,102,125
35,35,Boston Celtics,0,94,102
36,36,Cincinnati Royals,1,98,103
37,37,Cincinnati Royals,0,104,96
38,38,Los Angeles Lakers,0,93,86
39,39,Milwaukee Bucks,1,102,97
40,40,San Francisco Warriors,0,103,97
42,41,Atlanta Hawks,0,88,106
43,42,Phoenix Suns,0,103,92
44,43,Cincinnati Royals,0,104,106
45,44,New York Knicks,0,102,101
46,45,Seattle SuperSonics,0,119,86
47,46,San Francisco Warriors,0,99,112
48,47,San Diego Rockets,0,107,102
49,48,Detroit Pistons,1,111,120
50,49,Baltimore Bullets,0,93,116
51,50,Boston Celtics,0,95,94
52,51,Phoenix Suns,1,106,117
53,52,San Diego Rockets,1,95,111
54,53,Los Angeles Lakers,1,118,125
55,54,San Francisco Warriors,1,111,101
56,55,Detroit Pistons,0,102,103
57,56,Philadelphia 76ers,1,104,112
58,57,Baltimore Bullets,1,122,132
59,58,Milwaukee Bucks,0,98,107
60,59,Detroit Pistons,1,120,108
61,60,New York Knicks,0,98,105
63,61,Atlanta Hawks,1,97,106
64,62,Baltimore Bullets,0,116,124
65,63,Detroit Pistons,0,120,101
66,64,Cincinnati Royals,0,101,111
67,65,Seattle SuperSonics,1,113,114
68,66,Phoenix Suns,1,133,121
69,67,San Francisco Warriors,1,119,108
70,68,San Francisco Warriors,1,99,101
71,69,Seattle SuperSonics,1,124,122
72,70,Boston Celtics,1,92,99
73,71,Philadelphia 76ers,0,114,113
74,72,Milwaukee Bucks,1,124,108
75,73,Phoenix Suns,0,125,117
76,74,Philadelphia 76ers,1,113,131
77,75,Atlanta Hawks,0,102,90
78,76,Atlanta Hawks,1,90,109
79,77,Philadelphia 76ers,0,106,113
80,78,Seattle SuperSonics,0,101,83
81,79,Los Angeles Lakers,0,92,93
82,80,Boston Celtics,1,92,104
84,81,Baltimore Bullets,0,103,115
85,82,Detroit Pistons,1,114,158
