,G,Opponent,Home_away,Tm,Opp
0,1,Atlanta Hawks,0,114,90
1,2,Atlanta Hawks,0,117,102
2,3,Atlanta Hawks,1,98,88
4,4,Cleveland Cavaliers,0,91,84
5,5,Cleveland Cavaliers,0,104,85
6,6,Cleveland Cavaliers,1,96,90
7,7,Cleveland Cavaliers,1,103,101
9,8,New York Knicks,1,90,98
10,9,New York Knicks,1,91,96
11,10,New York Knicks,0,103,83
12,11,New York Knicks,0,105,95
13,12,New York Knicks,1,97,94
14,13,New York Knicks,0,96,88
16,14,Phoenix Suns,1,100,92
17,15,Phoenix Suns,1,111,108
18,16,Phoenix Suns,0,121,129
19,17,Phoenix Suns,0,111,105
20,18,Phoenix Suns,0,98,108
21,19,Phoenix Suns,1,99,98
