,G,Opponent,Home_away,Tm,Opp
0,1,Cleveland Cavaliers,1,95,88
1,2,Cleveland Cavaliers,1,88,96
2,3,Cleveland Cavaliers,0,101,94
3,4,Cleveland Cavaliers,0,105,108
4,5,Cleveland Cavaliers,1,101,100
6,6,New York Knicks,1,120,109
7,7,New York Knicks,1,97,114
8,8,New York Knicks,0,111,88
9,9,New York Knicks,0,106,93
10,10,New York Knicks,1,114,121
11,11,New York Knicks,0,113,111
13,12,Detroit Pistons,1,94,88
14,13,Detroit Pistons,1,91,100
15,14,Detroit Pistons,0,99,97
16,15,Detroit Pistons,0,80,86
17,16,Detroit Pistons,1,85,94
18,17,Detroit Pistons,0,94,103
