,G,Opponent,Home_away,Tm,Opp
0,1,Miami Heat,0,113,94
1,2,Miami Heat,0,120,90
2,3,Miami Heat,1,119,114
4,4,New York Knicks,0,89,94
5,5,New York Knicks,0,86,78
6,6,New York Knicks,1,94,86
7,7,New York Knicks,1,86,93
8,8,New York Knicks,0,96,88
9,9,New York Knicks,1,86,100
10,10,New York Knicks,0,110,81
12,11,Cleveland Cavaliers,0,103,89
13,12,Cleveland Cavaliers,0,81,107
14,13,Cleveland Cavaliers,1,105,96
15,14,Cleveland Cavaliers,1,85,99
16,15,Cleveland Cavaliers,0,112,89
17,16,Cleveland Cavaliers,1,99,94
19,17,Portland Trail Blazers,0,122,89
20,18,Portland Trail Blazers,0,104,115
21,19,Portland Trail Blazers,1,94,84
22,20,Portland Trail Blazers,1,88,93
23,21,Portland Trail Blazers,1,119,106
24,22,Portland Trail Blazers,0,97,93
