,Rk,G,Date,Age,Tm, ,Opp, .1,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
0,1,1,1999-02-05,31-016,ORL,,NYK,W (+8),1,38:00,7,18,.389,3,8,.375,2,4,.500,2,7,9,4,2,0,0,0,19,16.7
1,2,2,1999-02-06,31-017,ORL,@,PHI,L (-20),1,36:00,4,11,.364,2,6,.333,0,0,,1,4,5,1,0,0,2,3,10,3.3
2,3,3,1999-02-08,31-019,ORL,,BOS,W (+17),1,33:00,10,18,.556,4,6,.667,2,4,.500,0,5,5,2,1,1,3,2,26,17.4
3,4,4,1999-02-10,31-021,ORL,@,NJN,W (+8),1,38:00,8,13,.615,4,8,.500,1,6,.167,0,1,1,1,3,0,1,1,21,15.7
4,5,5,1999-02-11,31-022,ORL,@,DET,W (+6),1,40:00,3,13,.231,2,6,.333,5,8,.625,2,6,8,4,3,0,1,3,13,10.7
5,6,6,1999-02-14,31-025,ORL,,MIL,W (+3),1,34:00,4,13,.308,0,8,.000,5,6,.833,2,2,4,1,0,0,2,0,13,5.8
6,7,7,1999-02-16,31-027,ORL,@,CLE,L (-12),1,30:00,2,8,.250,1,3,.333,2,3,.667,0,4,4,3,0,0,1,2,7,3.3
7,8,8,1999-02-17,31-028,ORL,,WAS,W (+11),1,43:00,8,19,.421,4,8,.500,6,7,.857,1,2,3,2,0,0,4,2,26,13.4
8,9,9,1999-02-19,31-030,ORL,@,ATL,W (+5),1,44:00,8,15,.533,4,8,.500,2,3,.667,0,3,3,1,1,1,2,2,22,14.8
9,10,10,1999-02-21,31-032,ORL,,HOU,W (+26),1,31:00,8,17,.471,2,7,.286,1,3,.333,1,4,5,0,3,0,1,1,19,13.0
10,11,11,1999-02-22,31-033,ORL,,SAC,W (+11),1,38:00,12,18,.667,6,7,.857,0,0,,1,3,4,3,2,1,1,0,30,27.6
11,12,12,1999-02-24,31-035,ORL,@,BOS,L (-32),1,29:00,3,13,.231,0,4,.000,0,0,,0,4,4,1,1,2,0,1,6,2.0
12,13,13,1999-02-26,31-037,ORL,,IND,W (+3),1,39:00,8,26,.308,1,6,.167,4,6,.667,2,3,5,0,2,0,0,1,21,9.1
13,14,14,1999-02-28,31-039,ORL,@,MIA,L (-6),1,37:00,9,15,.600,6,11,.545,1,1,1.000,2,3,5,2,2,1,4,0,25,20.5
14,15,15,1999-03-01,31-040,ORL,,ATL,W (+3),1,37:00,7,16,.438,1,7,.143,0,1,.000,1,6,7,1,0,0,3,2,15,5.6
15,16,16,1999-03-03,31-042,ORL,,CHH,W (+17),1,32:00,8,13,.615,6,10,.600,3,4,.750,1,4,5,1,3,0,2,1,25,21.9
16,17,17,1999-03-05,31-044,ORL,@,TOR,W (+5),1,40:00,4,9,.444,2,4,.500,5,8,.625,2,4,6,4,1,1,3,2,15,12.4
17,18,18,1999-03-06,31-045,ORL,,DET,W (+5),1,37:00,3,14,.214,2,5,.400,0,2,.000,2,3,5,3,1,0,4,2,8,-0.8
18,19,19,1999-03-08,31-047,ORL,,ATL,L (-4),1,43:00,11,17,.647,5,8,.625,7,9,.778,1,9,10,5,0,1,5,0,34,28.3
19,20,20,1999-03-10,31-049,ORL,@,SAS,L (-2),1,43:00,6,21,.286,2,8,.250,3,4,.750,0,3,3,2,3,0,1,1,17,8.2
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
21,21,21,1999-03-11,31-050,ORL,@,DAL,L (-17),1,34:00,8,20,.400,1,5,.200,1,2,.500,0,5,5,1,2,0,4,1,18,6.6
22,22,22,1999-03-13,31-052,ORL,@,GSW,W (+13),1,38:00,3,16,.188,2,7,.286,1,2,.500,1,6,7,4,2,0,1,0,9,4.9
23,23,23,1999-03-15,31-054,ORL,,PHI,W (+1),1,37:00,5,17,.294,2,10,.200,3,6,.500,2,6,8,2,0,0,3,2,15,4.7
24,24,24,1999-03-17,31-056,ORL,,CHI,W (+9),1,40:00,6,17,.353,1,7,.143,8,10,.800,4,5,9,0,2,1,4,1,21,13.3
25,25,25,1999-03-18,31-057,ORL,@,NYK,W (+8),1,12:00,0,4,.000,0,2,.000,2,4,.500,0,1,1,1,0,0,0,0,2,-0.6
