,Rk,G,Date,Age,Tm, ,Opp, .1,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
0,1,1,1999-02-05,25-228,DEN,,MIN,L (-18),0,24:00,1,8,.125,0,4,.000,4,4,1.000,0,1,1,2,2,0,3,3,6,0.3
1,2,2,1999-02-07,25-230,DEN,@,PHO,L (-7),0,14:00,2,7,.286,0,3,.000,0,2,.000,0,0,0,1,0,0,0,1,4,-0.6
2,3,3,1999-02-08,25-231,DEN,@,HOU,L (-19),0,26:00,6,13,.462,1,5,.200,1,1,1.000,0,1,1,5,0,0,0,2,14,10.3
3,4,4,1999-02-10,25-233,DEN,,LAL,L (-5),0,21:00,1,6,.167,1,3,.333,0,0,,0,0,0,2,3,0,1,3,3,1.4
4,5,5,1999-02-12,25-235,DEN,,DAL,W (+6),0,35:00,2,9,.222,0,5,.000,2,2,1.000,1,9,10,5,1,0,4,4,6,2.8
5,6,6,1999-02-13,25-236,DEN,@,SEA,L (-13),0,24:00,1,7,.143,0,1,.000,2,3,.667,0,2,2,5,1,0,3,3,4,0.0
6,7,7,1999-02-15,25-238,DEN,,PHO,L (-9),0,21:00,3,8,.375,2,5,.400,0,0,,0,2,2,8,2,0,1,4,8,9.2
7,8,8,1999-02-17,25-240,DEN,@,POR,L (-15),0,14:00,2,4,.500,0,2,.000,2,2,1.000,0,0,0,1,0,0,1,1,6,3.3
8,9,9,1999-02-18,25-241,DEN,@,UTA,L (-11),0,15:00,1,4,.250,1,3,.333,0,0,,0,1,1,1,0,0,1,0,3,0.6
9,10,10,1999-02-22,25-245,DEN,,LAL,W (+4),0,8:00,1,3,.333,1,2,.500,0,0,,0,2,2,0,0,0,1,3,3,-0.3
10,11,11,1999-02-24,25-247,DEN,,UTA,W (+10),0,16:00,1,5,.200,0,0,,0,0,,1,0,1,2,2,0,1,3,2,0.8
11,12,12,1999-02-25,25-248,DEN,@,DAL,L (-9),0,28:00,2,10,.200,0,4,.000,2,2,1.000,0,4,4,6,3,1,3,3,6,4.7
