,Rk,G,Date,Age,Tm, ,Opp, .1,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
12,13,13,1999-02-28,22-079,VAN,@,DEN,L (-4),1,39:00,5,15,.333,0,0,,8,9,.889,2,4,6,5,2,1,3,2,18,14.1
13,14,14,1999-03-02,22-081,VAN,,SAC,L (-10),1,39:00,13,26,.500,0,0,,3,6,.500,5,7,12,2,1,0,0,3,29,21.6
14,15,15,1999-03-03,22-082,VAN,@,UTA,L (-23),1,32:00,5,14,.357,1,1,1.000,6,9,.667,2,3,5,2,1,1,3,2,17,9.6
15,16,16,1999-03-04,22-083,VAN,,MIN,L (-9),1,34:00,8,16,.500,1,1,1.000,5,7,.714,2,4,6,3,1,0,4,3,22,13.7
16,17,17,1999-03-06,22-085,VAN,,HOU,L (-15),1,38:00,11,27,.407,0,2,.000,4,4,1.000,5,7,12,3,6,0,3,2,26,21.4
17,18,18,1999-03-08,22-087,VAN,,POR,L (-19),1,36:00,6,11,.545,0,0,,7,7,1.000,0,6,6,0,1,1,4,1,19,12.8
18,19,19,1999-03-09,22-088,VAN,@,GSW,L (-10),1,45:00,13,31,.419,2,3,.667,7,10,.700,3,5,8,2,0,2,2,3,35,20.5
19,20,20,1999-03-11,22-090,VAN,@,HOU,L (-11),1,40:00,11,16,.688,0,0,,5,6,.833,1,7,8,5,2,2,5,4,27,22.9
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
21,21,21,1999-03-13,22-092,VAN,@,DAL,L (-17),1,41:00,8,15,.533,0,0,,5,8,.625,1,7,8,3,1,1,4,2,21,14.3
22,22,22,1999-03-15,22-094,VAN,@,DEN,L (-26),1,33:00,7,15,.467,0,0,,1,1,1.000,2,4,6,4,1,0,3,2,15,9.9
23,23,23,1999-03-16,22-095,VAN,@,SEA,L (-2),1,42:00,8,18,.444,0,0,,5,7,.714,5,6,11,6,1,0,2,5,21,17.3
24,24,24,1999-03-18,22-097,VAN,,MIN,W (+5),1,40:00,3,11,.273,0,0,,15,16,.938,1,4,5,2,1,2,6,2,21,13.0
25,25,25,1999-03-20,22-099,VAN,,SAS,L (-4),1,52:00,8,23,.348,1,1,1.000,8,9,.889,3,8,11,4,1,1,7,4,25,12.1
26,26,26,1999-03-22,22-101,VAN,@,PHO,L (-5),1,42:00,8,21,.381,0,1,.000,10,12,.833,1,6,7,2,2,2,2,3,26,17.8
27,27,27,1999-03-24,22-103,VAN,,PHI,L (-5),1,48:00,2,17,.118,0,3,.000,12,12,1.000,2,7,9,1,0,2,2,2,16,7.7
28,28,28,1999-03-26,22-105,VAN,,UTA,L (-5),1,43:00,13,21,.619,2,2,1.000,2,3,.667,1,8,9,5,1,1,5,3,30,22.2
29,29,29,1999-03-29,22-108,VAN,@,LAL,L (-18),1,36:00,7,13,.538,0,0,,7,7,1.000,0,3,3,7,1,0,4,3,21,16.3
30,30,30,1999-03-30,22-109,VAN,,DEN,W (+14),1,44:00,5,12,.417,1,1,1.000,11,14,.786,1,4,5,2,0,0,4,1,22,13.3
31,31,31,1999-04-01,22-111,VAN,@,SAS,L (-12),1,40:00,10,22,.455,0,0,,7,7,1.000,5,4,9,6,1,0,3,1,27,22.1
32,32,32,1999-04-02,22-112,VAN,@,ATL,L (-3),1,41:00,10,22,.455,0,0,,4,6,.667,2,4,6,5,0,2,3,2,24,15.5
33,33,33,1999-04-04,22-114,VAN,@,CHI,L (-1),1,44:00,7,11,.636,0,0,,12,14,.857,1,4,5,3,2,0,3,5,26,21.3
34,34,34,1999-04-06,22-116,VAN,@,POR,L (-9),1,41:00,6,16,.375,0,3,.000,7,8,.875,3,5,8,5,0,1,3,4,19,13.0
35,35,35,1999-04-07,22-117,VAN,,DEN,L (-3),1,43:00,7,18,.389,0,0,,11,12,.917,0,4,4,4,1,2,3,2,25,17.4
36,36,36,1999-04-09,22-119,VAN,,SEA,W (+5),1,42:00,10,20,.500,0,1,.000,8,9,.889,2,9,11,3,1,3,6,2,28,20.1
37,37,37,1999-04-11,22-121,VAN,,SAC,L (-3),1,45:00,8,16,.500,0,1,.000,7,7,1.000,4,6,10,5,5,1,5,3,23,22.6
38,38,38,1999-04-12,22-122,VAN,@,UTA,L (-18),1,36:00,5,17,.294,0,0,,12,13,.923,3,3,6,4,1,1,3,3,22,15.0
39,39,39,1999-04-14,22-124,VAN,@,HOU,L (-17),1,37:00,6,17,.353,1,2,.500,3,5,.600,1,2,3,3,1,0,1,1,16,8.7
40,40,40,1999-04-16,22-126,VAN,@,MIN,L (-14),1,41:00,10,19,.526,0,2,.000,4,6,.667,1,4,5,5,0,1,3,1,24,16.6
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
42,41,41,1999-04-18,22-128,VAN,,GSW,L (-5),1,40:00,10,18,.556,0,0,,5,6,.833,1,3,4,2,4,1,3,3,25,19.5
43,42,42,1999-04-19,22-129,VAN,@,LAL,L (-15),1,40:00,4,15,.267,0,0,,9,10,.900,2,3,5,5,0,0,6,5,17,5.5
44,43,43,1999-04-21,22-131,VAN,,LAC,W (+3),1,36:00,11,20,.550,0,1,.000,7,9,.778,2,4,6,1,2,6,2,3,29,24.9
45,44,44,1999-04-23,22-133,VAN,,SEA,L (-13),1,45:00,8,20,.400,0,0,,6,8,.750,4,5,9,5,0,3,7,6,22,10.9
46,45,45,1999-04-24,22-134,VAN,@,LAC,L (-9),1,43:00,9,17,.529,0,2,.000,9,10,.900,2,4,6,5,0,1,5,2,27,19.3
47,46,46,1999-04-27,22-137,VAN,@,DAL,L (-9),1,37:00,3,10,.300,0,0,,10,11,.909,2,8,10,7,1,2,4,2,16,16.1
48,47,47,1999-04-29,22-139,VAN,,SAS,L (-27),1,32:00,4,13,.308,0,0,,4,5,.800,5,3,8,3,1,2,3,3,12,8.8
49,48,48,1999-05-01,22-141,VAN,@,PHO,L (-30),1,35:00,7,15,.467,0,1,.000,9,10,.900,1,1,2,1,1,0,4,2,23,12.8
50,49,49,1999-05-03,22-143,VAN,,GSW,L (-8),1,37:00,5,19,.263,0,2,.000,10,12,.833,4,2,6,1,2,0,2,1,20,11.6
51,50,50,1999-05-05,22-145,VAN,@,SAC,L (-4),1,39:00,9,16,.563,1,1,1.000,7,9,.778,0,2,2,0,2,0,3,5,26,15.2
