,Rk,G,Date,Age,Tm, ,Opp, .1,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
0,1,1,1999-02-07,22-058,VAN,@,SAC,L (-22),1,38:00,4,14,.286,0,0,,4,7,.571,0,6,6,1,4,1,4,1,12,5.4
1,2,2,1999-02-08,22-059,VAN,,POR,L (-19),1,42:00,4,15,.267,0,0,,6,8,.750,3,5,8,0,2,1,7,2,14,2.8
2,3,3,1999-02-10,22-061,VAN,,LAC,W (+6),1,37:00,9,20,.450,1,1,1.000,16,17,.941,4,5,9,2,1,0,2,2,35,28.1
3,4,4,1999-02-11,22-062,VAN,,IND,L (-4),1,43:00,10,21,.476,0,0,,12,13,.923,2,5,7,11,3,0,0,3,32,33.3
4,5,5,1999-02-14,22-065,VAN,,DAL,W (+4),1,42:00,9,17,.529,0,0,,6,6,1.000,2,4,6,2,3,3,4,3,24,19.6
5,6,6,1999-02-16,22-067,VAN,@,LAC,W (+4),1,45:00,7,26,.269,0,1,.000,6,7,.857,2,7,9,5,0,1,3,3,20,7.7
6,7,7,1999-02-17,22-068,VAN,,BOS,L (-2),1,56:00,15,25,.600,0,0,,9,10,.900,4,9,13,5,1,1,8,5,39,27.8
7,8,8,1999-02-19,22-070,VAN,@,MIN,L (-19),1,37:00,8,20,.400,0,0,,5,8,.625,5,4,9,3,2,0,4,4,21,12.2
8,9,9,1999-02-21,22-072,VAN,@,TOR,L (-15),1,39:00,9,17,.529,0,2,.000,5,5,1.000,1,5,6,3,1,5,1,4,23,20.9
9,10,10,1999-02-23,22-074,VAN,,LAL,W (+10),1,41:00,6,18,.333,0,0,,16,19,.842,2,12,14,3,1,0,5,2,28,18.9
10,11,11,1999-02-25,22-076,VAN,,PHO,L (-8),1,42:00,7,17,.412,0,1,.000,8,10,.800,3,6,9,5,3,1,7,3,22,15.0
11,12,12,1999-02-27,22-078,VAN,,HOU,L (-12),1,41:00,8,20,.400,0,0,,4,5,.800,4,12,16,1,0,0,6,2,20,9.1
