,Rk,G,Date,Age,Tm, ,Opp, .1,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
0,1,1,1999-11-02,25-080,ORL,@,CHH,L (-14),0,21:00,4,10,.400,0,2,.000,2,2,1.000,0,4,4,4,2,0,4,2,10,5.8
1,2,2,1999-11-03,25-081,ORL,,DET,W (+9),0,15:00,2,5,.400,0,0,,0,0,,0,0,0,4,0,0,3,0,4,1.1
2,3,3,1999-11-05,25-083,ORL,,CLE,L (-5),0,16:00,1,8,.125,0,3,.000,2,2,1.000,0,2,2,3,0,0,2,2,4,-1.3
3,4,4,1999-11-06,25-084,ORL,@,WAS,W (+3),0,15:00,4,8,.500,0,2,.000,2,4,.500,0,0,0,1,1,0,1,1,10,5.5
4,5,5,1999-11-08,25-086,ORL,@,HOU,W (+5),0,18:00,4,8,.500,1,2,.500,0,1,.000,0,0,0,3,1,0,0,1,9,7.3
5,6,6,1999-11-10,25-088,ORL,,PHI,W (+5),0,11:00,1,4,.250,0,1,.000,0,0,,0,0,0,5,1,0,1,6,2,0.7
6,7,7,1999-11-11,25-089,ORL,@,IND,L (-15),0,16:00,1,3,.333,1,1,1.000,1,2,.500,0,1,1,2,0,0,2,4,4,0.0
7,8,8,1999-11-13,25-091,ORL,@,DAL,L (-8),0,15:00,2,9,.222,0,3,.000,0,0,,0,2,2,1,0,0,2,2,4,-3.0
8,9,9,1999-11-17,25-095,ORL,,POR,L (-2),0,16:00,5,10,.500,0,1,.000,0,0,,0,0,0,1,0,0,2,0,10,3.7
9,10,10,1999-11-19,25-097,ORL,,CHH,L (-11),0,20:00,4,11,.364,1,5,.200,0,0,,0,1,1,4,1,0,4,2,9,2.2
10,11,11,1999-11-20,25-098,ORL,@,ATL,W (+4),0,19:00,3,8,.375,0,0,,1,1,1.000,0,1,1,6,0,1,0,0,7,7.8
11,12,12,1999-11-24,25-102,ORL,,DAL,W (+12),0,11:00,2,8,.250,0,1,.000,0,0,,1,0,1,3,0,0,0,0,4,2.0
12,13,13,1999-11-27,25-105,ORL,@,NYK,L (-3),0,15:00,5,7,.714,1,2,.500,0,0,,0,0,0,1,0,0,0,0,11,8.8
13,14,14,1999-11-28,25-106,ORL,@,DET,W (+9),0,15:00,1,4,.250,0,0,,3,4,.750,0,2,2,2,0,0,1,2,5,2.4
14,15,15,1999-11-30,25-108,ORL,,SAC,L (-9),0,14:00,3,6,.500,0,0,,0,0,,0,1,1,1,0,0,1,1,6,2.6
15,16,16,1999-12-02,25-110,ORL,@,MIN,W (+10),0,25:00,7,14,.500,0,1,.000,4,5,.800,0,2,2,5,1,0,3,3,18,11.5
16,17,17,1999-12-03,25-111,ORL,@,DEN,W (+12),0,24:00,4,8,.500,0,0,,6,7,.857,1,0,1,8,2,0,2,1,14,15.5
17,18,18,1999-12-05,25-113,ORL,@,LAL,L (-17),0,20:00,3,8,.375,1,3,.333,4,5,.800,0,0,0,5,1,0,1,2,11,8.9
18,19,19,1999-12-07,25-115,ORL,@,PHO,L (-3),0,12:00,3,4,.750,0,0,,0,0,,0,0,0,2,1,0,1,0,6,5.8
19,20,20,1999-12-11,25-119,ORL,,CHI,W (+21),0,23:00,4,9,.444,0,0,,0,0,,0,0,0,4,2,0,2,0,8,6.1
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
21,21,21,1999-12-15,25-123,ORL,,MIL,L (-17),0,25:00,4,9,.444,1,3,.333,6,6,1.000,0,3,3,5,0,0,3,3,15,10.5
22,22,22,1999-12-17,25-125,ORL,,TOR,W (+14),0,18:00,6,12,.500,2,2,1.000,2,3,.667,1,2,3,3,0,0,2,1,16,10.6
23,23,23,1999-12-18,25-126,ORL,@,CHI,W (+9),0,13:00,4,9,.444,1,1,1.000,0,0,,0,3,3,1,3,0,0,0,9,8.9
24,24,24,1999-12-20,25-128,ORL,,UTA,W (+2),0,19:00,2,6,.333,0,0,,0,0,,0,0,0,2,0,0,0,0,4,2.0
25,25,25,1999-12-22,25-130,ORL,@,CLE,W (+6),0,26:00,9,19,.474,2,4,.500,2,2,1.000,0,2,2,5,0,0,0,2,22,15.6
26,26,26,1999-12-23,25-131,ORL,@,CHH,W (+4),0,13:00,1,6,.167,0,1,.000,2,3,.667,1,1,2,0,0,0,2,1,4,-1.6
27,27,27,1999-12-27,25-135,ORL,,MIN,L (-2),0,19:00,6,9,.667,0,0,,0,0,,0,1,1,3,0,1,0,2,12,10.4
28,28,28,1999-12-29,25-137,ORL,,MIA,L (-3),0,16:00,2,7,.286,1,2,.500,0,0,,0,1,1,0,0,0,3,1,5,-2.2
29,29,29,1999-12-30,25-138,ORL,@,NJN,L (-10),0,17:00,4,10,.400,0,3,.000,0,0,,0,1,1,4,0,0,3,1,8,2.3
30,30,30,2000-01-02,25-141,ORL,@,MIA,L (-8),0,16:00,4,7,.571,1,1,1.000,3,4,.750,1,2,3,1,0,0,1,0,12,9.3
31,31,31,2000-01-03,25-142,ORL,,DET,L (-12),0,27:00,4,6,.667,1,1,1.000,1,2,.500,0,0,0,5,1,0,2,5,10,7.5
32,32,32,2000-01-05,25-144,ORL,,VAN,W (+20),0,29:00,4,11,.364,0,0,,1,3,.333,1,3,4,8,1,0,3,2,9,6.5
33,33,33,2000-01-07,25-146,ORL,,NYK,L (-8),0,17:00,1,7,.143,0,1,.000,0,0,,0,2,2,4,0,0,2,1,2,-1.5
34,34,34,2000-01-08,25-147,ORL,@,SAS,L (-35),0,13:00,3,5,.600,0,0,,0,0,,0,1,1,5,1,0,1,0,6,7.5
35,35,35,2000-01-10,25-149,ORL,,NJN,L (-6),0,20:00,1,4,.250,0,1,.000,2,4,.500,0,1,1,1,0,0,4,2,4,-3.0
36,36,36,2000-01-12,25-151,ORL,@,TOR,L (-6),0,22:00,3,10,.300,0,2,.000,0,0,,1,1,2,7,1,0,4,4,6,1.5
37,37,37,2000-01-14,25-153,ORL,@,PHI,L (-2),0,28:00,6,11,.545,1,2,.500,2,2,1.000,1,0,1,4,0,0,1,0,15,12.2
38,38,38,2000-01-15,25-154,ORL,,IND,L (-7),0,16:00,1,6,.167,0,0,,0,0,,0,2,2,3,0,0,0,1,2,0.5
