,Rk,G,Date,Age,Tm, ,Opp, .1,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
39,39,39,2000-01-17,25-156,ORL,@,GSW,L (-13),0,17:00,4,8,.500,1,4,.250,0,0,,0,0,0,1,0,0,4,0,9,1.7
40,40,40,2000-01-20,25-159,ORL,@,SAC,L (-8),0,18:00,2,8,.250,1,2,.500,0,0,,0,1,1,2,1,0,2,1,5,0.5
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
42,41,41,2000-01-22,25-161,ORL,@,VAN,W (+3),0,19:00,6,9,.667,1,2,.500,3,4,.750,0,0,0,3,0,0,2,2,16,11.0
43,42,42,2000-01-23,25-162,ORL,@,LAC,W (+13),0,23:00,4,11,.364,1,3,.333,0,0,,1,1,2,4,0,0,0,1,9,6.3
44,43,43,2000-01-26,25-165,ORL,,BOS,W (+22),0,19:00,2,4,.500,0,0,,2,2,1.000,0,2,2,5,0,0,1,1,6,6.7
45,44,44,2000-01-27,25-166,ORL,@,CLE,L (-12),0,24:00,3,7,.429,2,3,.667,1,1,1.000,0,3,3,4,0,0,4,3,9,3.8
46,45,45,2000-01-29,25-168,ORL,,ATL,W (+16),0,22:00,3,7,.429,0,0,,3,4,.750,0,1,1,3,1,0,1,3,9,6.1
47,46,46,2000-01-31,25-170,ORL,,PHO,L (-4),0,15:00,2,6,.333,2,3,.667,0,1,.000,0,0,0,0,0,0,0,2,6,1.4
48,47,47,2000-02-01,25-171,ORL,@,NYK,W (+21),0,28:00,10,16,.625,1,4,.250,1,1,1.000,0,0,0,7,2,0,0,1,22,21.3
49,48,48,2000-02-05,25-175,ORL,,IND,W (+5),0,21:00,6,10,.600,1,1,1.000,4,5,.800,1,4,5,7,1,0,0,2,17,19.0
50,49,49,2000-02-07,25-177,ORL,,GSW,W (+20),0,21:00,2,4,.500,0,0,,1,2,.500,1,1,2,13,0,0,2,2,5,9.9
51,50,50,2000-02-09,25-179,ORL,,WAS,W (+11),0,18:00,4,9,.444,0,0,,3,4,.750,0,3,3,9,1,0,1,1,11,12.7
52,51,51,2000-02-16,25-186,ORL,,LAC,W (+33),0,17:00,4,11,.364,0,3,.000,0,0,,2,1,3,2,1,0,0,2,8,5.2
53,52,52,2000-02-18,25-188,ORL,,LAL,L (-8),0,20:00,5,15,.333,1,3,.333,0,0,,0,3,3,4,0,0,2,3,11,3.0
54,53,53,2000-02-22,25-192,ORL,@,SEA,L (-36),0,29:00,9,15,.600,3,6,.500,0,2,.000,0,3,3,4,3,0,2,2,21,17.2
55,54,54,2000-02-24,25-194,ORL,@,POR,L (-19),0,22:00,7,13,.538,1,3,.333,1,2,.500,0,2,2,7,2,0,0,1,16,16.4
56,55,55,2000-02-25,25-195,ORL,@,UTA,L (-8),0,23:00,6,11,.545,1,2,.500,2,2,1.000,0,1,1,1,2,0,4,4,15,7.1
57,56,56,2000-02-27,25-197,ORL,@,MIL,L (-7),0,28:00,4,12,.333,0,1,.000,0,0,,1,1,2,6,0,0,1,3,8,4.2
58,57,57,2000-02-29,25-199,ORL,,SEA,W (+9),0,21:00,5,7,.714,0,1,.000,0,0,,1,2,3,3,1,0,3,0,10,8.5
59,58,58,2000-03-02,25-201,ORL,,CHH,W (+8),0,21:00,5,9,.556,3,4,.750,1,1,1.000,0,0,0,5,0,0,1,2,14,11.4
60,59,59,2000-03-05,25-204,ORL,@,BOS,L (-6),0,21:00,7,14,.500,2,5,.400,1,1,1.000,0,2,2,3,1,0,3,2,17,9.9
61,60,60,2000-03-06,25-205,ORL,@,WAS,W (+2),0,25:00,6,13,.462,3,5,.600,0,0,,0,1,1,5,1,0,1,1,15,11.7
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
63,61,61,2000-03-08,25-207,ORL,,CHI,W (+36),0,18:00,2,5,.400,0,0,,0,0,,1,2,3,3,0,1,0,2,4,4.6
64,62,62,2000-03-11,25-210,ORL,,DEN,W (+3),0,17:00,4,8,.500,0,4,.000,1,2,.500,0,0,0,3,0,0,4,5,9,0.7
65,63,63,2000-03-12,25-211,ORL,@,NJN,L (-38),0,31:00,2,9,.222,0,0,,0,0,,0,0,0,5,0,0,4,3,4,-3.2
66,64,64,2000-03-14,25-213,ORL,,WAS,W (+9),0,22:00,4,10,.400,0,1,.000,2,2,1.000,0,0,0,3,0,0,2,2,10,3.9
67,65,65,2000-03-15,25-214,ORL,@,DET,L (-22),0,23:00,4,11,.364,1,3,.333,1,2,.500,0,0,0,4,0,0,2,1,10,3.9
68,66,66,2000-03-17,25-216,ORL,@,TOR,L (-4),0,20:00,6,14,.429,1,3,.333,1,2,.500,0,2,2,4,0,0,1,2,14,7.8
69,67,67,2000-03-19,25-218,ORL,@,PHI,L (-4),0,23:00,1,9,.111,0,1,.000,0,1,.000,1,1,2,4,2,0,3,4,2,-3.1
70,68,68,2000-03-20,25-219,ORL,@,CHI,W (+2),0,18:00,1,7,.143,0,1,.000,0,0,,0,2,2,6,1,0,0,0,2,3.3
71,69,69,2000-03-22,25-221,ORL,,ATL,W (+13),0,18:00,3,9,.333,0,0,,2,2,1.000,0,1,1,0,2,0,2,3,8,2.0
72,70,70,2000-03-24,25-223,ORL,,HOU,W (+16),0,22:00,5,13,.385,0,0,,0,0,,1,1,2,4,0,0,0,1,10,6.3
73,71,71,2000-03-26,25-225,ORL,,MIA,W (+25),0,25:00,7,13,.538,2,6,.333,4,4,1.000,1,2,3,5,1,0,0,0,20,19.5
74,72,72,2000-03-28,25-227,ORL,,BOS,W (+35),0,17:00,7,11,.636,2,3,.667,5,6,.833,0,2,2,1,0,0,3,0,21,14.0
75,73,73,2000-03-31,25-230,ORL,,NJN,W (+6),0,15:00,3,7,.429,1,3,.333,2,2,1.000,0,2,2,1,1,0,1,5,9,4.6
76,74,74,2000-04-04,25-234,ORL,,SAS,W (+10),0,21:00,6,10,.600,2,2,1.000,2,2,1.000,0,1,1,6,0,0,4,3,16,10.7
77,75,75,2000-04-07,25-237,ORL,,NYK,L (-7),0,22:00,6,13,.462,1,5,.200,1,2,.500,0,1,1,5,0,0,4,2,14,5.9
78,76,76,2000-04-09,25-239,ORL,,PHI,W (+12),0,17:00,5,10,.500,3,6,.500,0,0,,0,2,2,3,0,0,1,2,13,8.9
79,77,77,2000-04-10,25-240,ORL,@,MIL,L (-17),0,23:00,4,13,.308,1,6,.167,3,4,.750,1,2,3,3,1,0,2,0,12,6.5
80,78,78,2000-04-12,25-242,ORL,@,BOS,L (-4),0,17:00,1,5,.200,0,1,.000,0,0,,0,0,0,3,1,0,1,0,2,1.0
81,79,79,2000-04-14,25-244,ORL,@,NJN,W (+8),0,15:00,0,4,.000,0,0,,3,4,.750,0,0,0,4,0,0,3,3,3,-1.6
82,80,80,2000-04-16,25-246,ORL,@,MIA,L (-11),0,20:00,2,9,.222,1,3,.333,0,0,,0,1,1,2,2,0,1,0,5,2.2
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
84,81,81,2000-04-17,25-247,ORL,,MIL,L (-2),0,32:00,7,22,.318,3,9,.333,1,2,.500,0,4,4,6,4,0,3,3,18,10.2
85,82,82,2000-04-19,25-249,ORL,,TOR,W (+6),0,23:00,0,4,.000,0,0,,0,2,.000,0,6,6,7,0,0,4,2,0,-1.7
