,G,Opponent,Home_away,Tm,Opp
0,1,Houston Rockets,0,104,120
1,2,Milwaukee Bucks,0,115,91
2,3,San Antonio Spurs,0,122,114
3,4,Los Angeles Lakers,1,101,118
4,5,Golden State Warriors,1,106,114
5,6,Seattle SuperSonics,1,112,126
6,7,Portland Trail Blazers,1,116,129
7,8,Chicago Bulls,0,97,87
8,9,Detroit Pistons,0,105,110
9,10,Cleveland Cavaliers,0,107,97
10,11,Portland Trail Blazers,0,107,105
11,12,New Orleans Jazz,0,86,115
12,13,New York Knicks,1,97,100
13,14,Boston Celtics,1,91,104
14,15,Philadelphia 76ers,0,106,123
15,16,Kansas City Kings,0,83,106
16,17,Indiana Pacers,1,93,115
17,18,New York Nets,1,109,105
18,19,Buffalo Braves,0,101,94
19,20,Golden State Warriors,0,98,132
21,21,Washington Bullets,0,90,102
22,22,New Orleans Jazz,1,105,121
23,23,New York Nets,0,105,107
24,24,San Antonio Spurs,1,117,106
25,25,Kansas City Kings,1,102,100
26,26,Cleveland Cavaliers,1,95,94
27,27,Phoenix Suns,0,91,106
28,28,Los Angeles Lakers,0,106,104
29,29,Houston Rockets,1,107,118
30,30,New Orleans Jazz,1,113,109
31,31,Boston Celtics,0,110,117
32,32,Milwaukee Bucks,1,109,126
33,33,Detroit Pistons,1,94,107
34,34,Chicago Bulls,1,95,101
35,35,New York Knicks,0,98,103
36,36,Seattle SuperSonics,0,119,120
37,37,Washington Bullets,1,92,96
38,38,New Orleans Jazz,0,88,93
39,39,Denver Nuggets,0,113,109
40,40,Indiana Pacers,0,95,103
42,41,Phoenix Suns,0,92,93
43,42,Buffalo Braves,1,124,118
44,43,New York Nets,1,120,101
45,44,Kansas City Kings,0,90,115
46,45,Portland Trail Blazers,0,125,120
47,46,Philadelphia 76ers,1,94,114
48,47,Milwaukee Bucks,0,121,101
49,48,Golden State Warriors,0,97,104
50,49,Houston Rockets,1,104,118
51,50,Houston Rockets,0,101,97
52,51,Detroit Pistons,0,92,95
53,52,Buffalo Braves,0,100,98
54,53,Chicago Bulls,0,99,96
55,54,Phoenix Suns,1,104,117
56,55,Seattle SuperSonics,1,99,98
57,56,Portland Trail Blazers,1,121,108
58,57,Golden State Warriors,1,111,117
59,58,Los Angeles Lakers,1,111,101
60,59,Denver Nuggets,1,95,111
61,60,New York Knicks,0,101,98
63,61,Chicago Bulls,1,87,96
64,62,San Antonio Spurs,0,119,111
65,63,Los Angeles Lakers,0,90,92
66,64,Washington Bullets,0,100,99
67,65,Detroit Pistons,1,105,115
68,66,Philadelphia 76ers,0,99,98
69,67,Denver Nuggets,0,100,95
70,68,Cleveland Cavaliers,0,113,115
71,69,Philadelphia 76ers,1,100,109
72,70,Boston Celtics,1,96,98
73,71,New York Knicks,1,101,107
74,72,Buffalo Braves,1,86,84
75,73,Boston Celtics,0,96,103
76,74,Indiana Pacers,1,95,103
77,75,Cleveland Cavaliers,1,94,99
78,76,Washington Bullets,1,103,110
79,77,New York Nets,0,95,81
80,78,Indiana Pacers,0,99,106
81,79,San Antonio Spurs,1,111,103
82,80,Phoenix Suns,1,102,108
84,81,Denver Nuggets,1,95,110
85,82,Milwaukee Bucks,1,107,118
