,G,Opponent,Home_away,Tm,Opp
0,1,Buffalo Braves,1,120,109
1,2,Baltimore Bullets,1,98,115
2,3,New York Knicks,0,109,101
3,4,Boston Celtics,0,115,119
4,5,Houston Rockets,1,108,120
5,6,Kansas City-Omaha Kings,1,101,108
6,7,Portland Trail Blazers,1,118,110
7,8,Seattle SuperSonics,1,118,115
8,9,Golden State Warriors,1,107,122
9,10,Houston Rockets,0,105,106
10,11,Houston Rockets,1,114,108
11,12,Philadelphia 76ers,0,128,120
12,13,Baltimore Bullets,0,109,107
13,14,New York Knicks,1,99,101
14,15,Milwaukee Bucks,0,111,102
15,16,Golden State Warriors,0,105,114
16,17,Phoenix Suns,0,126,122
17,18,Cleveland Cavaliers,1,98,109
18,19,Detroit Pistons,1,110,113
19,20,Seattle SuperSonics,0,110,97
21,21,Chicago Bulls,0,99,100
22,22,Milwaukee Bucks,1,96,108
23,23,Phoenix Suns,1,98,109
24,24,Los Angeles Lakers,1,114,109
25,25,Portland Trail Blazers,1,106,103
26,26,Portland Trail Blazers,0,122,121
27,27,Chicago Bulls,1,94,89
28,28,Baltimore Bullets,0,134,115
29,29,Kansas City-Omaha Kings,1,115,130
30,30,New York Knicks,1,93,114
31,31,New York Knicks,0,121,120
32,32,Cleveland Cavaliers,0,100,94
33,33,Kansas City-Omaha Kings,0,119,102
34,34,Buffalo Braves,1,110,109
35,35,Philadelphia 76ers,0,124,112
36,36,Cleveland Cavaliers,1,96,115
37,37,Philadelphia 76ers,0,121,120
38,38,Baltimore Bullets,0,111,112
39,39,Buffalo Braves,0,120,110
40,40,Chicago Bulls,1,90,100
42,41,Milwaukee Bucks,1,97,105
43,42,Boston Celtics,0,108,126
44,43,Detroit Pistons,1,116,111
45,44,Houston Rockets,0,120,114
46,45,New York Knicks,0,107,122
47,46,Boston Celtics,1,109,133
48,47,Los Angeles Lakers,0,100,102
49,48,Detroit Pistons,0,130,129
50,49,Philadelphia 76ers,1,122,105
51,50,Buffalo Braves,0,125,127
52,51,Cleveland Cavaliers,0,96,84
53,52,Buffalo Braves,1,118,82
54,53,Kansas City-Omaha Kings,0,129,126
55,54,Houston Rockets,1,108,116
56,55,Detroit Pistons,0,123,126
57,56,Boston Celtics,1,100,99
58,57,Buffalo Braves,0,105,101
59,58,Baltimore Bullets,0,112,106
60,59,Baltimore Bullets,1,108,137
61,60,Cleveland Cavaliers,0,132,136
63,61,Houston Rockets,0,103,91
64,62,Cleveland Cavaliers,1,115,107
65,63,Phoenix Suns,1,111,104
66,64,Los Angeles Lakers,1,99,92
67,65,Golden State Warriors,1,115,118
68,66,Seattle SuperSonics,1,120,124
69,67,Seattle SuperSonics,0,131,130
70,68,Philadelphia 76ers,1,130,107
71,69,Houston Rockets,0,136,125
72,70,Philadelphia 76ers,0,138,130
73,71,Portland Trail Blazers,0,135,129
74,72,Golden State Warriors,0,117,113
75,73,Houston Rockets,1,118,129
76,74,Cleveland Cavaliers,1,107,115
77,75,Phoenix Suns,0,135,127
78,76,Milwaukee Bucks,0,104,105
79,77,Los Angeles Lakers,0,114,112
80,78,New York Knicks,1,98,93
81,79,Boston Celtics,1,108,124
82,80,Chicago Bulls,0,113,111
84,81,Baltimore Bullets,1,105,112
85,82,Boston Celtics,0,110,117
