,G,Opponent,Home_away,Tm,Opp
0,1,Phoenix Suns,0,119,110
1,2,Phoenix Suns,0,131,128
2,3,Phoenix Suns,1,108,105
3,4,Phoenix Suns,1,101,127
4,5,Phoenix Suns,0,126,101
6,6,Seattle SuperSonics,0,107,108
7,7,Seattle SuperSonics,0,108,99
8,8,Seattle SuperSonics,1,104,100
9,9,Seattle SuperSonics,1,98,93
10,10,Seattle SuperSonics,0,111,105
12,11,Philadelphia 76ers,0,109,102
13,12,Philadelphia 76ers,0,104,107
14,13,Philadelphia 76ers,1,111,101
15,14,Philadelphia 76ers,1,102,105
16,15,Philadelphia 76ers,0,108,103
17,16,Philadelphia 76ers,1,123,107
