,G,Opponent,Home_away,Tm,Opp
0,1,Denver Nuggets,0,128,95
1,2,Denver Nuggets,0,139,127
2,3,Denver Nuggets,1,140,103
4,4,Golden State Warriors,0,125,116
5,5,Golden State Warriors,0,116,101
6,6,Golden State Warriors,1,133,108
7,7,Golden State Warriors,1,121,129
8,8,Golden State Warriors,0,118,106
10,9,Seattle SuperSonics,0,92,87
11,10,Seattle SuperSonics,0,112,104
12,11,Seattle SuperSonics,1,122,121
13,12,Seattle SuperSonics,1,133,102
15,13,Boston Celtics,0,126,113
16,14,Boston Celtics,0,141,122
17,15,Boston Celtics,1,103,109
18,16,Boston Celtics,1,107,106
19,17,Boston Celtics,1,108,123
20,18,Boston Celtics,0,106,93
