,G,Opponent,Home_away,Tm,Opp
0,1,Houston Rockets,0,94,92
1,2,Houston Rockets,0,109,98
2,3,Houston Rockets,1,94,90
4,4,Golden State Warriors,0,126,116
5,5,Golden State Warriors,0,124,125
6,6,Golden State Warriors,1,115,112
7,7,Golden State Warriors,1,123,107
8,8,Golden State Warriors,0,124,119
10,9,Portland Trail Blazers,1,111,106
11,10,Portland Trail Blazers,1,98,109
12,11,Portland Trail Blazers,0,106,92
13,12,Portland Trail Blazers,0,116,95
14,13,Portland Trail Blazers,1,84,95
15,14,Portland Trail Blazers,0,91,90
17,15,Chicago Bulls,1,93,91
18,16,Chicago Bulls,1,86,107
19,17,Chicago Bulls,0,96,104
20,18,Chicago Bulls,0,82,97
21,19,Chicago Bulls,0,101,108
