,G,Opponent,Home_away,Tm,Opp
0,1,Golden State Warriors,0,104,92
1,2,Houston Rockets,0,124,108
2,3,Philadelphia 76ers,1,92,87
3,4,Detroit Pistons,0,97,93
4,5,Philadelphia 76ers,0,114,121
5,6,Boston Celtics,1,95,105
6,7,Phoenix Suns,0,110,105
7,8,Washington Bullets,0,90,105
8,9,Houston Rockets,1,93,80
9,10,Milwaukee Bucks,1,112,98
10,11,Boston Celtics,0,110,112
11,12,Los Angeles Lakers,0,120,106
12,13,Cleveland Cavaliers,1,118,115
13,14,Detroit Pistons,1,94,104
14,15,Portland Trail Blazers,0,104,109
15,16,Phoenix Suns,1,106,107
16,17,Los Angeles Lakers,1,105,126
17,18,Portland Trail Blazers,1,115,130
18,19,New Orleans Jazz,0,96,108
19,20,Cleveland Cavaliers,0,125,88
21,21,New York Knicks,1,98,108
22,22,Kansas City Kings,0,126,107
23,23,Atlanta Hawks,1,99,122
24,24,New York Knicks,0,123,110
25,25,Chicago Bulls,1,103,101
26,26,Washington Bullets,1,94,100
27,27,Houston Rockets,0,88,85
28,28,Washington Bullets,0,104,88
29,29,Kansas City Kings,1,117,110
30,30,Boston Celtics,0,101,92
31,31,Philadelphia 76ers,1,95,96
32,32,Philadelphia 76ers,0,130,105
33,33,Cleveland Cavaliers,1,88,111
34,34,Milwaukee Bucks,0,118,106
35,35,New York Knicks,0,106,105
36,36,New York Knicks,1,106,107
37,37,Los Angeles Lakers,0,114,113
38,38,Chicago Bulls,0,100,107
39,39,Seattle SuperSonics,1,125,104
40,40,Golden State Warriors,1,101,127
42,41,Phoenix Suns,1,126,119
43,42,Chicago Bulls,1,110,104
44,43,Seattle SuperSonics,0,110,101
45,44,Phoenix Suns,0,112,103
46,45,Atlanta Hawks,1,102,94
47,46,Atlanta Hawks,0,119,104
48,47,Boston Celtics,1,107,135
49,48,New Orleans Jazz,0,129,105
50,49,New Orleans Jazz,1,126,112
51,50,Boston Celtics,0,100,109
52,51,Milwaukee Bucks,0,109,104
53,52,Philadelphia 76ers,1,97,100
54,53,Washington Bullets,0,115,105
55,54,Kansas City Kings,1,101,96
56,55,Cleveland Cavaliers,0,111,114
57,56,Atlanta Hawks,1,104,112
58,57,Portland Trail Blazers,0,116,113
59,58,Detroit Pistons,0,112,114
60,59,New York Knicks,1,109,103
61,60,Seattle SuperSonics,0,94,126
63,61,Houston Rockets,0,107,113
64,62,Golden State Warriors,0,93,100
65,63,Philadelphia 76ers,0,105,99
66,64,New Orleans Jazz,1,120,105
67,65,Houston Rockets,0,100,113
68,66,Los Angeles Lakers,1,109,137
69,67,Portland Trail Blazers,1,112,95
70,68,Seattle SuperSonics,1,111,122
71,69,Golden State Warriors,1,109,110
72,70,New Orleans Jazz,0,115,101
73,71,Detroit Pistons,1,112,118
74,72,Chicago Bulls,0,122,109
75,73,Cleveland Cavaliers,1,109,94
76,74,Milwaukee Bucks,1,92,123
77,75,Washington Bullets,1,90,113
78,76,Boston Celtics,0,93,83
79,77,Philadelphia 76ers,1,103,107
80,78,Atlanta Hawks,0,101,93
81,79,Boston Celtics,1,117,114
82,80,New York Knicks,0,102,106
84,81,New York Knicks,1,105,98
85,82,Kansas City Kings,0,99,98
