,G,Opponent,Home_away,Tm,Opp
0,1,Oklahoma City Thunder,0,93,90
1,2,Los Angeles Lakers,1,118,111
2,3,Sacramento Kings,0,92,98
3,4,Utah Jazz,0,107,101
4,5,Golden State Warriors,1,104,121
5,6,Portland Trail Blazers,0,106,102
6,7,San Antonio Spurs,0,85,89
7,8,Phoenix Suns,0,120,107
8,9,Chicago Bulls,0,89,105
9,10,Orlando Magic,1,114,90
10,11,Miami Heat,1,110,93
11,12,Memphis Grizzlies,1,91,107
12,13,Charlotte Hornets,1,113,92
13,14,Detroit Pistons,1,104,98
14,15,Houston Rockets,1,102,85
15,16,Utah Jazz,1,112,96
16,17,Minnesota Timberwolves,0,127,101
17,18,Orlando Magic,0,114,86
18,19,New Orleans Pelicans,0,120,100
19,20,Phoenix Suns,0,121,120
21,21,Indiana Pacers,1,103,96
22,22,Washington Wizards,1,96,104
23,23,Milwaukee Bucks,1,106,111
24,24,Detroit Pistons,0,113,91
25,25,Indiana Pacers,0,102,100
26,26,Denver Nuggets,1,106,109
27,27,Milwaukee Bucks,0,106,102
28,28,San Antonio Spurs,1,118,125
29,29,Atlanta Hawks,1,104,107
30,30,Golden State Warriors,0,100,86
31,31,Toronto Raptors,0,98,110
32,32,Utah Jazz,0,101,97
33,33,New York Knicks,0,99,78
34,34,Philadelphia 76ers,0,127,91
35,35,Atlanta Hawks,0,98,107
36,36,Los Angeles Lakers,0,114,89
37,37,Dallas Mavericks,0,120,100
38,38,Miami Heat,0,90,104
39,39,Portland Trail Blazers,1,100,94
40,40,Cleveland Cavaliers,0,121,126
42,41,Sacramento Kings,1,117,108
43,42,Boston Celtics,0,102,93
44,43,Brooklyn Nets,0,123,84
45,44,Phoenix Suns,1,120,100
46,45,Denver Nuggets,0,102,98
47,46,Utah Jazz,1,94,89
48,47,New Orleans Pelicans,1,103,108
49,48,San Antonio Spurs,1,105,85
50,49,Brooklyn Nets,1,100,102
51,50,Cleveland Cavaliers,1,94,105
52,51,Toronto Raptors,1,107,123
53,52,Oklahoma City Thunder,1,108,131
54,53,Dallas Mavericks,1,115,98
55,54,Houston Rockets,0,110,95
56,55,San Antonio Spurs,0,119,115
57,56,Sacramento Kings,0,126,99
58,57,Memphis Grizzlies,0,87,90
59,58,Houston Rockets,1,105,110
60,59,Memphis Grizzlies,1,97,79
61,60,Chicago Bulls,1,96,86
63,61,Minnesota Timberwolves,1,110,105
64,62,Portland Trail Blazers,0,93,98
65,63,Golden State Warriors,1,98,106
66,64,Minnesota Timberwolves,0,89,76
67,65,Oklahoma City Thunder,1,120,108
68,66,Dallas Mavericks,1,99,129
69,67,Houston Rockets,0,98,100
70,68,Charlotte Hornets,0,99,92
71,69,Sacramento Kings,1,116,105
72,70,Washington Wizards,0,113,99
73,71,New Orleans Pelicans,0,107,100
74,72,New York Knicks,1,111,80
75,73,Philadelphia 76ers,1,119,98
76,74,Boston Celtics,1,119,106
77,75,Golden State Warriors,0,106,110
78,76,Portland Trail Blazers,1,126,122
79,77,Denver Nuggets,1,107,92
80,78,Los Angeles Lakers,1,106,78
81,79,Los Angeles Lakers,0,105,100
82,80,Memphis Grizzlies,0,94,86
84,81,Denver Nuggets,0,110,103
85,82,Phoenix Suns,1,112,101
