,G,Opponent,Home_away,Tm,Opp
0,1,Houston Rockets,0,107,105
1,2,Boston Celtics,1,112,118
2,3,Los Angeles Lakers,0,122,125
3,4,New York Knicks,1,91,117
4,5,Philadelphia 76ers,0,116,110
5,6,Milwaukee Bucks,1,113,130
6,7,Cleveland Cavaliers,0,104,97
7,8,Cleveland Cavaliers,1,111,101
8,9,Kansas City-Omaha Kings,1,112,100
9,10,Seattle SuperSonics,0,105,103
10,11,Chicago Bulls,1,97,107
11,12,Golden State Warriors,0,121,124
12,13,Chicago Bulls,0,95,101
13,14,Seattle SuperSonics,1,113,130
14,15,Portland Trail Blazers,1,108,122
15,16,Golden State Warriors,1,105,128
16,17,Atlanta Hawks,0,121,114
17,18,New York Knicks,1,86,97
18,19,Detroit Pistons,0,94,98
19,20,Capital Bullets,1,112,101
21,21,Phoenix Suns,0,127,100
22,22,Kansas City-Omaha Kings,0,143,131
23,23,Milwaukee Bucks,0,110,115
24,24,Atlanta Hawks,1,106,130
25,25,Capital Bullets,0,113,121
26,26,Portland Trail Blazers,0,114,110
27,27,New York Knicks,0,108,113
28,28,Boston Celtics,0,114,118
29,29,Atlanta Hawks,1,132,127
30,30,Boston Celtics,0,119,126
31,31,Cleveland Cavaliers,1,102,98
32,32,Cleveland Cavaliers,0,100,93
33,33,New York Knicks,0,117,115
34,34,Kansas City-Omaha Kings,1,112,122
35,35,Capital Bullets,0,85,110
36,36,Boston Celtics,0,123,125
37,37,Phoenix Suns,1,120,108
38,38,Los Angeles Lakers,1,105,108
39,39,Portland Trail Blazers,1,120,119
40,40,Seattle SuperSonics,1,115,111
42,41,New York Knicks,1,111,110
43,42,Atlanta Hawks,0,117,109
44,43,Atlanta Hawks,0,100,96
45,44,Houston Rockets,0,117,99
46,45,Capital Bullets,1,97,96
47,46,Houston Rockets,0,112,121
48,47,Capital Bullets,0,98,94
49,48,Philadelphia 76ers,1,112,129
50,49,Philadelphia 76ers,0,119,109
51,50,Milwaukee Bucks,0,88,114
52,51,Kansas City-Omaha Kings,0,113,118
53,52,Atlanta Hawks,1,122,132
54,53,Houston Rockets,1,122,108
55,54,Golden State Warriors,0,121,128
56,55,Detroit Pistons,1,96,111
57,56,Philadelphia 76ers,0,112,98
58,57,Philadelphia 76ers,1,114,98
59,58,Chicago Bulls,0,106,101
60,59,New York Knicks,1,103,100
61,60,Cleveland Cavaliers,1,121,125
63,61,New York Knicks,0,93,100
64,62,Philadelphia 76ers,1,129,106
65,63,Detroit Pistons,0,118,116
66,64,Capital Bullets,1,92,101
67,65,Houston Rockets,1,135,118
68,66,Milwaukee Bucks,0,145,109
69,67,New York Knicks,0,119,97
70,68,Boston Celtics,0,109,116
71,69,Los Angeles Lakers,0,112,119
72,70,Boston Celtics,0,122,104
73,71,Boston Celtics,0,110,94
74,72,Philadelphia 76ers,1,103,99
75,73,Seattle SuperSonics,0,117,123
76,74,Portland Trail Blazers,0,122,112
77,75,Phoenix Suns,0,124,94
78,76,Chicago Bulls,1,97,114
79,77,Cleveland Cavaliers,0,114,105
80,78,Detroit Pistons,1,109,116
81,79,Golden State Warriors,1,115,102
82,80,Phoenix Suns,1,119,126
84,81,Los Angeles Lakers,1,124,150
85,82,Houston Rockets,1,96,119
