,G,Opponent,Home_away,Tm,Opp
0,1,Portland Trail Blazers,0,114,104
1,2,Portland Trail Blazers,0,115,104
2,3,Portland Trail Blazers,1,115,118
3,4,Portland Trail Blazers,1,92,89
5,5,Phoenix Suns,0,87,91
6,6,Phoenix Suns,0,117,124
7,7,Phoenix Suns,1,118,102
8,8,Phoenix Suns,1,107,96
9,9,Phoenix Suns,0,109,86
10,10,Phoenix Suns,1,89,103
11,11,Phoenix Suns,0,104,94
13,12,Utah Jazz,0,100,88
14,13,Utah Jazz,0,104,99
15,14,Utah Jazz,1,86,95
16,15,Utah Jazz,1,80,78
17,16,Utah Jazz,0,94,83
19,17,New York Knicks,0,85,78
20,18,New York Knicks,0,83,91
21,19,New York Knicks,1,93,89
22,20,New York Knicks,1,82,91
23,21,New York Knicks,1,84,91
24,22,New York Knicks,0,86,84
25,23,New York Knicks,0,90,84
