,G,Opponent,Home_away,Tm,Opp
0,1,Minnesota Timberwolves,0,112,95
1,2,Minnesota Timberwolves,0,96,84
2,3,Minnesota Timberwolves,1,125,120
4,4,Seattle SuperSonics,0,112,102
5,5,Seattle SuperSonics,0,101,106
6,6,Seattle SuperSonics,1,97,93
7,7,Seattle SuperSonics,1,110,106
8,8,Seattle SuperSonics,0,94,100
9,9,Seattle SuperSonics,1,96,99
10,10,Seattle SuperSonics,0,96,91
12,11,Utah Jazz,1,86,101
13,12,Utah Jazz,1,92,104
14,13,Utah Jazz,0,118,100
15,14,Utah Jazz,0,95,92
16,15,Utah Jazz,1,91,96
17,16,Utah Jazz,0,100,103
