,G,Opponent,Home_away,Tm,Opp
0,1,St. Louis Hawks,0,98,99
1,2,St. Louis Hawks,0,105,123
2,3,Seattle SuperSonics,1,121,114
3,4,Seattle SuperSonics,0,110,117
4,5,San Francisco Warriors,1,126,137
5,6,Baltimore Bullets,0,109,125
6,7,Cincinnati Royals,0,113,116
7,8,Cincinnati Royals,0,99,108
8,9,Seattle SuperSonics,0,139,125
9,10,New York Knicks,0,121,125
10,11,New York Knicks,0,107,115
11,12,Philadelphia 76ers,0,105,130
12,13,Philadelphia 76ers,0,114,129
13,14,Cincinnati Royals,1,108,109
14,15,St. Louis Hawks,1,105,116
15,16,New York Knicks,1,109,122
16,17,New York Knicks,0,122,108
17,18,Chicago Bulls,0,99,91
18,19,Seattle SuperSonics,1,124,130
19,20,San Francisco Warriors,0,124,142
21,21,Boston Celtics,0,114,121
22,22,Boston Celtics,1,110,124
23,23,Philadelphia 76ers,1,117,128
24,24,Detroit Pistons,1,122,130
25,25,St. Louis Hawks,1,109,110
26,26,St. Louis Hawks,0,87,129
27,27,San Francisco Warriors,0,127,103
28,28,Detroit Pistons,0,110,111
29,29,Chicago Bulls,1,118,108
30,30,San Francisco Warriors,1,137,107
31,31,Los Angeles Lakers,0,109,127
32,32,Chicago Bulls,0,118,104
33,33,Boston Celtics,0,101,114
34,34,New York Knicks,1,102,126
35,35,Detroit Pistons,0,117,115
36,36,Boston Celtics,0,116,126
37,37,San Francisco Warriors,1,97,103
38,38,Detroit Pistons,0,119,123
39,39,Los Angeles Lakers,0,104,101
40,40,Seattle SuperSonics,1,143,125
42,41,Los Angeles Lakers,1,118,147
43,42,St. Louis Hawks,0,126,124
44,43,Seattle SuperSonics,0,104,122
45,44,New York Knicks,0,105,118
46,45,Detroit Pistons,0,122,118
47,46,St. Louis Hawks,1,89,111
48,47,Cincinnati Royals,1,116,122
49,48,Chicago Bulls,1,110,123
50,49,Chicago Bulls,0,110,104
51,50,Cincinnati Royals,0,126,129
52,51,Boston Celtics,1,112,139
53,52,Baltimore Bullets,0,113,127
54,53,Baltimore Bullets,0,122,123
55,54,San Francisco Warriors,0,114,128
56,55,San Francisco Warriors,1,121,127
57,56,Los Angeles Lakers,1,122,133
58,57,Baltimore Bullets,0,108,121
59,58,Detroit Pistons,0,93,120
60,59,Philadelphia 76ers,0,103,125
61,60,Baltimore Bullets,0,102,106
63,61,Cincinnati Royals,0,99,101
64,62,Baltimore Bullets,1,116,136
65,63,Chicago Bulls,1,102,114
66,64,New York Knicks,1,102,114
67,65,San Francisco Warriors,0,114,134
68,66,Philadelphia 76ers,0,108,124
69,67,Philadelphia 76ers,0,111,106
70,68,Seattle SuperSonics,0,122,127
71,69,Los Angeles Lakers,0,112,127
72,70,Boston Celtics,0,110,118
73,71,Cincinnati Royals,0,114,120
74,72,Baltimore Bullets,0,114,156
75,73,St. Louis Hawks,1,104,106
76,74,Philadelphia 76ers,1,103,134
77,75,Detroit Pistons,1,118,140
78,76,Los Angeles Lakers,0,102,119
79,77,Los Angeles Lakers,1,122,130
80,78,Seattle SuperSonics,0,111,115
81,79,Boston Celtics,0,118,144
82,80,Chicago Bulls,0,121,129
84,81,Los Angeles Lakers,1,109,121
85,82,Chicago Bulls,0,112,121
