,G,Opponent,Home_away,Tm,Opp
0,1,Cleveland Cavaliers,1,109,108
1,2,Buffalo Braves,1,121,113
2,3,New York Knicks,1,95,103
3,4,Atlanta Hawks,0,120,108
4,5,Chicago Bulls,0,97,130
5,6,Los Angeles Lakers,0,107,112
6,7,Detroit Pistons,0,130,118
7,8,Atlanta Hawks,1,106,105
8,9,Philadelphia 76ers,1,108,104
9,10,Atlanta Hawks,0,108,114
10,11,Detroit Pistons,0,118,108
11,12,Los Angeles Lakers,1,109,122
12,13,Phoenix Suns,1,109,115
13,14,Philadelphia 76ers,0,112,114
14,15,Baltimore Bullets,1,103,104
15,16,New York Knicks,1,100,119
16,17,Kansas City-Omaha Kings,1,117,127
17,18,Chicago Bulls,1,105,113
18,19,Golden State Warriors,0,132,104
19,20,Seattle SuperSonics,0,114,109
21,21,Baltimore Bullets,0,90,108
22,22,Baltimore Bullets,0,102,94
23,23,Baltimore Bullets,1,96,103
24,24,Kansas City-Omaha Kings,0,109,114
25,25,Golden State Warriors,1,101,108
26,26,Portland Trail Blazers,0,114,108
27,27,Buffalo Braves,1,94,95
28,28,Baltimore Bullets,1,91,94
29,29,Detroit Pistons,1,123,112
30,30,Cleveland Cavaliers,1,110,109
31,31,New York Knicks,0,102,124
32,32,Philadelphia 76ers,0,116,103
33,33,Phoenix Suns,0,113,110
34,34,Los Angeles Lakers,0,136,104
35,35,Milwaukee Bucks,0,101,114
36,36,Boston Celtics,0,110,130
37,37,Boston Celtics,0,123,112
38,38,Chicago Bulls,1,97,111
39,39,New York Knicks,1,106,116
40,40,Cleveland Cavaliers,1,97,102
42,41,Atlanta Hawks,1,114,120
43,42,Boston Celtics,1,107,128
44,43,New York Knicks,0,103,104
45,44,Cleveland Cavaliers,0,115,123
46,45,Golden State Warriors,0,117,123
47,46,Cleveland Cavaliers,0,104,108
48,47,Portland Trail Blazers,0,115,130
49,48,New York Knicks,0,107,103
50,49,Milwaukee Bucks,0,129,125
51,50,Boston Celtics,1,126,139
52,51,Atlanta Hawks,0,116,108
53,52,Portland Trail Blazers,1,123,120
54,53,Seattle SuperSonics,1,109,118
55,54,Los Angeles Lakers,1,109,126
56,55,Phoenix Suns,1,123,132
57,56,Buffalo Braves,0,130,118
58,57,Philadelphia 76ers,0,123,117
59,58,Kansas City-Omaha Kings,0,116,121
60,59,Atlanta Hawks,1,91,103
61,60,Kansas City-Omaha Kings,1,118,132
63,61,Milwaukee Bucks,1,103,105
64,62,Phoenix Suns,0,127,111
65,63,Chicago Bulls,0,99,110
66,64,Seattle SuperSonics,0,139,107
67,65,Philadelphia 76ers,0,138,116
68,66,Detroit Pistons,1,112,129
69,67,Buffalo Braves,1,112,105
70,68,Atlanta Hawks,1,125,136
71,69,Milwaukee Bucks,0,101,116
72,70,Cleveland Cavaliers,0,100,118
73,71,Baltimore Bullets,0,104,109
74,72,Cleveland Cavaliers,0,131,116
75,73,Atlanta Hawks,0,129,118
76,74,Golden State Warriors,1,125,141
77,75,Portland Trail Blazers,1,128,141
78,76,Seattle SuperSonics,1,112,121
79,77,Boston Celtics,0,89,94
80,78,Baltimore Bullets,1,118,110
81,79,Philadelphia 76ers,1,132,112
82,80,Boston Celtics,0,121,125
84,81,Buffalo Braves,0,121,111
85,82,Buffalo Braves,0,138,122
