,G,Opponent,Home_away,Tm,Opp
0,1,Phoenix Suns,1,107,84
1,2,Golden State Warriors,1,97,85
2,3,Seattle SuperSonics,1,100,109
3,4,Golden State Warriors,0,109,95
4,5,Detroit Pistons,1,96,94
5,6,Cleveland Cavaliers,0,101,88
6,7,Buffalo Braves,0,130,113
7,8,Philadelphia 76ers,1,98,92
8,9,Phoenix Suns,0,104,95
9,10,Kansas City-Omaha Kings,1,112,78
10,11,Cleveland Cavaliers,1,118,100
11,12,Detroit Pistons,0,123,115
12,13,Los Angeles Lakers,0,109,92
13,14,Kansas City-Omaha Kings,0,84,83
14,15,Capital Bullets,1,110,91
15,16,Portland Trail Blazers,0,108,100
16,17,Boston Celtics,1,90,105
17,18,New York Knicks,1,93,100
18,19,Golden State Warriors,0,105,108
19,20,New York Knicks,0,107,91
21,21,Atlanta Hawks,1,112,92
22,22,Philadelphia 76ers,0,105,96
23,23,Buffalo Braves,1,115,110
24,24,Seattle SuperSonics,0,127,93
25,25,Boston Celtics,0,117,93
26,26,Houston Rockets,0,124,109
27,27,Portland Trail Blazers,0,116,86
28,28,Philadelphia 76ers,1,105,92
29,29,Seattle SuperSonics,0,130,91
30,30,Chicago Bulls,0,94,97
31,31,Atlanta Hawks,0,116,82
32,32,Portland Trail Blazers,1,121,98
33,33,Los Angeles Lakers,1,107,109
34,34,Phoenix Suns,1,112,121
35,35,Cleveland Cavaliers,0,123,110
36,36,Philadelphia 76ers,0,129,107
37,37,Houston Rockets,1,127,111
38,38,Detroit Pistons,0,91,98
39,39,Detroit Pistons,1,92,106
40,40,Kansas City-Omaha Kings,0,120,105
42,41,Phoenix Suns,0,118,109
43,42,Capital Bullets,1,88,90
44,43,Capital Bullets,0,115,113
45,44,Chicago Bulls,1,101,82
46,45,Chicago Bulls,0,124,94
47,46,Portland Trail Blazers,0,121,106
48,47,Los Angeles Lakers,0,94,90
49,48,Buffalo Braves,0,114,88
50,49,Phoenix Suns,1,112,108
51,50,Los Angeles Lakers,1,92,99
52,51,Portland Trail Blazers,1,126,106
53,52,Seattle SuperSonics,1,85,110
54,53,Golden State Warriors,1,91,120
55,54,Cleveland Cavaliers,1,102,87
56,55,Boston Celtics,0,104,105
57,56,Capital Bullets,0,105,96
58,57,Boston Celtics,0,95,86
59,58,Chicago Bulls,1,81,93
60,59,Detroit Pistons,1,102,99
61,60,Chicago Bulls,0,90,92
63,61,New York Knicks,0,97,86
64,62,Buffalo Braves,1,109,145
65,63,Atlanta Hawks,0,110,94
66,64,Houston Rockets,1,122,113
67,65,Kansas City-Omaha Kings,1,100,93
68,66,Los Angeles Lakers,0,108,110
69,67,Detroit Pistons,0,113,90
70,68,Atlanta Hawks,1,89,105
71,69,Seattle SuperSonics,0,116,99
72,70,Houston Rockets,0,112,106
73,71,Kansas City-Omaha Kings,0,109,103
74,72,Kansas City-Omaha Kings,1,111,99
75,73,Golden State Warriors,0,95,97
76,74,New York Knicks,1,75,88
77,75,Phoenix Suns,0,105,92
78,76,Detroit Pistons,1,89,93
79,77,Chicago Bulls,1,107,82
80,78,Golden State Warriors,1,111,100
81,79,Los Angeles Lakers,1,114,120
82,80,Seattle SuperSonics,1,106,101
84,81,Portland Trail Blazers,1,120,110
85,82,Kansas City-Omaha Kings,0,118,98
