,G,Opponent,Home_away,Tm,Opp
0,1,Atlanta Hawks,0,105,89
1,2,Atlanta Hawks,0,101,87
2,3,Atlanta Hawks,1,94,103
3,4,Atlanta Hawks,1,97,100
4,5,Atlanta Hawks,0,118,89
6,6,New Jersey Nets,0,100,106
7,7,New Jersey Nets,0,98,94
8,8,New Jersey Nets,1,100,93
9,9,New Jersey Nets,1,99,106
10,10,New Jersey Nets,0,94,82
11,11,New Jersey Nets,1,98,97
13,12,Boston Celtics,1,96,119
14,13,Boston Celtics,1,110,125
15,14,Boston Celtics,0,100,109
16,15,Boston Celtics,0,122,113
17,16,Boston Celtics,1,108,115
