,G,Opponent,Home_away,Tm,Opp
0,1,San Francisco Warriors,1,107,96
1,2,San Francisco Warriors,0,104,90
2,3,San Francisco Warriors,0,114,102
3,4,San Francisco Warriors,1,104,106
4,5,San Francisco Warriors,0,136,86
6,6,Los Angeles Lakers,0,106,85
7,7,Los Angeles Lakers,0,91,73
8,8,Los Angeles Lakers,1,107,118
9,9,Los Angeles Lakers,1,117,94
10,10,Los Angeles Lakers,0,116,98
12,11,Baltimore Bullets,0,98,88
13,12,Baltimore Bullets,1,102,83
14,13,Baltimore Bullets,0,107,99
15,14,Baltimore Bullets,1,118,106
